,Unnamed: 0,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena,Od centra
5125,43,Beograd,Zvezdara,Učiteljsko naselje,uciteljska,Stan,120,4,EG,PR,3,150000,4.657012751
5126,4270,Beograd,Palilula,Borča Greda,uzicka 4,Stan,54,2,TA,3,3,37000,2.606877425
5127,2895,Beograd,Zemun,Kalvarija,v. nikolica,Stan,45,1.5,TA,PSUT,2,37900,5.400553884
5128,1388,Beograd,Zemun,Kalvarija,v. nikolica,Stan,45,1.5,TA,PSUT,2,37900,5.400553884
5129,1640,Beograd,Voždovac,Saobraćajni fakultet,v. stepe,Stan,52,2,CG,3,14,65000,4.881387742
5130,3249,Beograd,Voždovac,Saobraćajni fakultet,v. stepe,Stan,52,2,CG,3,14,65000,4.881387742
5131,1962,Beograd,Vračar,Crveni krst,vele nigrinove,Stan,58,2,TA,1,3,83000,2.57919616
5132,77,Beograd,Vračar,Crveni krst,vele nigrinove,Stan,58,2,TA,1,3,83000,2.57919616
5133,4899,Beograd,Palilula,Kotež,veletinska,Stan,74,3.5,EG,3,4,55000,5.319703206
5134,2494,Beograd,Čukarica,Cerak,veljka petrovica,Stan,69,3,EG,1,2,78000,5.621712751
5135,961,Beograd,Čukarica,Cerak,veljka petrovica,Stan,69,3,EG,1,2,78000,5.621712751
5136,3363,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,88,3,CG,3,4,83900,6.378647456
5137,1687,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,88,3,CG,3,4,83900,6.378647456
5138,5709,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,97,3.5,CG,9,12,85000,6.983393791
5139,2846,Beograd,Zemun,Zemun polje,vlajka djuranovica,Stan,47,2.5,TA,2,2,37000,5.319703206
5140,1312,Beograd,Zemun,Zemun polje,vlajka djuranovica,Stan,47,2.5,TA,2,2,37000,5.319703206
5141,242,Beograd,Vračar,Gradić Pejton,vojvode dragomira,Stan,57,2,CG,1,4,102000,2.025137138
5142,2068,Beograd,Vračar,Gradić Pejton,vojvode dragomira,Stan,57,2,CG,1,4,102000,2.025137138
5143,5716,Beograd,Voždovac,Trošarina,vojvode stepe,Stan,35,1.5,CG,2,6,55500,4.881387742
5144,4944,Beograd,Voždovac,Vojvode Vlahovića,vojvode vlahovica,Stan,37,1.5,EG,1,3,37000,5.908577969
5145,4154,Beograd,Zemun,Meandri,vukova,Stan,20,0.5,TA,PR,1,20000,5.319703206
5146,724,Beograd,Savski venac,Dedinje,vajara djoke jovanovica,Stan,272,5,CG,VPR,2,1100000,2.78491885
5147,2182,Beograd,Savski venac,Dedinje,vajara djoke jovanovica,Stan,272,5,CG,VPR,2,1100000,2.78491885
5148,519,Beograd,Voždovac,Zaplanjska,valentina vodnika,Stan,59,2,Norveški radijatori,2,2,49000,5.319703206
5149,2461,Beograd,Voždovac,Zaplanjska,valentina vodnika,Stan,59,2,Norveški radijatori,2,2,49000,5.319703206
5150,780,Beograd,Čukarica,Banovo brdo,valjevska,Stan,36,1,CG,5,5,49900,5.291937309
5151,2205,Beograd,Čukarica,Banovo brdo,valjevska,Stan,36,1,CG,5,5,49900,5.291937309
5152,4259,Beograd,Palilula,Borča,valjevskih odreda,Stan,21,0.5,TA,1,2,15000,4.967315207
5153,5860,Beograd,Vračar,Južni bulevar,vardarska,Stan,50,2.5,CG,PSUT,3,60000,2.322272641
5154,4260,Beograd,Voždovac,Lekino brdo,varvarinska,Stan,52,2.5,TA,2,4,74500,2.976750757
5155,1134,Beograd,Voždovac,Lekino brdo,varvarinska,Stan,45,2.5,CG,3,4,76000,2.976750757
5156,4233,Beograd,Voždovac,Lekino brdo,varvarinska,Stan,52,2,TA,2,4,77000,2.976750757
5157,2835,Beograd,Voždovac,Lekino brdo,varvarinska,Stan,45,2.5,CG,3,4,76000,2.976750757
5158,4710,Beograd,Savski venac,Senjak,vase pelagica,Stan,124,4,CG,2,3,272000,2.439332727
5159,1759,Beograd,Stari grad,Knez Mihailova,vase carapica,Stan,87,3,TA,1,5,189000,0.064346825
5160,137,Beograd,Stari grad,Knez Mihailova,vase carapica,Stan,87,3,TA,1,5,189000,0.064346825
5161,4219,Beograd,Stari grad,Centar,vasina,Stan,81,2.5,TA,1,5,189000,0.408147727
5162,3565,Beograd,Stari grad,Centar,vasina,Stan,81,2.5,Kaljeva peć,1,5,189000,0.408147727
5163,4762,Beograd,Zvezdara,Bulevar kralja Aleksandra,vatroslava jagica,Stan,107,3,CG,3,4,220000,2.327029559
5164,5310,Beograd,Zvezdara,Bulevar kralja Aleksandra,vatroslava jagica,Stan,79,3,CG,5,5,119000,2.327029559
5165,810,Beograd,Vračar,Crveni krst,vele nigrinove,Stan,63,2.5,TA,1,2,83000,2.57919616
5166,2304,Beograd,Vračar,Crveni krst,vele nigrinove,Stan,63,2.5,TA,1,2,83000,2.57919616
5167,4046,Beograd,Vračar,Crveni krst,vele nigrinove,Stan,63,2.5,TA,1,2,83000,2.57919616
5168,4087,Beograd,Palilula,Kotež,veletinska,Stan,36,1.5,TA,VPR,3,29000,5.319703206
5169,4195,Beograd,Palilula,Kotež,veletinska,Stan,40,1.5,TA,VPR,3,34000,5.319703206
5170,2257,Beograd,Palilula,Kotež,veletinska,Stan,38,1.5,EG,3,3,30000,5.319703206
5171,408,Beograd,Palilula,Kotež,veletinska,Stan,38,1.5,EG,3,3,30000,5.319703206
5172,5601,Beograd,Savski venac,Dedinje,velisava vulovica,Stan,138,4,EG,2,3,277000,4.231949119
5173,5722,Beograd,Savski venac,Dedinje,velisava vulovica,Stan,138,4,EG,3,3,274000,4.231949119
5174,5030,Beograd,Savski venac,Dedinje,velisava vulovica,Stan,122,4,Gas,PR,2,308000,4.231949119
5175,5874,Beograd,Savski venac,Dedinje,velisava vulovica,Stan,45,1.5,Gas,VPR,3,90000,4.231949119
5176,4868,Beograd,Savski venac,Dedinje,velisava vulovica,Stan,123,4,Gas,PR,2,209000,4.231949119
5177,4539,Beograd,Zvezdara,Cvetkova pijaca,dr velizara kosanovica,Stan,47,1.5,EG,3,3,46000,4.312246284
5178,3791,Beograd,Zvezdara,Učiteljsko naselje,dr velizara kosanovica,Stan,57,2.5,CG,1,6,73000,4.312246284
5179,4814,Beograd,Rakovica,Miljakovac,velizara stankovica,Stan,95,4,CG,5,5,85000,5.485505465
5180,5338,Beograd,Zvezdara,Severni bulevar,veljka dugosevica,Stan,66,2,CG,1,3,80000,3.455184162
5181,6011,Beograd,Zvezdara,Severni bulevar,veljka dugosevica,Stan,52,2,EG,2,4,71500,3.455184162
5182,2815,Beograd,Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,38,1.5,TA,2,4,46000,3.455184162
5183,6105,Beograd,Zvezdara,Vukov Spomenik,veljka dugosevica,Stan,38,1.5,TA,2,4,46000,3.455184162
5184,5738,Beograd,Zvezdara,Novo groblje,veljka dugosevica,Stan,46,1.5,CG,5,5,46000,3.455184162
5185,2980,Beograd,Zvezdara,Severni bulevar,veljka dugosevica,Stan,38,1,TA,2,4,47900,3.455184162
5186,1050,Beograd,Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,38,1.5,TA,2,4,46000,3.455184162
5187,918,Beograd,Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,53,2,EG,PR,2,74900,3.455184162
5188,3275,Beograd,Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,58,2,CG,1,2,80000,3.455184162
5189,3402,Beograd,Zvezdara,Bulbulder,veljka dugosevica,Stan,56,2,CG,1,2,78000,3.455184162
5190,1336,Beograd,Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,58,2,CG,1,2,80000,3.455184162
5191,1283,Beograd,Zvezdara,Severni bulevar,veljka dugosevica,Stan,38,1,TA,2,4,47900,3.455184162
5192,3222,Beograd,Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,53,2,EG,PR,2,74900,3.455184162
5193,4345,Beograd,Zvezdara,Severni bulevar,veljka dugosevica,Stan,74,2.5,EG,2,4,92000,3.455184162
5194,1610,Beograd,Savski venac,Dedinje,veljka lukica kurjaka,Stan,116,4,CG,2,2,300000,3.375475432
5195,3319,Beograd,Savski venac,Dedinje,veljka lukica kurjaka,Stan,116,4,CG,2,2,300000,3.375475432
5196,4181,Beograd,Savski venac,Dedinje,veljka lukica kurjaka,Stan,120,4,Gas,PR,3,350000,3.375475432
5197,3958,Beograd,Savski venac,Dedinje,veljka lukica kurjaka,Stan,56,2,Gas,1,3,160000,3.375475432
5198,3793,Beograd,Savski venac,Dedinje,veljka lukica kurjaka,Stan,135,4,Gas,2,3,360000,3.375475432
5199,2101,Beograd,Stari grad,Gundulićev venac,venizelosova,Stan,93,4,CG,2,6,180000,0.877984693
5200,1024,Beograd,Stari grad,Bajlonijeva pijaca,venizelosova,Stan,53,2,CG,1,5,105000,0.877984693
5201,411,Beograd,Stari grad,Gundulićev venac,venizelosova,Stan,93,4,CG,2,6,180000,0.877984693
5202,4720,Beograd,Stari grad,Centar,venizelosova,Stan,120,4,EG,2,4,220000,0.877984693
5203,3039,Beograd,Stari grad,Bajlonijeva pijaca,venizelosova,Stan,53,2,CG,1,5,105000,0.877984693
5204,2933,Beograd,Čukarica,Cerak,vencacka,Stan,65,3,EG,3,4,65000,46.10257895
5205,1316,Beograd,Čukarica,Cerak,vencacka,Stan,65,3,EG,3,4,65000,46.10257895
5206,2020,Beograd,Zemun,Galenika,vere dimitrijevic,Stan,60,2,TA,1,1,63000,8.131737924
5207,503,Beograd,Zemun,Galenika,vere dimitrijevic,Stan,60,2,TA,1,1,63000,8.131737924
5208,4439,Beograd,Zemun,Galenika,vere dimitrijevic,Stan,36,1.5,TA,1,1,37000,8.131737924
5209,331,Beograd,Zemun,Galenika,vere dimitrijevic,Stan,47,3,TA,VPR,1,65000,8.131737924
5210,2104,Beograd,Zemun,Galenika,vere dimitrijevic,Stan,47,3,TA,VPR,1,65000,8.131737924
5211,1758,Beograd,Voždovac,Medaković padina,veselina cajkanovica,Stan,65,2.5,EG,2,3,49000,5.433681693
5212,36,Beograd,Voždovac,Medaković padina,veselina cajkanovica,Stan,65,2.5,EG,2,3,49000,5.433681693
5213,4156,Beograd,Zvezdara,Veliki Mokri Lug,veselina cajkanovica,Stan,45,1,EG,PR,4,36000,5.433681693
5214,4391,Beograd,Zvezdara,Veliki Mokri Lug,veselina cajkanovica,Stan,50,2,EG,VPR,3,47000,5.433681693
5215,1923,Beograd,Zvezdara,Zvezdarska padina,veselina cajkanovica,Stan,61,2,EG,2,3,55000,5.433681693
5216,423,Beograd,Zvezdara,Zvezdarska padina,veselina cajkanovica,Stan,61,2,EG,2,3,55000,5.433681693
5217,5182,Beograd,Zvezdara,Zvezdarska padina,veselina cajkanovica,Stan,35,1.5,EG,PTK,3,29000,5.433681693
5218,3482,Beograd,Zvezdara,Veliki Mokri Lug,veselina cajkanovica,Stan,56,2,EG,1,3,53000,5.433681693
5219,3459,Beograd,Zvezdara,Veliki Mokri Lug,veselina cajkanovica,Stan,51,2,EG,2,3,49500,5.433681693
5220,3479,Beograd,Voždovac,Medaković 3,veselina cajkanovica,Stan,39,1.5,EG,2,3,43000,5.433681693
5221,4162,Beograd,Zvezdara,Veliki Mokri Lug,veselina cajkanovica,Stan,63,2,EG,3,3,47000,5.433681693
5222,6010,Beograd,Novi Beograd,Bežanijska kosa 3,vespucijeva,Stan,92,4,CG,5,5,92000,7.861243728
5223,1667,Beograd,Novi Beograd,Bežanijska kosa 3,vespucijeva,Stan,92,3,CG,1,5,90000,7.861243728
5224,5054,Beograd,Novi Beograd,Bežanijska kosa 3,vespucijeva,Stan,97,3.5,CG,5,6,115000,7.861243728
5225,5762,Beograd,Novi Beograd,Bežanijska kosa 3,vespucijeva,Stan,96,3,CG,1,6,96000,7.861243728
5226,3231,Beograd,Novi Beograd,Bežanijska kosa 3,vespucijeva,Stan,92,3,CG,1,5,90000,7.861243728
5227,5373,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,52,1.5,CG,11,13,52000,6.983393791
5228,4854,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,83,3,EG,8,9,69900,6.983393791
5229,1702,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,101,3,CG,3,4,86000,6.983393791
5230,1629,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,130,5,CG,7,8,115000,6.983393791
5231,3154,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,62,2.5,CG,3,3,55000,6.983393791
5232,2987,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,130,5,CG,7,8,115000,6.983393791
5233,1153,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,62,2.5,CG,3,3,55000,6.983393791
5234,4865,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,75,2.5,EG,8,9,60000,6.983393791
5235,5574,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,40,1.5,EG,8,9,36000,6.983393791
5236,3214,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,101,3,CG,3,4,86000,6.983393791
5237,5677,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,86,3.5,CG,2,10,79000,6.983393791
5238,4202,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,62,2,CG,3,4,58000,6.983393791
5239,3607,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,91,3,CG,9,12,85000,6.983393791
5240,1343,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,49,2,EG,15,16,45000,6.983393791
5241,2832,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,49,2,EG,15,16,45000,6.983393791
5242,2592,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,65,2.5,CG,3,3,60011,6.983393791
5243,3382,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,41,1,CG,VPR,4,41000,6.983393791
5244,116,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,92,4,EG,7,10,81880,6.983393791
5245,3076,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,72,2.5,CG,7,14,64000,6.983393791
5246,1781,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,92,4,EG,7,10,81880,6.983393791
5247,4705,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,74,3,CG,8,12,70000,6.983393791
5248,2825,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,91,3.5,CG,9,12,85000,6.983393791
5249,4058,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,55,1.5,CG,1,5,60500,6.983393791
5250,3113,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,100,4,CG,4,8,95000,6.983393791
5251,6051,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,61,2.5,CG,14,15,59000,6.983393791
5252,1028,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,65,2.5,CG,3,3,60011,6.983393791
5253,5091,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,53,2,CG,11,11,52000,6.983393791
5254,2227,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,36,1.5,EG,8,10,31400,6.983393791
5255,608,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,63,2.5,EG,9,10,65000,6.983393791
5256,3951,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,76,3.5,CG,8,8,72000,6.983393791
5257,5844,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,43,1.5,CG,3,3,48000,6.983393791
5258,2060,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,53,1.5,CG,6,10,55000,6.983393791
5259,1273,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,110,3,CG,5,9,105000,6.983393791
5260,2031,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,99,3.5,CG,6,9,89000,6.983393791
5261,2285,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,115,4.5,CG,7,9,95000,6.983393791
5262,2252,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,55,1.5,CG,11,11,55000,6.983393791
5263,989,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,91,3.5,CG,9,12,85000,6.983393791
5264,4968,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,74,3.5,CG,8,12,69000,6.983393791
5265,5284,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,87,3,CG,3,12,80000,6.983393791
5266,578,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,41,1,CG,VPR,4,41000,6.983393791
5267,5650,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,65,3,CG,12,15,68000,6.983393791
5268,2350,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,63,2.5,EG,9,10,65000,6.983393791
5269,312,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,99,3.5,CG,6,9,89000,6.983393791
5270,387,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,103,3,CG,3,4,86000,6.983393791
5271,746,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,36,1.5,EG,8,10,31400,6.983393791
5272,4174,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,92,3,CG,7,14,84500,6.983393791
5273,3807,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,66,2,CG,VPR,13,66000,6.983393791
5274,592,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,54,1.5,CG,7,13,53500,6.983393791
5275,811,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,58,1.5,CG,1,4,59900,6.983393791
5276,943,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,115,4.5,CG,7,9,95000,6.983393791
5277,2009,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,103,3,CG,3,4,86000,6.983393791
5278,461,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,55,1.5,CG,11,11,55000,6.983393791
5279,2456,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,54,1.5,CG,7,13,53500,6.983393791
5280,2759,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,58,1.5,CG,1,4,59900,6.983393791
5281,5165,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,114,4.5,CG,7,9,95000,6.983393791
5282,1338,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,72,2.5,CG,7,14,64000,6.983393791
5283,4744,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,72,2.5,CG,8,20,72000,6.983393791
5284,4155,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,65,2.5,CG,3,4,63000,6.983393791
5285,4209,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,65,2,CG,PR,3,60000,6.983393791
5286,40,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,47,1,EG,7,10,41400,6.983393791
5287,4210,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,70,2.5,EG,9,10,65000,6.983393791
5288,3406,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,55,1.5,CG,7,15,65000,6.983393791
5289,2573,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,65,2.5,CG,2,14,62000,6.983393791
5290,2602,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,110,3,CG,5,9,105000,6.983393791
5291,1421,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,41,1,CG,VPR,4,41000,6.983393791
5292,1444,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,82,3,CG,5,6,78900,6.983393791
5293,4211,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,84,3,CG,3,12,80000,6.983393791
5294,3533,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,115,4.5,CG,7,9,95000,6.983393791
5295,5693,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,66,2.5,CG,2,15,62000,6.983393791
5296,2481,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,41,1,CG,VPR,4,41000,6.983393791
5297,300,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,53,1.5,CG,6,10,55000,6.983393791
5298,2134,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,71,2.5,EG,8,10,63200,6.983393791
5299,3009,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,76,3.5,CG,8,9,72000,6.983393791
5300,3220,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,82,3,CG,5,6,78900,6.983393791
5301,1357,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,55,1.5,CG,7,15,65000,6.983393791
5302,1715,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,100,4,CG,4,8,95000,6.983393791
5303,779,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,65,2.5,CG,2,14,62000,6.983393791
5304,626,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,71,2.5,EG,8,10,63200,6.983393791
5305,1769,Beograd,Rakovica,Vidikovac,vidikovacki venac,Stan,47,1,EG,7,10,41400,6.983393791
5306,4471,Beograd,Rakovica,Vidikovac,vidikovacki venac (partizanska),Stan,96,3.5,CG,9,12,85000,5.319703206
5307,5692,Beograd,Zemun,Zemun polje,vijetnamska,Stan,55,2,TA,1,2,33000,5.319703206
5308,3707,Beograd,Novi Beograd,Bežanijska kosa 3,viktora novaka,Stan,42,1,CG,5,5,65000,3.935736572
5309,3675,Beograd,Novi Beograd,Bežanijska kosa 2,viktora novaka,Stan,68,2,CG,VPR,6,75000,3.935736572
5310,1225,Beograd,Čukarica,Cerak vinogradi,vinogradski venac,Stan,83,3,CG,5,6,87500,6.990428405
5311,3306,Beograd,Čukarica,Cerak vinogradi,vinogradski venac,Stan,83,3,CG,5,6,87500,6.990428405
5312,5734,Beograd,Čukarica,Cerak vinogradi,vinogradski venac,Stan,45,1.5,CG,5,6,63900,6.990428405
5313,4390,Beograd,Čukarica,Cerak vinogradi,vinogradski venac,Stan,83,3,CG,5,6,85000,6.990428405
5314,5177,Beograd,Čukarica,Cerak vinogradi,vinogradski venac,Stan,84,3.5,CG,2,5,85000,6.990428405
5315,5521,Beograd,Čukarica,Cerak vinogradi,vinogradski venac,Stan,84,3.5,CG,2,5,85000,6.990428405
5316,4888,Beograd,Čukarica,Cerak vinogradi,vinogradski venac,Stan,82,3.5,CG,2,3,89990,6.990428405
5317,5285,Beograd,Čukarica,Cerak vinogradi,vinogradski venac,Stan,58,1.5,CG,2,3,63000,6.990428405
5318,4532,Beograd,Čukarica,Cerak,vinogradski venac,Stan,65,2.5,CG,1,6,69000,6.990428405
5319,4566,Beograd,Stari grad,Centar,visnjiceva,Stan,172,5+,EG,4,5,220000,0.455557523
5320,2206,Beograd,Palilula,Bogoslovija,visnjicka,Stan,105,4,EG,2,4,139000,4.816432791
5321,241,Beograd,Palilula,Bogoslovija,visnjicka,Stan,105,4,EG,2,4,139000,4.816432791
5322,3102,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,91,3,CG,3,4,80000,6.378647456
5323,1368,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,91,3,CG,3,4,80000,6.378647456
5324,3767,Beograd,Stari grad,Dorćol,visokog stevana,Stan,54,2,TA,4,5,90000,0.753155468
5325,349,Beograd,Stari grad,Dorćol,visokog stevana,Stan,65,2.5,CG,3,8,120000,0.753155468
5326,3079,Beograd,Stari grad,Dorćol,visokog stevana,Stan,56,2,CG,5,8,92000,0.753155468
5327,6074,Beograd,Stari grad,Dorćol,visokog stevana,Stan,92,3,TA,1,3,140000,0.753155468
5328,1320,Beograd,Stari grad,Dorćol,visokog stevana,Stan,56,2,CG,5,8,92000,0.753155468
5329,6000,Beograd,Stari grad,Centar,visokog stevana,Stan,92,4,CG,6,6,122500,0.753155468
5330,1995,Beograd,Stari grad,Dorćol,visokog stevana,Stan,65,2.5,CG,3,8,120000,0.753155468
5331,2804,Beograd,Voždovac,Voždovačka crkva,vitanovacka,Stan,106,3.5,EG,1,2,122000,3.366868647
5332,730,Beograd,Voždovac,Voždovačka crkva,vitanovacka,Stan,106,3.5,EG,1,2,122000,3.366868647
5333,1292,Beograd,Voždovac,Vitanovačka,vitanovacka,Stan,35,1.5,EG,2,3,40000,3.366868647
5334,5760,Beograd,Voždovac,Voždovačka crkva,vitanovacka,Stan,92,3,CG,5,7,120000,3.366868647
5335,2879,Beograd,Voždovac,Vitanovačka,vitanovacka,Stan,35,1.5,EG,2,3,40000,3.366868647
5336,5812,Beograd,Voždovac,Voždovačka crkva,vitanovacka,Stan,106,3.5,EG,1,2,122000,3.366868647
5337,2871,Beograd,Zvezdara,Mirijevo,vitezova karadjordjeve zvezde,Stan,45,2,EG,2,3,47000,5.776025066
5338,1583,Beograd,Zvezdara,Mirijevo,vitezova karadjordjeve zvezde,Stan,45,2,EG,2,3,47000,5.776025066
5339,4457,Beograd,Zvezdara,Kluz,vitezova karadjordjeve zvezde,Stan,50,2,EG,4,4,54000,5.776025066
5340,5334,Beograd,Zvezdara,Mirijevo,vitezova karadjordjeve zvezde,Stan,74,3,EG,3,3,79000,5.776025066
5341,2915,Beograd,Zvezdara,Mirijevo,vitezova karadjordjeve zvezde,Stan,63,2,EG,2,3,51000,5.776025066
5342,1178,Beograd,Zvezdara,Mirijevo,vitezova karadjordjeve zvezde,Stan,63,2,EG,2,3,51000,5.776025066
5343,5466,Beograd,Savski venac,Klinički centar,visegradska,Stan,36,1,CG,PR,6,61500,1.254475942
5344,4413,Beograd,Savski venac,Klinički centar,visegradska,Stan,75,2.5,EG,4,4,80000,1.254475942
5345,4304,Beograd,Savski venac,Klinički centar,visegradska,Stan,62,2,CG,3,4,110000,1.254475942
5346,931,Beograd,Grocka,Kaluđerica,visnjiceva druga,Stan,50,2,EG,1,2,28500,5.319703206
5347,2589,Beograd,Grocka,Kaluđerica,visnjiceva druga,Stan,50,2,EG,1,2,28500,5.319703206
5348,4207,Beograd,Palilula,Višnjica,visnjicka,Stan,47,2,TA,VPR,4,41500,4.816432791
5349,3177,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,70,2.5,CG,1,3,71900,6.378647456
5350,1551,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,70,2.5,CG,1,3,71900,6.378647456
5351,351,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,72,3,CG,4,4,58000,6.378647456
5352,5432,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,81,3,Gas,PR,3,63000,6.378647456
5353,831,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,64,2.5,CG,3,4,64000,6.378647456
5354,2977,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,41,1.5,CG,PR,4,45500,6.378647456
5355,719,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,68,2.5,CG,PR,4,72000,6.378647456
5356,5799,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,41,1,CG,1,3,55000,6.378647456
5357,2181,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,64,2.5,CG,3,4,64000,6.378647456
5358,4318,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,50,1,CG,VPR,3,45000,6.378647456
5359,3384,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,70,2,CG,1,4,64000,6.378647456
5360,5329,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,54,2,CG,4,4,45000,6.378647456
5361,2129,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,72,3,CG,4,4,58000,6.378647456
5362,2216,Beograd,Palilula,Višnjička Banja,visnjicki venac,Stan,68,2.5,CG,PR,4,72000,6.378647456
