,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Cena
1657,Beograd,Voždovac,Autokomanda,Generala Anrija,Kuća,350,5+,850000
1658,Beograd,Zemun,Centar,Svetosavska,Kuća,273,5.0,460000
1659,Beograd,Savski venac,Senjak,Istarska,Kuća,142,5.0,620000
1660,Beograd,Palilula,Borča,Učiteljska,Kuća,120,5.0,95000
1661,Beograd,Zemun,Kalvarija,Dr Milivoja Babica,Kuća,145,4.0,139000
1662,Beograd,Palilula,Krnjača,Partizanska ,Kuća,107,3.0,107000
1663,Beograd,Grocka,Grocka (mesto),Smederevski put,Kuća,95,4.0,32000
1664,Beograd,Novi Beograd,Bežanijska kosa 1,V.V.Djurovica,Kuća,180,3.5,179900
1665,Beograd,Barajevo,Lipovica,Partizanska,Kuća,250,5.0,120000
1666,Beograd,Čukarica,Sremčica,Longinova,Kuća,168,4.0,95000
1667,Beograd,Surčin,Jakovo,Boljevačka,Kuća,70,3.0,56500
1668,Beograd,Novi Beograd,Bežanijska kosa 3,Bežanijskih ilegalaca,Kuća,250,5.0,300000
1669,Beograd,Barajevo,Lisović,Kosmajskih partizana,Kuća,82,3.0,25000
1670,Beograd,Grocka,Boleč,Janka Katica,Kuća,560,5+,280000
1671,Beograd,Čukarica,Banovo brdo,Jana Kolara,Kuća,280,5+,227000
1672,Beograd,Voždovac,Dušanovac,Vojvode Skopljanca,Kuća,74,4.0,67000
1673,Beograd,Grocka,Vrčin,Stevana Mokranjca,Kuća,160,5.0,75000
1674,Beograd,Voždovac,Jajinci,Bulevar JNA,Kuća,280,3.0,155000
1675,Beograd,Palilula,Karaburma,Hajima Daviča,Kuća,110,3.0,75000
1676,Beograd,Zvezdara,Mirijevo,Vitezova Karađorđeve zvezde,Kuća,1.000,3.0,400000
1677,Beograd,Voždovac,Jajinci,Jakova Galusa,Kuća,118,4.0,129000
1678,Beograd,Voždovac,Beli potok,Dugo polje,Kuća,208,4.0,430000
1679,Beograd,Mladenovac,Amerić,Visnjanska ,Kuća,246,4.0,89000
1680,Beograd,Rakovica,Petlovo brdo,Gočka,Kuća,220,5+,170000
1681,Beograd,Zemun,Batajnica,Drage Mihajlovića,Kuća,113,3.0,49900
1682,Beograd,Barajevo,Vranić,Milinka Jelica,Kuća,36,1.0,15000
1683,Beograd,Palilula,Borča,Zrenjaninski put,Kuća,117,5.0,190000
1684,Beograd,Zemun,Centar,Tesna,Kuća,55,3.0,110000
1685,Beograd,Zvezdara,Mirijevo,Mali Leskovac,Kuća,77,3.0,23500
1686,Beograd,Voždovac,Medaković 1,Zaplanjska,Kuća,45,3.0,170000
1687,Beograd,Voždovac,Autokomanda,Generala Anrija,Kuća,500,3.0,850000
1688,Beograd,Zemun,Centar,"Stevana Markovića, kod šetališta i keja",Kuća,205,5.0,330000
1689,Beograd,Palilula,Kotež,8. sutjeske,Kuća,50,2.0,39900
1690,Beograd,Vračar,Južni bulevar,Generala Horvatovića 36,Kuća,160,5+,220000
1691,Beograd,Rakovica,Miljakovac,Miljakovačke staze,Kuća,190,4.0,93000
1692,Beograd,Palilula,Pancevacki put,Pancevacki put,Kuća,65,3.0,32000
1693,Beograd,Grocka,Boleč,22 decembra,Kuća,200,3.5,63900
1694,Beograd,Novi Beograd,Bežanijska kosa 1,VELEMAJSTORA BORE KOSTICA,Kuća,230,4.5,270000
1695,Beograd,Zemun,Batajnica,Pukovnika Milenka Pavlovića,Kuća,180,3.0,56000
1696,Beograd,Savski venac,Senjak,kod Majdana,Kuća,470,3.0,695000
1697,Beograd,Lazarevac,Lazarevac (mesto),Beogradska 8,Kuća,160,5+,95000
1698,Beograd,Čukarica,Banovo brdo,Orfelinova,Kuća,660,5+,1200000
1699,Beograd,Rakovica,Miljakovac,Miljakovačke staze,Kuća,398,5+,249000
1700,Beograd,Barajevo,Vranić,Miodraga Joksića,Kuća,34,2.0,26000
1701,Beograd,Rakovica,Kneževac,14. oktobra,Kuća,240,5+,120000
1702,Beograd,Savski venac,Dedinje,Jezdićeva,Kuća,168,1.0,383000
1703,Beograd,Voždovac,Kumodraž,Vojvode Stepe,Kuća,74,4.0,85000
1704,Beograd,Voždovac,Lekino brdo,Tomazeova,Kuća,135,3.0,89011
1705,Beograd,Savski venac,Senjak,Drvarska,Kuća,330,5+,1330000
1706,Beograd,Novi Beograd,Bežanijska kosa 1,GEN. MIHAJLA NEDELJKOVIĆA,Kuća,270,5+,235000
1707,Beograd,Zemun,Zemun polje,Tomice Popovica,Kuća,80,3.0,70000
1708,Beograd,Zvezdara,Lion,Kulina Bana,Kuća,180,4.5,289900
1709,Beograd,Zvezdara,Lion,Hektorovićeva,Kuća,133,5+,545000
1710,Beograd,Rakovica,Kneževac,Oslobođenja,Kuća,106,4.0,104990
1711,Beograd,Zemun,Ćukovac,Novogradska,Kuća,90,2.5,107900
1712,Beograd,Čukarica,Cerak,Dimitrija Avramovića,Kuća,204,3.0,145000
1713,Beograd,Zemun,Ćukovac,Vasilija Vasilijevića,Kuća,170,3.0,240000
1714,Beograd,Savski venac,Dedinje,Jovana Žujovića,Kuća,255,3.0,500000
1715,Beograd,Palilula,Borča,Efeska,Kuća,130,3.0,65000
1716,Beograd,Zemun,Retenzija,Aleksandra Dubčeka,Kuća,300,3.0,550000
1717,Beograd,Voždovac,Dušanovac,Tomazeova,Kuća,126,3.0,89000
1718,Beograd,Palilula,Kotež,SUTJESKA BLOK,Kuća,109,3.0,49000
1719,Beograd,Savski venac,Topčider,vajara đoke jovanović,Kuća,110,4.0,1200000
1720,Beograd,Barajevo,Lisović,Ratka Jeftića,Kuća,150,4.0,25000
1721,Beograd,Rakovica,Centar,Kneževačka,Kuća,65,3.0,105000
1722,Beograd,Vračar,Čubura,Internacionalnih brigada,Kuća,510,5+,950000
1723,Beograd,Voždovac,Kumodraž,Kalemarska,Kuća,141,3.5,140000
1724,Beograd,Voždovac,Bioskop Voždovac,Esad Pašina,Kuća,162,5+,250000
1725,Beograd,Novi Beograd,Bežanijska kosa 1,Dimitrija Georgijevića Starika,Kuća,97,4.0,230000
1726,Beograd,Palilula,Borča,Hopovska ,Kuća,120,4.0,99000
1727,Beograd,Čukarica,Sremčica,Porodice Radojčić,Kuća,160,3.0,85000
1728,Beograd,Čukarica,Sremčica,Bobovačka,Kuća,126,3.0,280000
1729,Beograd,Zemun,Gardoš,Gardoška,Kuća,160,3.0,135000
1730,Beograd,Savski venac,Dedinje,Užička,Kuća,850,3.0,4500000
1731,Beograd,Čukarica,Cerak,JABLANICKA,Kuća,167,4.0,205000
1732,Beograd,Čukarica,Cerak,kopaonicka,Kuća,85,4.0,67000
1733,Beograd,Savski venac,Dedinje,Sime Lozanića,Kuća,160,0.5,1100000
1734,Beograd,Barajevo,Meljak,Ustanička 2. deo 32/a,Kuća,100,3.0,45000
1735,Beograd,Savski venac,Dedinje,Augusta Cesarca,Kuća,245,5+,450000
1736,Beograd,Zemun,Novi grad,Ševina,Kuća,182,5+,350000
1737,Beograd,Voždovac,Jajinci,Ilije Petrovića,Kuća,78,1.0,70000
1738,Beograd,Vračar,Južni bulevar,Maksima Gorkog,Kuća,173,1.0,160000
1739,Beograd,Zvezdara,Cvetkova pijaca,Vojvode Dovezenskog,Kuća,328,4.0,450000
1740,Beograd,Vračar,Hram svetog Save,Lamartinova,Kuća,888,5+,1700011
1741,Beograd,Savski venac,Dedinje,Užička,Kuća,866,5+,3990011
1742,Beograd,Savski venac,Dedinje,Jezdićeva,Kuća,168,5+,390011
1743,Beograd,Voždovac,Centar,Kostolačka,Kuća,264,5+,189011
1744,Beograd,Palilula,Borča,Mirgorodska,Kuća,200,5+,85000
1745,Beograd,Vračar,Južni bulevar,Vojvode Tankosića,Kuća,140,4.0,170000
1746,Beograd,Vračar,Čubura,Janka Veselinovića,Kuća,800,5+,1250000
1747,Beograd,Savski venac,Dedinje,Kavadarska,Kuća,210,5.0,480000
1748,Beograd,Mladenovac,Koraćica,Petkajska 78,Kuća,200,4.0,61000
1749,Beograd,Palilula,Krnjača,Igora Vasiljeva,Kuća,350,3.0,165000
1750,Beograd,Rakovica,Centar,Hajduk Veljkovo sokače,Kuća,172,3.0,137000
1751,Beograd,Rakovica,Labudovo brdo,Oplenačka,Kuća,184,3.0,120000
1752,Beograd,Palilula,Borča,Kapadokijska,Kuća,185,5+,165000
1753,Beograd,Zemun,Centar,Prilaz,Kuća,121,4.0,80000
1754,Beograd,Palilula,Borča,Ovčanski put kod nove Crkve,Kuća,144,5.0,105000
1755,Beograd,Zvezdara,Mali Mokri Lug,Slobodana Lale Berberskog 138,Kuća,200,3.0,140000
1756,Beograd,Rakovica,Miljakovac,Stanka Paunovića Veljka,Kuća,110,3.0,89000
1757,Beograd,Novi Beograd,Bežanijska kosa 1,Stojana Aralice,Kuća,205,3.0,210000
1758,Beograd,Zvezdara,Cvetkova pijaca,Živka Davidovića,Kuća,136,4.0,136000
1759,Beograd,Voždovac,Banjica,Porodice Trajković,Kuća,560,5+,470000
1760,Beograd,Rakovica,Centar,Trepčanska,Kuća,155,4.0,101000
1761,Beograd,Čukarica,Žarkovo,Vodovodska,Kuća,105,3.5,80000
1762,Beograd,Zemun,Ugrinovci,Sremska 24,Kuća,100,4.0,35000
1763,Beograd,Palilula,Borča,Lole Ribara 28,Kuća,80,3.0,95900
1764,Beograd,Zemun,Batajnica,kneza Radoslava,Kuća,165,3.0,140000
1765,Beograd,Novi Beograd,Bežanijska kosa 1,Autoput za Zagreb,Kuća,1.374,5+,950000
1766,Beograd,Zvezdara,Mirijevo,Jovanke Radaković,Kuća,200,1.0,155000
1767,Beograd,Zvezdara,Mirijevo,Zagrađe,Kuća,300,4.0,170000
1768,Beograd,Rakovica,Miljakovac,Miljakovačke staze,Kuća,174,1.0,99000
1769,Beograd,Zvezdara,Kluz,Mite Ružića,Kuća,136,3.0,225000
1770,Beograd,Savski venac,Dedinje,Tolstojeva,Kuća,400,5+,1700000
1771,Beograd,Vračar,Crveni krst,Vukice Mitrović,Kuća,660,5+,620000
1772,Beograd,Novi Beograd,Ledine,Vajarska,Kuća,170,4.0,135000
1773,Beograd,Savski venac,Dedinje,Heroja Milana Tepića,Kuća,460,5+,1850000
1774,Beograd,Voždovac,Braće Jerković,Vladimira Mitrovića,Kuća,185,3.0,115000
1775,Beograd,Zemun,Retenzija,Skadarska,Kuća,105,4.0,95000
1776,Beograd,Voždovac,Autokomanda,Admirala Vukovića,Kuća,50,2.0,73000
1777,Beograd,Voždovac,Beli potok,Dugo polje,Kuća,120,2.0,140000
1778,Beograd,Zvezdara,Zvezdarska šuma,Bosutska,Kuća,72,2.0,38000
1779,Beograd,Palilula,Krnjača,Save Kovačevića II,Kuća,494,4.0,180000
1780,Beograd,Palilula,Karaburma,Jastrebačka,Kuća,240,5+,165000
1781,Beograd,Vračar,Gospodara Vučića,Gospodara Vučića,Kuća,160,5+,230000
1782,Beograd,Zemun,Pregrevica,Pregrevica,Kuća,290,5+,430000
1783,Beograd,Grocka,Vinča,Raška,Kuća,42.000,5+,42000
1784,Beograd,Zemun,Ugrinovci,Srete Zornata,Kuća,550,5+,100000
1785,Beograd,Rakovica,Stari Košutnjak,Matije Gupca,Kuća,200,5.0,260000
1786,Beograd,Zemun,Batajnica,Pukovnika Milenka Pavlovica,Kuća,50,3.0,65000
1787,Beograd,Zemun,Cara Dušana,Dunavska,Kuća,107,5.0,130000
1788,Beograd,Voždovac,Autokomanda,Admirala Vukovića,Kuća,88,2.0,75000
1789,Beograd,Zemun,Altina,Dragiše Vasića,Kuća,180,5.0,129000
1790,Beograd,Surčin,Jakovo,Ljubinke Bobić,Kuća,108,4.0,70000
1791,Beograd,Grocka,Boleč,4 juli 4 prilaz br.5,Kuća,280,3.0,39000
1792,Beograd,Savski venac,Dedinje,Tolstojeva,Kuća,880,3.0,1100000
1793,Beograd,Zvezdara,Olimp,Čingrijina,Kuća,44,2.0,120000
1794,Beograd,Stari grad,Dorćol,Knez Miletina,Kuća,68,3.0,100000
1795,Beograd,Rakovica,Vidikovac,Susedgradska,Kuća,103,4.0,135000
1796,Beograd,Rakovica,Stari Košutnjak,Gregorčićeva,Kuća,98,3.0,265000
1797,Beograd,Palilula,Višnjica,Svetozara Mihailovića,Kuća,170,5+,160000
1798,Beograd,Zvezdara,Mali Mokri Lug,Partizanska,Kuća,220,5+,190000
1799,Beograd,Čukarica,Makiš,Obrenovački drum,Kuća,64,3.0,45000
1800,Beograd,Savski venac,Dedinje,Neznanog junaka,Kuća,500,5+,1500000
1801,Beograd,Savski venac,Senjak,Milovana Glišića,Kuća,320,5.0,1100000
1802,Beograd,Palilula,Borča,Save Kovačevića III,Kuća,70,3.0,55000
1803,Beograd,Barajevo,Baćevac,Ljubomira Živkovića Španca,Kuća,150,3.0,45000
1804,Beograd,Voždovac,Autokomanda,Kraljevačka,Kuća,180,5.0,162000
1805,Beograd,Savski venac,Dedinje,Radanska,Kuća,200,5+,350000
1806,Beograd,Novi Beograd,Ledine,Miroslava Popovica,Kuća,220,5+,120000
1807,Beograd,Zemun,Cara Dušana,Slavonska,Kuća,60,1.0,65000
1808,Beograd,Voždovac,Autokomanda,JOVE ILIĆA,Kuća,50,3.0,62000
1809,Beograd,Zemun,Marija Bursać,Vinarska,Kuća,112,3.0,82000
1810,Beograd,Savski venac,Dedinje,Tolstojeva,Kuća,200,5+,2350000
1811,Beograd,Rakovica,Miljakovac,Miljakovački vinogradi,Kuća,430,5+,215000
1812,Beograd,Zemun,Centar,Karamatina,Kuća,135,3.0,150000
1813,Beograd,Palilula,Kotež,Sutjeska,Kuća,320,3.0,112000
1814,Beograd,Novi Beograd,Ledine,Zografska,Kuća,90,3.0,75000
1815,Beograd,Zemun,Centar,Aleksandra Dubčeka,Kuća,380,3.0,600000
1816,Beograd,Savski venac,Senjak,Kod Majdana,Kuća,300,5+,720000
1817,Beograd,Savski venac,Dedinje,kod Pinka,Kuća,410,5+,2300000
1818,Beograd,Savski venac,Dedinje,Kod Partizanovog stadiona,Kuća,300,5.0,435000
1819,Beograd,Zemun,Centar,Skadarska,Kuća,105,4.0,95000
1820,Beograd,Grocka,Grocka (mesto),Preradoviceva 53,Kuća,140,5.0,95000
1821,Beograd,Voždovac,Lekino brdo,TODORA DUKINA,Kuća,61,2.0,120000
1822,Beograd,Zvezdara,Bulbulder,21. divizije,Kuća,110,5+,270000
1823,Beograd,Voždovac,Lekino brdo,Gospodara Vučića,Kuća,192,5+,190000
1824,Beograd,Čukarica,Bele vode,dušana vlajica 28,Kuća,43,3.0,120000
1825,Beograd,Zvezdara,Olimp,Fočanska,Kuća,107,5+,160000
1826,Beograd,Zvezdara,Lion,Brsjačka,Kuća,232,5+,280000
1827,Beograd,Palilula,Višnjica,114 Nova,Kuća,92,1.0,55000
1828,Beograd,Zvezdara,Mali Mokri Lug,Žikina,Kuća,520,5+,430000
1829,Beograd,Grocka,Leštane,Avalska,Kuća,240,3.0,51000
1830,Beograd,Novi Beograd,Bežanijska kosa 1,Stojana Aralice,Kuća,150,3.0,185000
1831,Beograd,Rakovica,Petlovo brdo,Jagodinska,Kuća,116,3.0,89000
1832,Beograd,Čukarica,Sunčana padina,Zarkovacka,Kuća,169,5+,199000
1833,Beograd,Zvezdara,Učiteljsko naselje,Hajduk Veljka ,Kuća,607,5+,600000
1834,Beograd,Voždovac,Kumodraška,Kumodraška,Kuća,85,3.0,130000
1835,Beograd,Novi Beograd,Bežanijska kosa 1,Partizanske avijacije,Kuća,200,3.5,270000
1836,Beograd,Zemun,Pregrevica,Pregrevica,Kuća,420,5+,990000
1837,Beograd,Grocka,Leštane,Grobljanska,Kuća,100,4.0,79900
1838,Beograd,Voždovac,Bioskop Voždovac,Bože Jankovića,Kuća,250,3.0,495000
1839,Beograd,Voždovac,Konjarnik,Rebeke Vest,Kuća,77,3.0,120000
1840,Beograd,Grocka,Vinča,PALIH BORACA,Kuća,200,5+,55000
1841,Beograd,Zvezdara,Kluz,TRZICKA,Kuća,125,4.0,115000
1842,Beograd,Voždovac,Jajinci,Bulevar JNA,Kuća,220,5+,460000
1843,Beograd,Barajevo,Veliki Borak,Centar,Kuća,160,5.0,20000
1844,Beograd,Barajevo,Vranić,Milosava Dorica Zoke,Kuća,100,3.0,48000
1845,Beograd,Barajevo,Vranić,Tarais-Drazevac,Kuća,112,5+,22000
1846,Beograd,Voždovac,Autokomanda,Gornjačka,Kuća,300,5+,430000
1847,Beograd,Barajevo,Vranić,Ibarska magistrala,Kuća,96,4.0,22000
1848,Beograd,Barajevo,Vranić,Kosmajski partizana,Kuća,200,5+,50000
1849,Beograd,Čukarica,Bele vode,Zdravka  Jovanović,Kuća,268,5+,160000
1850,Beograd,Barajevo,Vranić,Čedomira Đoinčevića,Kuća,300,5+,73000
1851,Beograd,Rakovica,Centar,Godominska,Kuća,200,5+,99000
1852,Beograd,Barajevo,Vranić,Ibarska magistrala,Kuća,73,3.0,40000
1853,Beograd,Savski venac,Dedinje,Tolstojeva,Kuća,880,5+,1000000
1854,Beograd,Rakovica,Petlovo brdo,Đuje i Dragoljuba,Kuća,132,4.0,94000
1855,Beograd,Čukarica,Košutnjak,Vladimira Rolovića,Kuća,260,5+,170000
1856,Beograd,Čukarica,Sremčica,Jelacicev venac,Kuća,200,5+,95000
1857,Beograd,Rakovica,Petlovo brdo,Nicifora NINKOVICA 78,Kuća,110,3.0,95000
1858,Beograd,Barajevo,Meljak,Ibarski put,Kuća,500,5+,140000
1859,Beograd,Čukarica,Banovo brdo,GOLF NASELJE,Kuća,300,5+,550000
1860,Beograd,Zemun,Cara Dušana,Cara Dusana,Kuća,204,5+,290000
1861,Beograd,Sopot,Popović,Miće Markovića 92a,Kuća,400,3.0,32000
1862,Beograd,Savski venac,Topčider,Diane Budisavljević,Kuća,229,4.0,190000
1863,Beograd,Savski venac,Senjak,Puškinova 31,Kuća,590,5+,1350000
1864,Beograd,Zemun,Gardoš,Klaonička 5,Kuća,48,2.0,30600
1865,Beograd,Zemun,Autoput za Zagreb,Marije Bursać,Kuća,300,5+,300000
1866,Beograd,Palilula,Višnjica,4. Flavijeve legije,Kuća,324,5+,450000
1867,Beograd,Voždovac,Farmaceutski fakultet,Porodice Trajković,Kuća,250,5+,160000
1868,Beograd,Barajevo,Meljak,Dubravska 25,Kuća,200,5.0,57000
1869,Beograd,Sopot,Avala,Tresnja,Kuća,300,3.0,16900
1870,Beograd,Zvezdara,Bulevar kralja Aleksandra,Ratka Pavlovica,Kuća,120,5.0,84000
1871,Beograd,Čukarica,Železnik,Lipovicka,Kuća,80,4.0,38000
1872,Beograd,Voždovac,Ripanj,Carsija,Kuća,288,5+,450000
1873,Beograd,Voždovac,Saobraćajni fakultet,Kostolačka,Kuća,240,5+,450000
1874,Beograd,Palilula,Višnjička Banja,Brane Petronijevića,Kuća,180,3.5,200000
1875,Beograd,Zemun,Batajnica,Braće Smiljanić,Kuća,96,4.0,59900
1876,Beograd,Zvezdara,Bulevar kralja Aleksandra,Pop Stojanova,Kuća,122,4.0,150000
1877,Beograd,Savski venac,Dedinje,Diplomatska kolonija,Kuća,250,5+,520000
1878,Beograd,Čukarica,Cerak,Kosmajska,Kuća,260,5+,250000
1879,Beograd,Čukarica,Železnik,Manastirina,Kuća,297,5+,115000
1880,Beograd,Palilula,Višnjička Banja,Miloša Crnjanskog,Kuća,137,4.0,260000
1881,Beograd,Voždovac,Saobraćajni fakultet,Nikšićka,Kuća,180,3.0,260000
1882,Beograd,Rakovica,Petlovo brdo,Tuzlanska,Kuća,155,3.0,110000
1883,Beograd,Zvezdara,Kluz,Lošinjska,Kuća,250,3.0,380000
1884,Beograd,Rakovica,Kanarevo brdo,6.  LICKE DIVIZIJE,Kuća,180,5+,150000
1885,Beograd,Voždovac,Lekino brdo,Belička,Kuća,280,5+,300000
1886,Beograd,Palilula,Borča,Petra Drapšina,Kuća,200,5+,72000
1887,Beograd,Voždovac,Šumice,MIHAILA DJURICA                                   ,Kuća,108,3.5,122000
1888,Beograd,Voždovac,Jajinci,Vukosava Oljace,Kuća,190,5+,160000
1889,Beograd,Zemun,Batajnica,Zorana Radosavljevica,Kuća,205,1.5,238000
1890,Beograd,Zemun,Meandri,Zadrugarska,Kuća,110,3.5,123000
1891,Beograd,Palilula,Borča,Zrenjaninski put,Kuća,71,3.0,59500
1892,Beograd,Zemun,Gornji grad,Banjicka,Kuća,130,3.0,199000
1893,Beograd,Surčin,Surčin (mesto),Sedma,Kuća,48,2.0,135000
1894,Beograd,Palilula,Ovča,Ovčanski put,Kuća,160,1.0,48000
1895,Beograd,Palilula,Borča,Beočinska,Kuća,240,1.0,65000
1896,Beograd,Palilula,Borča,Ovčanski put,Kuća,30,1.0,23000
1897,Beograd,Palilula,Kotež,Peke Tepavčevića,Kuća,54,1.0,32000
1898,Beograd,Palilula,Borča,Narodnog fronta,Kuća,200,1.0,105000
1899,Beograd,Palilula,Borča,Mitra Trifunovića Uče,Kuća,400,1.0,50000
1900,Beograd,Palilula,Borča,Petkovačka,Kuća,180,3.5,67000
1901,Beograd,Palilula,Borča,Popova bara nova 3.,Kuća,330,1.0,89000
1902,Beograd,Čukarica,Cerak,Lipar,Kuća,120,4.0,117000
1903,Beograd,Savski venac,Dedinje,PAJE ADAMOVA,Kuća,53,3.0,350000
1904,Beograd,Savski venac,Prokop,Prilepska,Kuća,290,5+,380000
1905,Beograd,Zvezdara,Bulevar kralja Aleksandra,pop stojanova,Kuća,90,3.0,210000
1906,Beograd,Palilula,Višnjička Banja,Slanački put,Kuća,120,3.0,89000
1907,Beograd,Grocka,Boleč,Virska,Kuća,500,5+,160000
1908,Beograd,Voždovac,Centar,Kralja Vladimira,Kuća,200,5+,300000
1909,Beograd,Voždovac,Kumodraška,Milovana Saranovica,Kuća,68,4.0,85000
1910,Beograd,Voždovac,Dušanovac,Peke Pavlovica,Kuća,160,5.0,65000
1911,Beograd,Voždovac,Centar,Kalemarska 3. prilaz,Kuća,276,5+,160000
1912,Beograd,Zemun,Altina,Ugrinovački put,Kuća,350,4.0,155000
1913,Beograd,Zemun,Centar,Cetinjska,Kuća,150,5+,160000
1914,Beograd,Voždovac,Jajinci,Torlački vis,Kuća,158,3.0,107500
1915,Beograd,Grocka,Kaluđerica,Moše Pijade,Kuća,130,3.0,44000
1916,Beograd,Barajevo,Lipovica,Brdjanska,Kuća,110,3.0,58000
1917,Beograd,Savski venac,Dedinje,omladinska,Kuća,500,5+,900000
1918,Beograd,Zemun,Batajnica,Stevana Dubajića,Kuća,43,2.0,49900
1919,Beograd,Savski venac,Senjak,Vase Pelagića,Kuća,689,3.0,2100000
1920,Beograd,Zvezdara,Mali Mokri Lug,Nabokovljeva,Kuća,153,4.0,66000
1921,Beograd,Zvezdara,Kluz,Losinjska,Kuća,250,5+,380000
1922,Beograd,Zvezdara,Zvezdara 2,Neretvanska,Kuća,129,4.0,87000
1923,Beograd,Voždovac,Banjica,porodice trajković,Kuća,250,5+,190000
1924,Beograd,Voždovac,Kumodraž,Izletnička,Kuća,228,3.0,120000
1925,Beograd,Čukarica,Sremčica,Petra Jokića,Kuća,185,3.0,73000
1926,Beograd,Zemun,Cara Dušana,Cara Dušana,Kuća,118,4.0,135000
1927,Beograd,Voždovac,Medaković padina,Rastislava Marića,Kuća,400,3.0,320000
1928,Beograd,Zemun,Ugrinovačka,Rada Končara,Kuća,48,2.0,38000
1929,Beograd,Novi Beograd,Stara Bežanija,Vinogradska,Kuća,600,4.0,160000
1930,Beograd,Zemun,Zemun polje,Braće Micić,Kuća,131,5.0,55000
1931,Beograd,Grocka,Brestovik,VISOKA RAVAN,Kuća,110,5.0,47000
1932,Beograd,Zvezdara,Kluz,Mite Ružića,Kuća,283,5+,279000
1933,Beograd,Grocka,Vinča,Zrenjaninska,Kuća,212,5+,200000
1934,Beograd,Voždovac,Lekino brdo,DJORDJA KRATOVCA,Kuća,195,5+,189000
1935,Beograd,Novi Beograd,Tošin bunar,Vladimira Nazora,Kuća,81,3.0,150000
1936,Beograd,Novi Beograd,Bežanijska kosa 1,Stojana Aralice,Kuća,210,3.5,210000
1937,Beograd,Savski venac,Mostarska petlja,GORNJACKA,Kuća,130,3.0,150000
1938,Beograd,Palilula,Slanci,Karadjordjeva 7,Kuća,70,4.0,25000
1939,Beograd,Grocka,Boleč,Gavrila Principa,Kuća,331,5+,145000
1940,Beograd,Palilula,Višnjička Banja,Slanački put,Kuća,270,5.0,119000
1941,Beograd,Čukarica,Filmski grad,Ilije Stojadinovica,Kuća,348,5.0,375000
1942,Beograd,Grocka,Grocka (mesto),Bulevar Revolucije,Kuća,179,5+,70000
1943,Beograd,Vračar,SC Vračar,Kneginje Zorke,Kuća,900,5+,3000000
1944,Beograd,Obrenovac,Draževac,Parlozi,Kuća,45,3.0,55000
1945,Beograd,Voždovac,Kumodraž,ZEMLJORADNICKA,Kuća,105,5.0,130000
1946,Beograd,Palilula,Višnjička Banja,Slanački put,Kuća,240,5+,295000
1947,Beograd,Rakovica,Skojevsko naselje,RIBARCEVA,Kuća,95,3.0,45000
1948,Beograd,Voždovac,Šuplja stena,SUPLJA STENA,Kuća,84,2.0,35000
1949,Beograd,Čukarica,Sremčica,Trebeška,Kuća,380,5+,170000
1950,Beograd,Zemun,Altina,Ugrinovački put,Kuća,393,3.0,305000
1951,Beograd,Rakovica,Skojevsko naselje,Godominska,Kuća,200,5+,99000
1952,Beograd,Novi Beograd,Bežanijska kosa 1,Dr.Teodora Borockog,Kuća,153,5.0,260000
1953,Beograd,Barajevo,Baćevac,Bratstva i jedinstva,Kuća,60,4.0,25000
1954,Beograd,Zemun,Altina,vojni put 584/z,Kuća,240,5+,190000
1955,Beograd,Zemun,Altina,Vojni put,Kuća,56,2.5,22000
1956,Beograd,Rakovica,Miljakovac,Miljakovačke staze,Kuća,200,5+,95000
1957,Beograd,Zvezdara,Mali Mokri Lug,Lustička,Kuća,340,5+,290000
1958,Beograd,Stari grad,Bajlonijeva pijaca,Gundulićev venac,Kuća,75,3.0,99000
1959,Beograd,Stari grad,Gundulićev venac,Gundulićev Venac,Kuća,86,2.5,99000
1960,Beograd,Voždovac,Centar,Kostolačka,Kuća,110,5+,430000
1961,Beograd,Palilula,Višnjička Banja,Maršala Tita,Kuća,191,3.0,115000
1962,Beograd,Savski venac,Dedinje,Miloja Đaka,Kuća,300,5.0,540000
1963,Beograd,Savski venac,Dedinje,Jezdićeva,Kuća,447,5+,1100000
1964,Beograd,Grocka,Boleč,Vladimira Rajkovića,Kuća,300,5+,50000
1965,Beograd,Surčin,Surčin (mesto),Vojvodjanska,Kuća,177,4.5,89900
1966,Beograd,Savski venac,Senjak,Istarska,Kuća,550,3.0,5000
1967,Beograd,Voždovac,Dušanovac,OZRENSKA,Kuća,84,3.0,65000
1968,Beograd,Barajevo,Lipovica,RADIONICKA,Kuća,150,5+,65000
1969,Beograd,Zemun,Cara Dušana,Cara Dusana,Kuća,166,4.0,80000
1970,Beograd,Zemun,Kalvarija,Zlatiborska,Kuća,176,5+,250000
1971,Beograd,Voždovac,Ripanj,Avalska,Kuća,99,4.0,39000
1972,Beograd,Zemun,Gardoš,sinđelićeva12,Kuća,120,3.0,229900
1973,Beograd,Zemun,Save Kovačevića,Mića Radakovića,Kuća,260,5.0,265000
1974,Beograd,Zemun,Gornji grad,Vršačka,Kuća,83,4.0,83000
1975,Beograd,Zemun,Kalvarija,Zlatiborska,Kuća,200,5+,250000
1976,Beograd,Voždovac,Bulevar oslobođenja,Mitropolita Pavla Nenadovića,Kuća,345,5+,380000
1977,Beograd,Zemun,Gornji grad,Pregrevica,Kuća,70,3.0,143000
1978,Beograd,Rakovica,Petlovo brdo,Gočka,Kuća,220,3.0,170000
