,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Cena
0,Beograd,Novi Beograd,Bežanijska kosa 1,Dimitrija Georgijevića Starika,Kuća,96,5.0,230000
1,Beograd,Zemun,Batajnica,jovana brankovića,Kuća,65,3.0,60000
2,Beograd,Savski venac,Dedinje,Slavka Ćuruvije,Kuća,285,5+,568000
3,Beograd,Vračar,Neimar,"Đorđa Vajferta, kod Neimarskog parka",Kuća,250,5+,280000
4,Beograd,Savski venac,Dedinje,Aleksandra Trnanica - Tirketa,Kuća,550,5.0,1300000
5,Beograd,Palilula,Višnjička Banja,Miloša Crnjanskog,Kuća,260,5.0,310000
6,Beograd,Novi Beograd,Bežanijska kosa 1,VAJARA ZIVOJINA LUKICA ,Kuća,99,4.0,195000
7,Beograd,Voždovac,Dušanovac,Šupljikčeva,Kuća,120,4.0,82500
8,Beograd,Voždovac,Dušanovac,Lijačka ,Kuća,60,2.0,70000
9,Beograd,Zemun,Centar,Vasilija Vasilijevića,Kuća,176,4.0,159000
10,Beograd,Surčin,Bečmen,Đure Jakšića,Kuća,160,4.0,65000
11,Beograd,Čukarica,Golf,Izvorska,Kuća,250,5+,250000
12,Beograd,Savski venac,Dedinje,BLizu Pinka,Kuća,106,4.0,350000
13,Beograd,Zemun,Pregrevica,Pregrevica,Kuća,600,5+,600000
14,Beograd,Surčin,Surčin (mesto),Hajduk Veljkova,Kuća,244,5.0,170000
15,Beograd,Voždovac,Braće Jerković,Darvinova,Kuća,150,5+,149000
16,Beograd,Vračar,Hram svetog Save,Internacionalnih brigada,Kuća,510,3.0,1050000
17,Beograd,Vračar,Neimar,Đorđa Vajferta,Kuća,270,1.0,300000
18,Beograd,Barajevo,Barajevo (mesto),Svetosavska,Kuća,140,4.0,79000
19,Beograd,Voždovac,Konjarnik,Mikenska,Kuća,224,4.0,166000
20,Beograd,Surčin,Surčin (mesto),Baštovanska,Kuća,300,5+,260000
21,Beograd,Surčin,Surčin (mesto),Jakovački kormadin,Kuća,235,3.0,110000
22,Beograd,Voždovac,Dušanovac,Ljube Kovacevic,Kuća,150,5+,149500
23,Beograd,Zvezdara,Mali Mokri Lug,Nabokovljeva,Kuća,100,4.0,75000
24,Beograd,Zemun,Retenzija,Aleksandra Dubčeka,Kuća,180,5+,179000
25,Beograd,Voždovac,Ripanj,Put za Bubanju,Kuća,250,5+,150000
26,Beograd,Rakovica,Kneževac,Oslobođenja,Kuća,91,4.0,39000
27,Beograd,Zvezdara,Dimitrija Tucovića,Hadži Mustafina,Kuća,160,5+,180000
28,Beograd,Rakovica,Skojevsko naselje,Ribarčeva,Kuća,34,2.0,45000
29,Beograd,Voždovac,Braće Jerković,Veselina Čajkanovića,Kuća,205,5.0,135000
30,Beograd,Čukarica,Košutnjak,Arčibalda Rajsa,Kuća,350,5.0,395000
31,Beograd,Grocka,Brestovik,Smederevski put,Kuća,120,5.0,20000
32,Beograd,Čukarica,Filmski grad,Arcibalda Rajsa ,Kuća,350,5+,395000
33,Beograd,Čukarica,Banovo brdo,Mire Popare,Kuća,150,5.0,155000
34,Beograd,Surčin,Surčin (mesto),Baštovanska,Kuća,53,3.0,21000
35,Beograd,Stari grad,Dorćol,Skender begova,Kuća,250,5+,300000
36,Beograd,Zemun,Save Kovačevića,Mića Radakovića,Kuća,258,5+,260000
37,Beograd,Zemun,Kalvarija,Živka Petrovića,Kuća,400,5.0,250000
38,Beograd,Obrenovac,Zabrežje,Aleksandra Ace Simovića br 135,Kuća,194,5+,37500
39,Beograd,Čukarica,Bele vode,Zdravka Jovanovića,Kuća,240,5+,259000
40,Beograd,Novi Beograd,Bežanijska kosa 1,Generala Mihajla Nedeljkovića,Kuća,230,5+,230000
41,Beograd,Palilula,Borča,Put za Ovču,Kuća,25,1.0,23000
42,Beograd,Surčin,Dobanovci,Steve Jovanovića,Kuća,90,3.0,115000
43,Beograd,Savski venac,Senjak,Suvoborska,Kuća,160,5+,295000
44,Beograd,Zemun,Ćukovac,Bregovita,Kuća,200,5+,180000
45,Beograd,Vračar,Kalenić pijaca,Mutapova,Kuća,57,2.0,350000
46,Beograd,Savski venac,Dedinje,Užička,Kuća,800,5+,3990000
47,Beograd,Savski venac,Humska,Gornjačka,Kuća,80,3.0,160000
48,Beograd,Palilula,Višnjička Banja,nova 111,Kuća,325,5.0,410000
49,Beograd,Voždovac,Šumice,Mihaila Djurića,Kuća,108,4.0,122000
50,Beograd,Čukarica,Ostružnica,Trg Karađorđevih ustanika (Trg bratstva i jedinstv,Kuća,70,3.0,52000
51,Beograd,Savski venac,Dedinje,Ljutice Bogdana,Kuća,400,3.0,850000
52,Beograd,Savski venac,Dedinje,Aleksandra Tirnanića,Kuća,570,3.0,1300000
53,Beograd,Voždovac,Zaplanjska,Milovana Jankovića,Kuća,198,3.0,175000
54,Beograd,Zemun,Centar,Kosovska,Kuća,149,5+,250000
55,Beograd,Čukarica,Banovo brdo,Nikolaja Gogolja,Kuća,122,3.0,130000
56,Beograd,Palilula,Višnjička Banja,SLANACKI PUT,Kuća,200,5+,165000
57,Beograd,Stari grad,Dorćol,Kapetan Mišina,Kuća,110,3.5,180000
58,Beograd,Zemun,Altina,Ugrinovački put,Kuća,130,3.0,50000
59,Beograd,Savski venac,Dedinje,Ljutice Bogdana,Kuća,400,5+,850000
60,Beograd,Savski venac,Dedinje,Vajara Đoke Jovanovića,Kuća,620,1.0,1490000
61,Beograd,Savski venac,Dedinje,Bulevar Sleksandra Karađorđevića 41,Kuća,270,5+,366000
62,Beograd,Palilula,Borča,Vizeljska,Kuća,177,4.0,200000
63,Beograd,Zvezdara,Mali Mokri Lug,Nabukovljeva,Kuća,70,3.0,40000
64,Beograd,Čukarica,Banovo brdo,160000,Kuća,170,5+,160000
65,Beograd,Voždovac,Beli potok,Avalsaki put,Kuća,175,5+,145000
66,Beograd,Novi Beograd,Ledine,Golubinacka,Kuća,150,3.0,150000
67,Beograd,Zemun,Ugrinovačka,Branka Pešića,Kuća,120,3.5,200000
68,Beograd,Voždovac,Banjica,Bulevar oslobođenja,Kuća,260,5+,170000
69,Beograd,Voždovac,Lekino brdo,Todora Dukina,Kuća,513,1.0,550000
70,Beograd,Voždovac,Autokomanda,Milovana Marinkovića,Kuća,400,5+,650000
71,Beograd,Surčin,Jakovo,Jakovački Kormadin,Kuća,270,5+,50000
72,Beograd,Surčin,Jakovo,Jakovački Kormadin,Kuća,216,5+,100000
73,Beograd,Surčin,Jakovo,Jakovački Kormadin,Kuća,500,5+,150000
74,Beograd,Palilula,Kotež,Sutjeska 8,Kuća,200,5+,55000
75,Beograd,Zemun,Altina,Ugrinovački put 7. deo,Kuća,242,5.0,105000
76,Beograd,Čukarica,Banovo brdo,Jana Kolara,Kuća,285,5+,210000
77,Beograd,Stari grad,Skupština,Majke Jevrosime,Kuća,200,5.0,350000
78,Beograd,Zemun,Batajnica,Majora Zorana Radosavljevića,Kuća,200,3.0,145000
79,Beograd,Čukarica,Sremčica,Beogradska,Kuća,200,5+,88000
80,Beograd,Zvezdara,Veliki Mokri Lug,Nikole Grulovića,Kuća,90,5+,70000
81,Beograd,Novi Beograd,Ledine,Srbobranska,Kuća,192,5+,125000
82,Beograd,Rakovica,Petlovo brdo,Jagodinska,Kuća,116,3.5,90000
83,Beograd,Voždovac,Dušanovac,Peke Pavlovića,Kuća,45,1.5,35000
84,Beograd,Voždovac,Vitanovačka,Kraljevačka,Kuća,142,5+,160000
85,Beograd,Zvezdara,Mirijevo,Jovanke Radaković,Kuća,116,4.0,180000
86,Beograd,Voždovac,Jajinci,Milivoja Živanovića,Kuća,280,5+,275000
87,Beograd,Savski venac,Dedinje,Teodora Drajzera,Kuća,271,5.0,450000
88,Beograd,Zemun,Centar,Svetosavska,Kuća,170,3.0,280000
89,Beograd,Rakovica,Miljakovac,Miljakovački vinogradi,Kuća,155,5+,109000
90,Beograd,Palilula,Karaburma,Mirijevski bulevar,Kuća,320,5+,210000
91,Beograd,Zemun,Gornji grad,SVETOTROJIČINA,Kuća,124,5+,380000
92,Beograd,Palilula,Krnjača,II Grge Andrijanovića,Kuća,120,5.0,190000
93,Beograd,Voždovac,Lekino brdo,Garibaldijeva,Kuća,45,1.5,65000
94,Beograd,Obrenovac,Mala Moštanica,Šarčevića kraj,Kuća,160,5.0,40000
95,Beograd,Novi Beograd,Bežanijska kosa 1,Dr Todora Borockog,Kuća,196,5+,255000
96,Beograd,Obrenovac,Obrenovac (mesto),Brace Jugovic 55,Kuća,300,5.0,130000
97,Beograd,Surčin,Dobanovci,Prvomajska,Kuća,180,3.0,70000
98,Beograd,Voždovac,Jajinci,Bulevar JNA,Kuća,155,3.0,210000
99,Beograd,Zvezdara,Lion,Vojvode Dovezenskog,Kuća,167,5+,245000
100,Beograd,Obrenovac,Stubline,Valjevski put,Kuća,240,5+,203000
101,Beograd,Voždovac,Kumodraž,Gunjak,Kuća,200,4.0,137000
102,Beograd,Barajevo,Barajevo (mesto),Svetosavska,Kuća,450,5+,100000
103,Beograd,Surčin,Dobanovci,Svetogorska,Kuća,91,3.0,41000
104,Beograd,Vračar,Neimar,Đorđa Vajferta,Kuća,330,5+,555000
105,Beograd,Barajevo,Lisović,Ljube Stanisavljevića 8,Kuća,144,5+,41000
106,Beograd,Zvezdara,Vukov Spomenik,Ruzveltova,Kuća,26,1.0,33000
107,Beograd,Voždovac,Bioskop Voždovac,Esad Pašina,Kuća,86,3.0,110000
108,Beograd,Grocka,Vrčin,Kragujevački put VIII deo,Kuća,41,4.0,39000
109,Beograd,Voždovac,Lekino brdo,Todora Dukina,Kuća,68,2.0,120000
110,Beograd,Vračar,Neimar,Djordja Vajferta,Kuća,320,5+,550000
111,Beograd,Zvezdara,Mali Mokri Lug,7 JUla,Kuća,240,5+,85000
112,Beograd,Vračar,Neimar,Internacionalnih brigada,Kuća,510,5+,900000
113,Beograd,Voždovac,Vojvode Stepe,Boze Jankovica,Kuća,250,5+,495000
114,Beograd,Čukarica,Sremčica,Vestih pletilja,Kuća,123,4.0,59900
115,Beograd,Palilula,Višnjica,Branislava Stankovića,Kuća,123,4.0,83000
116,Beograd,Surčin,Surčin (mesto),Baštovanska,Kuća,300,5+,260000
117,Beograd,Zvezdara,Mali Mokri Lug,Ratka Pavlovića,Kuća,112,5.0,79000
118,Beograd,Obrenovac,Zabrežje,Aleksandra Ace Simovića,Kuća,60,4.5,25000
119,Beograd,Grocka,Kaluđerica,Đure Veselinovića,Kuća,165,5+,70000
120,Beograd,Voždovac,Konjarnik,Gorenjska,Kuća,500,5+,900000
121,Beograd,Palilula,Višnjička Banja,Romena Rolana,Kuća,160,1.0,240000
122,Beograd,Savski venac,Dedinje,Omladinska,Kuća,668,5+,950000
123,Beograd,Rakovica,Petlovo brdo, Djuje i Dragoljuba,Kuća,132,5+,94000
124,Beograd,Voždovac,Lekino brdo,Vojvode Toze,Kuća,240,5+,249000
125,Beograd,Palilula,Višnjica,Višnjička,Kuća,84,4.0,67800
126,Beograd,Voždovac,Voždovačka crkva,Kralja Vladimira,Kuća,154,5+,136000
127,Beograd,Zemun,Novi grad,Krajiška,Kuća,214,5+,200000
128,Beograd,Voždovac,Kumodraž,Gunjak,Kuća,303,5+,220000
129,Beograd,Voždovac,Kumodraž,Jorgovana,Kuća,445,5+,135000
130,Beograd,Zemun,Batajnica,Majora Zorana Radosavljevića,Kuća,200,5.0,150000
131,Beograd,Zemun,Centar,Aleksandra Dubčeka,Kuća,180,5.0,139000
132,Beograd,Voždovac,Kumodraška,ADMIRALA VUKOVICA,Kuća,500,5+,600000
133,Beograd,Voždovac,Kumodraška,ADMIRALA VUKOVICA,Kuća,200,5+,250000
134,Beograd,Zemun,Save Kovačevića,Pionirska,Kuća,300,5+,299900
135,Beograd,Surčin,Surčin (mesto),Jakovački kormadin,Kuća,245,5.0,125000
136,Beograd,Zemun,Muhar,Cara Dušana,Kuća,204,5.0,290000
137,Beograd,Voždovac,Banjica,Plitvicka,Kuća,100,3.0,100000
138,Beograd,Savski venac,Prokop,Prilepska,Kuća,400,5+,400000
139,Beograd,Čukarica,Bele vode,Zdravka Jovanovića,Kuća,206,5+,155011
140,Beograd,Savski venac,Centar,Omladinska,Kuća,723,5+,950011
141,Beograd,Savski venac,Dedinje,Vaska Pope,Kuća,352,5+,595011
142,Beograd,Voždovac,Kumodraž,Torlacki vis,Kuća,120,4.0,105000
143,Beograd,Savski venac,Dedinje,Mihaila Avramovica 48a,Kuća,850,3.0,1500000
144,Beograd,Palilula,Višnjička Banja,Dragana Maksimovića,Kuća,586,5+,230000
145,Beograd,Palilula,Borča,Mihaila Šolohova,Kuća,305,5+,255000
146,Beograd,Zemun,Galenika,Božice Divnić,Kuća,170,4.0,105000
147,Beograd,Zvezdara,Učiteljsko naselje,Pljevaljska,Kuća,225,3.0,159000
148,Beograd,Novi Beograd,Stara Bežanija,Vinogradska,Kuća,120,5+,30000
149,Beograd,Novi Beograd,Stara Bežanija,Vinogradska,Kuća,67,2.5,24000
150,Beograd,Voždovac,Saobraćajni fakultet,Kostolačka,Kuća,245,5+,500000
151,Beograd,Zemun,Novi grad,Atanasija Pulje,Kuća,140,5+,115000
152,Beograd,Voždovac,Medaković padina,Veselina Čajkanovića,Kuća,205,5+,145000
153,Beograd,Rakovica,Resnik,Sekiljevačka,Kuća,69,3.0,23000
154,Beograd,Zvezdara,Đeram pijaca,Preševska,Kuća,100,4.0,86000
155,Beograd,Zemun,Altina,Ugrinovački put,Kuća,250,4.0,89000
156,Beograd,Sopot,Mali Požarevac,Popajina,Kuća,120,4.0,30000
157,Beograd,Voždovac,Lekino brdo,Ljudevita Posavskog,Kuća,244,4.0,230000
158,Beograd,Savski venac,Dedinje,Sokobanjska,Kuća,165,5+,339000
159,Beograd,Novi Beograd,Bežanijska kosa 1,Gandijeva,Kuća,52,2.0,58000
160,Beograd,Zvezdara,Mali Mokri Lug,Ćuprijska,Kuća,88,3.0,85000
161,Beograd,Zemun,Novi grad,Filipa Kljajića,Kuća,69,3.0,68000
162,Beograd,Zemun,Batajnica,Vojvođanskih brigada,Kuća,260,5+,129000
163,Beograd,Rakovica,Skojevsko naselje,Godominska,Kuća,200,5+,99000
164,Beograd,Čukarica,Banovo brdo,Petra Lekovica,Kuća,570,5+,690000
165,Beograd,Palilula,Krnjača,Branka Momirova,Kuća,84,3.0,33000
166,Beograd,Palilula,Krnjača,Grge Andrijanovića II,Kuća,237,5+,155000
167,Beograd,Palilula,Višnjička Banja,Drvarske česme,Kuća,1.328,3.0,400000
168,Beograd,Zemun,Altina,Simeona Končarevića,Kuća,236,5.0,236000
169,Beograd,Savski venac,Dedinje,Mačkov Kamen,Kuća,491,3.0,1250000
170,Beograd,Rakovica,Petlovo brdo,Nićifora Ninkovića,Kuća,181,4.5,128900
171,Beograd,Voždovac,Medaković 1,Medakoviceva,Kuća,103,4.0,120000
172,Beograd,Savski venac,Senjak,Vase Pelagića,Kuća,450,5+,2200000
173,Beograd,Savski venac,Dedinje,Augusta Cesarca,Kuća,730,5+,1600000
174,Beograd,Voždovac,Jajinci,Bulevar oslobodjenja,Kuća,463,5+,270000
175,Beograd,Voždovac,Lekino brdo,Đorđa Kratovca,Kuća,195,5+,197000
176,Beograd,Rakovica,Resnik,Podavalska,Kuća,330,3.0,130000
177,Beograd,Zemun,Altina,Dragise Vasica,Kuća,175,5.0,138000
178,Beograd,Savski venac,Centar,Mokranjčeva,Kuća,62,2.5,240000
179,Beograd,Savski venac,Senjak,Drinicka,Kuća,800,5+,3000000
180,Beograd,Voždovac,Dušanovac,Đakona Avakuma,Kuća,230,5.0,165000
181,Beograd,Savski venac,Dedinje,Sokobanjska,Kuća,165,3.0,330000
182,Beograd,Voždovac,Voždovačka crkva,Podravska,Kuća,143,3.0,249900
183,Beograd,Zemun,Ćukovac,Vasilija Vasilijevića,Kuća,170,3.0,240000
184,Beograd,Zvezdara,Kluz,Kod Kluza,Kuća,180,3.0,90000
185,Beograd,Savski venac,Lisičji potok,Pivljanina Baje,Kuća,215,3.0,560000
186,Beograd,Zvezdara,Lipov lad,Pop Stojanova,Kuća,108,4.0,155000
187,Beograd,Voždovac,Kumodraška,Kumodraška,Kuća,39,1.5,100000
188,Beograd,Surčin,Surčin (mesto),VINOGRADSKA,Kuća,350,5+,68000
189,Beograd,Savski venac,Senjak,Kozjačka ,Kuća,185,5.0,375000
190,Beograd,Novi Beograd,Stara Bežanija,VINOGRADSKA,Kuća,845,5+,400000
191,Beograd,Zvezdara,Kluz,Ilindenska,Kuća,60,2.0,95000
192,Beograd,Barajevo,Meljak,Ibarski put 94a,Kuća,210,3.0,39000
193,Beograd,Voždovac,Jajinci,Milutina Miljkovića,Kuća,180,5+,99900
194,Beograd,Voždovac,Pinosava,6 Nova,Kuća,77,3.0,42000
195,Beograd,Čukarica,Banovo brdo,Udbinska,Kuća,400,5+,420000
196,Beograd,Zemun,Altina,Zire Adamović,Kuća,240,3.0,169000
197,Beograd,Sopot,Avala,Kragujevački put,Kuća,240,4.0,129000
198,Beograd,Voždovac,Jajinci,Bulevar JNA,Kuća,280,5+,140000
199,Beograd,Zemun,Centar,Majakovskog,Kuća,310,5+,354000
200,Beograd,Palilula,Krnjača,Partizanski blok,Kuća,250,5+,160000
201,Beograd,Surčin,Progar,Pere Kojadinovića,Kuća,139,4.0,35000
202,Beograd,Surčin,Surčin (mesto),Ilirska,Kuća,330,5+,185000
203,Beograd,Surčin,Surčin (mesto),Koste Abrasevica,Kuća,270,5+,175000
204,Beograd,Zvezdara,Zvezdarska šuma,Volgina,Kuća,794,5+,1300000
205,Beograd,Palilula,Kotež,Zrenjaninski put,Kuća,130,3.0,100000
206,Beograd,Novi Beograd,Bežanijska kosa 1,Dr. Teodora Borockog,Kuća,200,5+,260000
207,Beograd,Grocka,Vinča,Radmile Vukićević,Kuća,66,2.5,29500
208,Beograd,Zemun,Centar,Oračka,Kuća,123,3.5,113000
209,Beograd,Voždovac,Jajinci,Milutina Miljkovića,Kuća,310,5+,330000
210,Beograd,Mladenovac,Vlaška,Preseke  ,Kuća,95,5.0,20000
211,Beograd,Zemun,Gardoš,Grobljanska,Kuća,130,3.0,137000
212,Beograd,Voždovac,Autokomanda,Milovana Marinkovića,Kuća,400,5+,650000
213,Beograd,Voždovac,Jajinci,Bulevar JNA,Kuća,33,2.0,55000
214,Beograd,Voždovac,Kumodraž,Oktobarska,Kuća,144,5+,215000
215,Beograd,Zvezdara,Kluz,Bulevar kralja Aleksandra,Kuća,124,3.0,250000
216,Beograd,Voždovac,Lekino brdo,Garibaldijeva,Kuća,61,2.0,65000
217,Beograd,Vračar,Crveni krst,Vilovskog,Kuća,151,3.0,160000
218,Beograd,Grocka,Vrčin,Neznanog junaka,Kuća,150,3.0,95000
219,Beograd,Grocka,Kaluđerica,Mihaila Pupina,Kuća,250,5+,120000
220,Beograd,Palilula,Višnjička Banja,Romena Rolana,Kuća,196,5+,200000
221,Beograd,Čukarica,Sremčica,Trebeška,Kuća,380,5+,170000
222,Beograd,Palilula,Borča,Dragutina Zapljanica ,Kuća,60,2.0,52000
223,Beograd,Voždovac,Jajinci,Milivoja Živanovića,Kuća,193,3.0,184000
224,Beograd,Stari grad,Studentski trg,Gospodar Jovanova,Kuća,438,5+,545000
225,Beograd,Zemun,Novi grad,Živka Petrovića,Kuća,181,5+,180000
226,Beograd,Vračar,Južni bulevar,Vojvode Tankosića,Kuća,169,5.0,270000
227,Beograd,Voždovac,Konjarnik,Mikenska,Kuća,186,5.0,159000
228,Beograd,Voždovac,Dušanovac,Petra Gvojića,Kuća,104,4.0,103000
229,Beograd,Zemun,Gornji grad,Ugrinovačka,Kuća,370,5+,260000
230,Beograd,Surčin,Surčin (mesto),Sterijina,Kuća,134,4.0,85000
231,Beograd,Voždovac,Šuplja stena,Kosmajska,Kuća,310,3.0,330000
232,Beograd,Rakovica,Miljakovac,Miljakovačke staze,Kuća,150,3.0,115000
233,Beograd,Voždovac,Jajinci,Voje Radica,Kuća,193,5+,139000
234,Beograd,Savski venac,Dedinje,Mladena Stojanovica ,Kuća,337,5+,2000000
235,Beograd,Voždovac,Jajinci,Liksuri,Kuća,475,5.0,290000
236,Beograd,Čukarica,Sremčica,Stublinska,Kuća,170,5+,135000
237,Beograd,Novi Beograd,Ledine,Timočke bune,Kuća,40,1.0,55000
238,Beograd,Zemun,Altina,VOJNI PUT,Kuća,300,5+,181000
239,Beograd,Savski venac,Dedinje,Tolstojeva,Kuća,400,5+,1700000
240,Beograd,Voždovac,Vitanovačka,Vitanovačka,Kuća,150,5.0,240000
241,Beograd,Novi Beograd,Bežanijska kosa 1,Dr. Teodora Borockog,Kuća,99,4.0,185000
242,Beograd,Zemun,Prvomajska,Prvomajska,Kuća,136,4.0,138000
243,Beograd,Rakovica,Petlovo brdo,Omladinsko šetalište,Kuća,56,3.0,58000
244,Beograd,Novi Beograd,Ledine,Vinogradska,Kuća,320,3.0,100000
245,Beograd,Palilula,Borča,1401. Nova,Kuća,145,3.0,145000
246,Beograd,Voždovac,Beli potok,General Ždanova,Kuća,250,3.0,135000
247,Beograd,Rakovica,Petlovo brdo,Miladina Petrovića,Kuća,118,5+,135000
248,Beograd,Voždovac,Konjarnik,Pešterska,Kuća,90,3.0,60000
249,Beograd,Palilula,Borča,Zrenjaninski put,Kuća,340,5+,100000
250,Beograd,Palilula,Borča,Sedmog jula,Kuća,180,3.0,70000
251,Beograd,Zemun,Altina,Vojni put,Kuća,300,5+,185000
252,Beograd,Zvezdara,Zvezdara 2,MITE RUŽIĆA,Kuća,285,5+,279000
253,Beograd,Grocka,Vrčin,Oblakovska,Kuća,180,2.0,85000
254,Beograd,Sopot,Mali Popović,Janka Sekulića,Kuća,120,3.0,22000
255,Beograd,Zemun,Gardoš,Stara,Kuća,174,5+,225000
256,Beograd,Savski venac,Dedinje,Drajzerova,Kuća,120,3.0,550000
257,Beograd,Zemun,Novi grad,Branka Plećaša,Kuća,130,5.0,95000
258,Beograd,Palilula,Borča,Hopovska,Kuća,106,4.0,112500
259,Beograd,Čukarica,Banovo brdo,Izvorska,Kuća,120,5+,150000
260,Beograd,Voždovac,Medaković padina,Veselina Čajkanovića,Kuća,205,5+,135000
261,Beograd,Voždovac,Medaković padina,Krivošijska,Kuća,318,5+,290000
262,Beograd,Voždovac,Jajinci,Zorice Bozovic,Kuća,540,5+,705000
263,Beograd,Barajevo,Barajevo (mesto),Svetosavska,Kuća,90,5+,27000
264,Beograd,Zemun,Kalvarija,Karla Soprana,Kuća,220,5+,280000
265,Beograd,Zvezdara,Mirijevo,Matice srpske,Kuća,110,4.0,105000
266,Beograd,Palilula,Višnjica,Maršala Tita,Kuća,215,3.0,178000
267,Beograd,Voždovac,Dušanovac,Vojvode Skopljanca,Kuća,91,4.0,175000
268,Beograd,Zvezdara,Olimp,Milana Rakica,Kuća,360,5+,450000
269,Beograd,Zvezdara,Zvezdarska šuma,Duvanjska,Kuća,260,3.0,330000
270,Beograd,Voždovac,Lekino brdo,Tomazeova,Kuća,136,3.0,90000
271,Beograd,Voždovac,Medaković padina,Rastislava Marića,Kuća,400,3.0,320000
272,Beograd,Savski venac,Senjak,Andre Nikolića,Kuća,142,3.0,350000
273,Beograd,Čukarica,Bele vode,Belo vrelo,Kuća,119,3.0,125000
274,Beograd,Voždovac,Kumodraž,Donja ,Kuća,200,5+,100000
275,Beograd,Voždovac,Kumodraž,oktobarska,Kuća,200,5+,150000
276,Beograd,Savski venac,Dedinje,Sime Lozanića,Kuća,548,5+,940000
277,Beograd,Savski venac,Prokop,Dobropoljska,Kuća,204,5+,240000
278,Beograd,Zemun,Novi grad,Prvomajska,Kuća,120,5+,85000
279,Beograd,Zvezdara,Severni bulevar,Nerodimska,Kuća,250,5+,280000
280,Beograd,Vračar,Hram svetog Save,Dubljanska,Kuća,70,2.5,90000
281,Beograd,Zemun,Batajnica,Kralja Radoslava,Kuća,160,5+,135000
282,Beograd,Rakovica,Vidikovac,Pilota Mihaila Petrovića,Kuća,100,3.0,150000
283,Beograd,Savski venac,Dedinje,Velisava Vulovića,Kuća,940,5+,1400000
284,Beograd,Zvezdara,Mali Mokri Lug,Jablanička,Kuća,140,5+,55000
285,Beograd,Zemun,Gornji grad,Pregrevica,Kuća,420,5+,990000
286,Beograd,Zvezdara,Zvezdarska šuma,Neretvanska,Kuća,100,3.0,88000
287,Beograd,Zvezdara,Olimp,Bulevar kralja Aleksandra,Kuća,70,2.5,73000
288,Beograd,Palilula,Borča,Mitra Trifunovića Uče,Kuća,100,3.0,47500
289,Beograd,Palilula,Kotež,Olge Jovičić,Kuća,64,2.0,26000
290,Beograd,Voždovac,Centar,Porodice Trajković,Kuća,162,4.0,125011
291,Beograd,Voždovac,Kumodraž,Kruzna,Kuća,61,2.5,66000
292,Beograd,Čukarica,Sremčica,Pivljanska,Kuća,144,4.0,115000
293,Beograd,Savski venac,Senjak,Drvarska,Kuća,237,5+,380000
294,Beograd,Čukarica,Umka,Dan Borca,Kuća,120,3.0,55000
295,Beograd,Novi Beograd,Ledine,Surcinska,Kuća,290,5+,135000
296,Beograd,Voždovac,Šumice,Mihaila Đurića,Kuća,112,5.0,125000
297,Beograd,Voždovac,Jajinci,Dugo polje,Kuća,450,5+,359000
298,Beograd,Barajevo,Guncati,Mike Ćurčića,Kuća,160,5.0,80000
299,Beograd,Savski venac,Dedinje,Užička,Kuća,1.210,5+,2500000
300,Beograd,Surčin,Surčin (mesto),Baštovanska,Kuća,200,5.0,93000
301,Beograd,Grocka,Boleč,Tase Živančevića,Kuća,180,4.0,72900
302,Beograd,Palilula,Profesorska kolonija,Ljubomira Stojanovića,Kuća,315,5+,590000
303,Beograd,Obrenovac,Mala Moštanica,Drenjanski kraj,Kuća,130,3.0,39000
304,Beograd,Savski venac,Dedinje,S.Zivanovic,Kuća,200,4.5,699900
305,Beograd,Novi Beograd,Bežanijska kosa 1,Teodora Borockog,Kuća,220,4.5,295900
306,Beograd,Zemun,Altina,Dobanovački put,Kuća,360,5+,275000
307,Beograd,Zemun,Altina,Ugrinovacki put,Kuća,393,3.0,299900
308,Beograd,Zvezdara,Veliki Mokri Lug,Nikole Grulovica 59j,Kuća,200,5+,45000
309,Beograd,Zemun,Batajnica,Temerinska,Kuća,126,5+,80000
310,Beograd,Zemun,Save Kovačevića,Mica Radakovica,Kuća,260,5+,250000
311,Beograd,Voždovac,Kumodraž,Jorgovana 28,Kuća,280,3.0,195000
312,Beograd,Zemun,Batajnica,Male međe 33. nova,Kuća,120,3.0,60000
313,Beograd,Savski venac,Senjak,Drinićka,Kuća,800,5+,3000000
314,Beograd,Čukarica,Julino brdo,Katarine Bogdanovic,Kuća,180,5+,88000
315,Beograd,Zemun,Gornji grad,Pregrevica,Kuća,82,2.0,275000
316,Beograd,Zvezdara,Bulevar kralja Aleksandra,Bulevar kralja Aleksandra,Kuća,250,3.0,265000
317,Beograd,Savski venac,Sarajevska,Birčaninova,Kuća,43,2.0,44000
318,Beograd,Lazarevac,Vrbovno,Novogradska,Kuća,115,5+,16000
319,Beograd,Obrenovac,Mislođin,Bacevicka 49,Kuća,130,2.5,19999
320,Beograd,Palilula,Karaburma,Dragoslava Srejovića,Kuća,232,5+,188000
321,Beograd,Zvezdara,Cvetkova pijaca,Dr Vladana Đorđevića,Kuća,126,5+,199000
322,Beograd,Voždovac,Centar,Admirala Vukovića,Kuća,50,2.0,75000
323,Beograd,Voždovac,Braće Jerković,Dimitrija Marinkovića,Kuća,170,5.0,159000
324,Beograd,Čukarica,Železnik,Učitelja Mihailovića,Kuća,295,5+,247000
325,Beograd,Rakovica,Miljakovac,Miljakovačke staze,Kuća,150,5.0,115000
326,Beograd,Voždovac,Saobraćajni fakultet,Đure Mađerčića,Kuća,200,3.0,180000
