,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena
1486,Beograd,Opština Čukarica,Banovo brdo,Blagoja Parovića,Stan,47.0,2.0,EG,4,6,55000.0
1487,Beograd,Opština Voždovac,Lekino brdo,Bačvanska,Stan,53.0,2.0,CG,6,12,74000.0
1488,Beograd,Opština Zemun,Batajnica,Bihacka,Stan,59.0,2.0,CG,3,4,44000.0
1489,Beograd,Opština Palilula,Centar,Bulevar despota Stefana,Stan,40.0,1.0,CG,5,8,66900.0
1490,Beograd,Opština Zvezdara,Dimitrija Tucovića,Dimitrija Tucovica,Stan,51.0,2.0,CG,1,6,82000.0
1491,Beograd,Opština Palilula,Višnjica,Dečja,Stan,32.0,1.5,EG,VPR,3,27200.0
1492,Beograd,Opština Novi Beograd,YUBC,Bulevar Mihajla Pupina,Stan,204.0,4.5,CG,1,6,299000.0
1493,Beograd,Opština Rakovica,Skojevsko naselje,Luke Vojvodića,Stan,39.0,1.5,CG,1,2,56000.0
1494,Beograd,Opština Stari grad,Skupština,Palmotićeva,Stan,77.0,3.0,CG,5,6,150000.0
1495,Beograd,Opština Zemun,Altina,Ugrinovački put,Stan,67.0,2.0,EG,4,4,44000.0
1496,Beograd,Opština Voždovac,Autokomanda,Ranka Tajsića,Stan,42.0,2.0,EG,VPR,3,71400.0
1497,Beograd,Opština Čukarica,Filmski grad,Ratka Mitrovića,Stan,69.0,2.5,Gas,3,5,79500.0
1498,Beograd,Opština Novi Beograd,Dr Ivana Ribara,Dr Ivana Ribara,Stan,84.0,3.5,CG,3,5,89000.0
1499,Beograd,Opština Zvezdara,Lipov lad,Ulcinjska 15,Stan,60.0,2.5,CG,4,7,97900.0
1500,Beograd,Opština Voždovac,Braće Jerković,Vojvode Vlahovića,Stan,29.0,0.5,EG,2,3,31000.0
1501,Beograd,Opština Novi Beograd,Blok 33,Narodnih heroja,Stan,69.0,2.0,CG,3,30,72000.0
1502,Beograd,Opština Novi Beograd,Blok 29,Bulevar Umetnosti,Stan,96.0,4.0,CG,3,7,122000.0
1503,Beograd,Opština Palilula,Borča,Bele Bartoka,Stan,75.0,3.0,CG,1,3,68000.0
1504,Beograd,Opština Zvezdara,Mirijevo,Dragoslava Djordjevica Gose 14b,Stan,56.0,2.5,Norveški radijatori,1,5,54000.0
1505,Beograd,Opština Novi Beograd,Dr Ivana Ribara,Dr Ivana Ribara,Stan,45.0,1.5,CG,VPR,6,51000.0
1506,Beograd,Opština Palilula,Borča,Hopovska,Stan,37.0,1.0,CG,3,4,32500.0
1507,Beograd,Opština Vračar,Kalenić pijaca,Golsvordijeva,Stan,77.0,3.0,CG,5,7,178000.0
1508,Beograd,Opština Rakovica,Labudovo brdo,Sretena Mladenovića Mike,Stan,66.0,2.5,CG,3,4,59000.0
1509,Beograd,Opština Voždovac,Braće Jerković,Zaplanjska,Stan,48.0,2.0,EG,1,1,41000.0
1510,Beograd,Opština Voždovac,Braće Jerković,Pive Karamatijevića,Stan,49.0,2.0,EG,3,4,49000.0
1511,Beograd,Opština Zvezdara,Gradska bolnica,Đoke Vojvodića,Stan,51.0,2.0,CG,1,3,71000.0
1512,Beograd,Opština Voždovac,Dušanovac,Djordja Kratovca,Stan,16.0,0.5,TA,PR,1,17000.0
1513,Beograd,Opština Voždovac,Konjarnik,Milića Rakića,Stan,57.0,2.5,CG,3,11,63000.0
1514,Beograd,Opština Palilula,Višnjička Banja,Višnjički venac,Stan,41.0,1.5,CG,PR,4,45500.0
1515,Beograd,Opština Zvezdara,Gradska bolnica,Preševska,Stan,100.0,3.5,CG,PR,5,92000.0
1516,Beograd,Opština Palilula,Karaburma,Drenovačka,Stan,46.0,2.0,CG,7,12,46000.0
1517,Beograd,Opština Čukarica,Železnik,Vlade Aksentijevića,Stan,75.0,2.5,TA,VPR,4,57000.0
1518,Beograd,Opština Zemun,Zemun polje,franje krca 11445,Stan,45.0,2.0,EG,PR,1,28500.0
1519,Beograd,Opština Palilula,Borča,Bele Bartoka,Stan,75.0,3.0,CG,3,4,63000.0
1520,Beograd,Opština Stari grad,Centar,Resavska,Stan,120.0,3.0,TA,5,5,180000.0
1521,Beograd,Opština Vračar,Kalenić pijaca,Mutapova,Stan,75.0,3.0,CG,VPR,4,140000.0
1522,Beograd,Opština Zvezdara,Gradska bolnica,Čingrijina,Stan,28.0,1.0,TA,PR,1,32000.0
1523,Beograd,Opština Rakovica,Labudovo brdo,11. krajiške divizije,Stan,50.0,2.5,Gas,1,4,45000.0
1524,Beograd,Opština Palilula,Botanička bašta,Bulevar Despota Stefana,Stan,78.0,3.0,CG,3,12,97000.0
1525,Beograd,Opština Savski venac,Ekonomski fakultet,KAMENIČKA,Stan,60.0,2.0,Norveški radijatori,3,4,117000.0
1526,Beograd,Opština Vračar,Kalenić pijaca,Golsvordijeva,Stan,77.0,3.0,CG,6,7,155000.0
1527,Beograd,Opština Rakovica,Resnik,Saše Filipovića,Stan,84.0,3.0,CG,3,4,60000.0
1528,Beograd,Opština Voždovac,Autokomanda,Jove Ilića,Stan,50.0,2.0,TA,PR,1,65000.0
1529,Beograd,Opština Zemun,Cara Dušana,pregrevica,Stan,92.0,3.0,TA,3,4,102000.0
1530,Beograd,Opština Rakovica,Resnik,Milene Pavlović Barili,Stan,88.0,4.0,CG,3,4,63000.0
1531,Beograd,Opština Zvezdara,Mirijevo,Mihaila Bulgakova,Stan,29.0,1.5,EG,2,4,32000.0
1532,Beograd,Opština Voždovac,Braće Jerković,Vojvode Vlahović,Stan,39.0,1.5,Gas,VPR,3,38000.0
1533,Beograd,Opština Zvezdara,Mirijevo,Šejkina,Stan,48.0,2.0,EG,3,3,40000.0
1534,Beograd,Opština Zemun,Centar,Kapetana Radića Petrovića,Stan,44.0,2.5,EG,PR,4,48000.0
1535,Beograd,Opština Novi Beograd,Blok 63,Gandijeva,Stan,61.0,2.0,CG,3,4,78500.0
1536,Beograd,Opština Novi Beograd,Blok 62,Dušana Vukasovića,Stan,73.0,2.5,CG,PR,13,77000.0
1537,Beograd,Opština Rakovica,Centar,Pilota Mihaila Petrovića,Stan,68.0,2.5,TA,4,5,53000.0
1538,Beograd,Opština Zvezdara,Denkova bašta,Vojislava Ilića,Stan,47.0,2.0,CG,5,6,93000.0
1539,Beograd,Opština Vračar,Kalenić pijaca,KNEGINJE ZORKE,Stan,94.0,4.0,CG,PR,4,175000.0
1540,Beograd,Opština Voždovac,FON - Bilećka,Vojvode Stepe,Stan,92.0,4.0,CG,7,12,125000.0
1541,Beograd,Opština Čukarica,Cerak,Savnicka,Stan,90.0,3.5,TA,2,2,75000.0
1542,Beograd,Opština Vračar,Hram svetog Save,Mačvanska,Stan,142.0,3.0,CG,4,5,300000.0
1543,Beograd,Opština Čukarica,Čukarička padina,Lazarevački drum,Stan,76.0,3.0,CG,6,7,73000.0
1544,Beograd,Opština Vračar,Kalenić pijaca,Baba Višnjina,Stan,92.0,3.5,EG,2,4,186000.0
1545,Beograd,Opština Novi Beograd,Blok 62,JURIJA GAGARINA,Stan,41.0,1.5,CG,16,19,53000.0
1546,Beograd,Opština Stari grad,Dorćol,Skender Begova,Stan,74.0,2.5,TA,1,1,97000.0
1547,Beograd,Opština Zvezdara,Vukov Spomenik,Držićeva,Stan,82.0,2.5,EG,2,3,136000.0
1548,Beograd,Opština Zvezdara,Lion,Preševska,Stan,100.0,4.0,CG,2,4,180000.0
1549,Beograd,Opština Zvezdara,Đeram pijaca,Starca Vujadina,Stan,64.0,2.5,CG,PR,6,110000.0
1550,Beograd,Opština Voždovac,FON - Bilećka,Nikšićka,Stan,45.0,1.5,TA,5,6,57000.0
1551,Beograd,Opština Palilula,Višnjička Banja,Višnjički Venac,Stan,70.0,2.5,CG,1,3,71900.0
1552,Beograd,Opština Voždovac,Kumodraška,Kumodraška,Stan,38.0,1.5,EG,PSUT,3,38000.0
1553,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevar kralja Aleksandra,Stan,56.0,2.5,CG,7,12,59000.0
1554,Beograd,Opština Rakovica,Miljakovac,Stanka Paunovića Veljka,Stan,36.0,1.5,CG,4,4,37000.0
1555,Beograd,Opština Stari grad,Centar,KOSOVSKA,Stan,136.0,4.5,CG,3,4,250000.0
1556,Beograd,Opština Zemun,Retenzija,Jovana Miodragovića,Stan,54.0,2.0,CG,7,9,76500.0
1557,Beograd,Opština Čukarica,Cerak vinogradi,Crvenih hrastova,Stan,65.0,2.5,CG,1,6,68500.0
1558,Beograd,Opština Voždovac,Voždovačka crkva,Vojvode Stepe,Stan,135.0,4.0,CG,14,22,114900.0
1559,Beograd,Opština Zemun,Novi grad,Krajiška,Stan,78.0,3.0,EG,1,2,80000.0
1560,Beograd,Opština Novi Beograd,Stari Merkator,Bulevar Mihaila Pupina,Stan,40.0,2.0,CG,11,14,59000.0
1561,Beograd,Opština Stari grad,Skupština,Vlajkovićeva,Stan,75.0,3.0,EG,VPR,3,135000.0
1562,Beograd,Opština Novi Beograd,YUBC,Bulevar Mihaila Pupina,Stan,109.0,3.0,CG,5,6,248990.0
1563,Beograd,Opština Zvezdara,Slavujev venac,Mariborska,Stan,55.0,2.5,CG,2,3,90700.0
1564,Beograd,Opština Zemun,Retenzija,Jovana Miodragovića,Stan,92.0,3.5,CG,7,9,134900.0
1565,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),Gandijeva,Stan,75.0,2.5,CG,PR,8,90000.0
1566,Beograd,Opština Zemun,Centar,Dragana Rakića,Stan,52.0,3.0,CG,PSUT,5,55800.0
1567,Beograd,Opština Vračar,Hram svetog Save,gastona gravijea,Stan,47.0,2.0,CG,PSUT,2,65000.0
1568,Beograd,Opština Stari grad,Centar,Kralja Milana,Stan,118.0,3.5,CG,2,5,530000.0
1569,Beograd,Opština Novi Beograd,Blok 22,Bulevar Arsenija Čarnojevića,Stan,75.0,3.0,CG,3,7,90000.0
1570,Beograd,Opština Stari grad,Bajlonijeva pijaca,Drinčićeva,Stan,130.0,5.0,EG,PR,1,400000.0
1571,Beograd,Opština Rakovica,Centar,Snezane Hrepevnik,Stan,42.0,1.5,CG,2,4,40000.0
1572,Beograd,Opština Savski venac,Centar,Svetozara Markovića,Stan,50.0,2.0,TA,VPR,6,96000.0
1573,Beograd,Opština Zvezdara,Lipov lad,Vranjska,Stan,86.0,4.0,CG,VPR,12,109000.0
1574,Beograd,Opština Novi Beograd,Fontana,Bulevar Zorana Djindjića,Stan,81.0,3.0,CG,1,8,102000.0
1575,Beograd,Opština Voždovac,Hotel M,Strazilovska,Stan,120.0,3.0,CG,VPR,4,211000.0
1576,Beograd,Opština Vračar,Crveni krst,Sazonova,Stan,90.0,3.0,CG,PR,5,148500.0
1577,Beograd,Opština Palilula,Karaburma,Salvadora Aljendea,Stan,54.0,2.0,EG,4,4,44000.0
1578,Beograd,Opština Čukarica,Žarkovo,Trgovačka,Stan,23.0,0.5,Gas,5,6,28000.0
1579,Beograd,Opština Voždovac,Lekino brdo,Đorđa Kratovca,Stan,51.0,2.5,CG,1,4,80000.0
1580,Beograd,Opština Rakovica,Miljakovac,Borska,Stan,36.0,2.0,TA,3,3,39000.0
1581,Beograd,Opština Stari grad,Knez Mihailova,Zmaj Jovina ,Stan,159.0,5+,CG,2,5,413400.0
1582,Beograd,Opština Zvezdara,Zeleno brdo,Lošinjska donja,Stan,42.0,1.5,EG,3,3,41000.0
1583,Beograd,Opština Zvezdara,Mirijevo,Vitezova Karađorđeve Zvezde,Stan,45.0,2.0,EG,2,3,47000.0
1584,Beograd,Opština Novi Beograd,Dr Ivana Ribara,Dr. Ivana Ribara,Stan,85.0,3.0,CG,6,7,86900.0
1585,Beograd,Opština Stari grad,Dorćol,Strahinjića Bana,Stan,158.0,5.0,CG,7,7,320000.0
1586,Beograd,Opština Voždovac,Braće Jerković,Zaplanjska,Stan,28.0,0.5,EG,PR,1,19000.0
1587,Beograd,Opština Vračar,Južni bulevar,Južni bulevar,Stan,55.0,2.0,CG,8,8,76000.0
1588,Beograd,Opština Voždovac,Bioskop Voždovac,Bože Jankovića,Stan,77.0,3.0,Gas,1,1,137000.0
1589,Beograd,Opština Palilula,Karaburma,Husinskih rudara,Stan,49.0,2.0,TA,4,4,49000.0
1590,Beograd,Opština Vračar,Crveni krst,Sazonova,Stan,42.0,1.5,CG,PR,5,70500.0
1591,Beograd,Opština Zvezdara,Mirijevo,Ljubiše Miodragovića,Stan,47.0,2.0,CG,2,3,45000.0
1592,Beograd,Opština Novi Beograd,Blok 70a,Omladinskih brigada,Stan,115.0,3.5,CG,8,8,130000.0
1593,Beograd,Opština Novi Beograd,Blok 29,Bulevar Umetnosti,Stan,96.0,4.0,CG,3,7,122000.0
1594,Beograd,Opština Palilula,Karaburma,Ćustendilska,Stan,56.0,2.5,TA,PR,2,38000.0
1595,Beograd,Opština Zemun,Zemun polje,franje krca 11445,Stan,45.0,2.0,EG,PR,1,28500.0
1596,Beograd,Opština Zvezdara,Mirijevo,ZAGRAĐE BR.2,Stan,68.0,2.0,EG,3,3,52000.0
1597,Beograd,Opština Voždovac,Braće Jerković,Braće Jerković,Stan,61.0,2.0,TA,VPR,5,53000.0
1598,Beograd,Opština Rakovica,Labudovo brdo,Serdar Janka Vukotića,Stan,84.0,3.0,CG,PR,10,61900.0
1599,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),Gandijeva,Stan,66.0,2.0,CG,2,7,82000.0
1600,Beograd,Opština Zvezdara,Lion,Bulevar kralja Aleksandra,Stan,70.0,2.5,CG,5,5,89000.0
1601,Beograd,Opština Voždovac,Autokomanda,Ljutice Bogdana,Stan,79.0,3.5,CG,8,10,108000.0
1602,Beograd,Opština Novi Beograd,Hotel Jugoslavija,Aleksinačkih rudara ,Stan,48.0,2.0,CG,4,4,72000.0
1603,Beograd,Opština Vračar,Hram svetog Save,Makenzijeva,Stan,100.0,4.0,CG,1,7,200000.0
1604,Beograd,Opština Zvezdara,Mirijevo,Mihajila Bulgakova,Stan,79.0,3.0,EG,1,3,77000.0
1605,Beograd,Opština Zemun,Novi grad,Senjska,Stan,37.0,1.0,TA,PR,1,31000.0
1606,Beograd,Opština Novi Beograd,Hotel Jugoslavija,Bulevar Nikole Tesle,Stan,36.0,1.5,CG,VPR,5,57000.0
1607,Beograd,Opština Stari grad,Dorćol,Kneginje Ljubice,Stan,102.0,4.0,CG,5,5,170000.0
1608,Beograd,Opština Palilula,Profesorska kolonija,draze pavlovica,Stan,47.0,2.0,CG,3,5,84900.0
1609,Beograd,Opština Voždovac,Braće Jerković,Braće Jerković,Stan,40.0,1.0,TA,2,4,47000.0
1610,Beograd,Opština Savski venac,Dedinje,Veljka Lukića Kurjaka,Stan,116.0,4.0,CG,2,2,300000.0
1611,Beograd,Opština Savski venac,Centar,Kneza Miloša,Stan,111.0,3.0,CG,3,4,175000.0
1612,Beograd,Opština Rakovica,Vidikovac,Patrijarha Joanikija,Stan,87.0,3.5,CG,9,13,78000.0
1613,Beograd,Opština Novi Beograd,Blok 38,Omladinskih brigada,Stan,77.0,2.5,CG,4,4,90000.0
1614,Beograd,Opština Zvezdara,Gradska bolnica,Čingrijina,Stan,80.0,3.0,EG,1,4,130000.0
1615,Beograd,Opština Voždovac,Lekino brdo,Belička,Stan,46.0,1.5,EG,1,3,80300.0
1616,Beograd,Opština Savski venac,Karađorđeva,Karađorđeva,Stan,85.0,3.5,TA,4,6,109000.0
1617,Beograd,Opština Palilula,Borča,Sonje Marinković,Stan,55.0,2.0,CG,1,5,40000.0
1618,Beograd,Opština Palilula,Padinska skela,Padinska Skela,Stan,44.0,2.0,TA,5,5,22000.0
1619,Beograd,Opština Palilula,Karaburma,Husinskih rudara,Stan,42.0,2.0,EG,VPR,4,43000.0
1620,Beograd,Opština Savski venac,Resavska,Resavska,Stan,77.0,3.0,EG,4,6,125000.0
1621,Beograd,Opština Novi Beograd,Fontana,Studentska,Stan,83.0,4.0,CG,2,8,129990.0
1622,Beograd,Opština Palilula,Centar,Šajkaška,Stan,77.0,2.5,CG,9,11,89000.0
1623,Beograd,Opština Rakovica,Labudovo brdo,17. oktobra ,Stan,22.0,0.5,EG,1,4,23000.0
1624,Beograd,Opština Zemun,Save Kovačevića,Save Burića,Stan,70.0,2.5,CG,PR,11,66500.0
1625,Beograd,Opština Zvezdara,Vukov Spomenik,Sinđelićeva,Stan,70.0,2.5,CG,2,5,118000.0
1626,Beograd,Opština Voždovac,Lekino brdo,Cankareva,Stan,43.0,1.5,CG,3,4,60000.0
1627,Beograd,Opština Voždovac,Konjarnik,Ustanička,Stan,72.0,2.5,CG,2,5,79000.0
1628,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevar kralja Aleksandra,Stan,60.0,3.0,CG,4,5,80000.0
1629,Beograd,Opština Rakovica,Vidikovac,Vidikovacki venac,Stan,130.0,5.0,CG,7,8,115000.0
1630,Beograd,Opština Vračar,Neimar,Šumatovačka,Stan,63.0,2.5,CG,1,4,129000.0
1631,Beograd,Opština Zemun,Zemun polje,Martina Lutera Kinga,Stan,98.0,4.0,EG,2,2,57000.0
1632,Beograd,Opština Voždovac,Kumodraž,Božićna,Stan,49.0,2.0,EG,PR,3,36500.0
1633,Beograd,Opština Vračar,Cvetni trg,NJegoševa,Stan,90.0,3.5,CG,2,4,240000.0
1634,Beograd,Opština Savski venac,Gavrila Principa,Gavrila Principa,Stan,130.0,4.0,CG,4,7,117000.0
1635,Beograd,Opština Novi Beograd,Blok 70 (kineski tržni centar),Jurija Gagarina,Stan,40.0,1.5,CG,4,4,49900.0
1636,Beograd,Opština Rakovica,Kneževac,17 Oktobar ,Stan,30.0,1.5,EG,1,3,30000.0
1637,Beograd,Opština Zvezdara,Denkova bašta,Petra Škundrića,Stan,64.0,3.5,CG,2,4,88900.0
1638,Beograd,Opština Novi Beograd,Blok 64,Gandijeva,Stan,85.0,3.0,CG,5,7,88000.0
1639,Beograd,Opština Palilula,Karaburma,Čika Miše Đurića,Stan,39.0,1.5,TA,PR,2,22000.0
1640,Beograd,Opština Voždovac,Saobraćajni fakultet,V.STEPE,Stan,52.0,2.0,CG,3,14,65000.0
1641,Beograd,Opština Novi Beograd,Bežanijska kosa 2,Peđe Milosavljevića,Stan,80.0,2.5,CG,5,6,72500.0
1642,Beograd,Opština Novi Beograd,Blok 45 (TC Enjub),jurija gagarina,Stan,88.0,3.0,CG,6,13,83990.0
1643,Beograd,Opština Palilula,Centar,Bulevar despota Stefana,Stan,95.0,3.5,CG,8,9,130000.0
1644,Beograd,Opština Savski venac,Dedinje,Dr Milutina Ivkovića,Stan,103.0,3.5,CG,1,3,199000.0
1645,Beograd,Opština Voždovac,Braće Jerković,Meštrovićeva,Stan,77.0,3.0,TA,4,4,59000.0
1646,Beograd,Opština Zemun,Gardoš,Sibinjanin Janka,Stan,78.0,3.0,Podno,VPR,2,100000.0
1647,Beograd,Opština Zvezdara,Lipov lad,Ulcinjska,Stan,66.0,3.0,CG,1,4,112000.0
1648,Beograd,Opština Voždovac,Kumodraž,Vojvode Stepe,Stan,125.0,3.0,CG,4,5,95000.0
1649,Beograd,Opština Zemun,Zemun polje,Pavla Zarica,Stan,58.0,2.0,EG,2,2,42000.0
1650,Beograd,Opština Palilula,Karaburma,Mirijevski bulevar,Stan,55.0,2.0,TA,2,3,50000.0
1651,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevar kralja Aleksandra,Stan,82.0,2.5,CG,6,6,88900.0
1652,Beograd,Opština Zemun,Altina,Ugrinovački put,Stan,30.0,1.0,EG,2,3,28000.0
1653,Beograd,Opština Zemun,Gornji grad,Cara Dusana,Stan,120.0,3.0,EG,2,2,129000.0
1654,Beograd,Opština Palilula,Karaburma,Dr Đorđa Jovanovića,Stan,67.0,3.0,TA,4,5,57000.0
1655,Beograd,Opština Voždovac,Banjica,Crnotravska,Stan,120.0,4.0,CG,21,22,119000.0
1656,Beograd,Opština Zvezdara,Gradska bolnica,Vojvode Sime Popovića,Stan,50.0,2.0,TA,VPR,7,62000.0
1657,Beograd,Opština Novi Beograd,Blok 64,gandijeva,Stan,75.0,2.5,CG,4,9,75000.0
1658,Beograd,Opština Novi Beograd,Blok 29,Bulevar Arsenija Čarnojevića,Stan,98.0,3.0,CG,1,7,122000.0
1659,Beograd,Opština Voždovac,Konjarnik,Mihajla Todorovica,Stan,40.0,1.0,CG,2,4,52000.0
1660,Beograd,Opština Palilula,Karaburma,Mirijevski bulevar,Stan,57.0,2.5,TA,3,4,49900.0
1661,Beograd,Opština Zvezdara,Vukov Spomenik,Zahumska,Stan,61.0,2.5,CG,4,5,107747.0
1662,Beograd,Opština Novi Beograd,Blok 28,Milutina Milankovića,Stan,75.0,2.5,CG,10,17,75000.0
1663,Beograd,Opština Novi Beograd,YUBC,Bulevar Mihajla Pupina,Stan,204.0,4.5,CG,1,6,299000.0
1664,Beograd,Opština Čukarica,Banovo brdo,Kraljice Katarine,Stan,94.0,3.0,CG,3,4,89000.0
1665,Beograd,Opština Zemun,Gardoš,Sibinjanin Janka,Stan,30.0,1.0,Podno,PSUT,2,30000.0
1666,Beograd,Opština Palilula,Bulevar despota Stefana,Bulevar despota Stefana,Stan,35.0,1.0,CG,6,12,62500.0
1667,Beograd,Opština Novi Beograd,Bežanijska kosa 3,Vespučijeva,Stan,92.0,3.0,CG,1,5,90000.0
1668,Beograd,Opština Zemun,Centar,Cara Dušana,Stan,51.0,2.5,EG,1,4,69000.0
1669,Beograd,Opština Zvezdara,Olimp,Kisela voda,Stan,34.0,1.5,CG,3,4,44500.0
1670,Beograd,Opština Grocka,Kaluđerica,Zikice Jovanovica Spanca,Stan,28.0,2.0,Norveški radijatori,VPR,4,18000.0
1671,Beograd,Opština Zvezdara,Mirijevo,Šejkina,Stan,57.0,2.0,Gas,1,3,47000.0
1672,Beograd,Opština Palilula,Karaburma,Salvadora Aljendea,Stan,53.0,2.0,TA,3,3,45900.0
1673,Beograd,Opština Zvezdara,Vukov Spomenik,Ivankovačka,Stan,96.0,4.0,CG,3,5,189000.0
1674,Beograd,Opština Savski venac,Dedinje,Jezdićeva,Stan,70.0,3.5,Gas,VPR,2,175000.0
1675,Beograd,Opština Rakovica,Labudovo brdo,11.Krajiske divizije,Stan,86.0,3.5,CG,3,11,79900.0
1676,Beograd,Opština Novi Beograd,Arena,Bulevar Arsenija Čarnojevića,Stan,58.0,2.0,CG,1,6,85000.0
1677,Beograd,Opština Voždovac,Braće Jerković,Zaplanjska,Stan,69.0,2.5,CG,1,7,76900.0
1678,Beograd,Opština Vračar,Kalenić pijaca,Golsvordijeva,Stan,70.0,3.0,CG,6,7,140000.0
1679,Beograd,Opština Rakovica,Kanarevo brdo,Vukasovićeva,Stan,56.0,2.0,CG,1,4,53000.0
1680,Beograd,Opština Savski venac,Sarajevska,Sarajevska,Stan,73.0,3.0,CG,5,6,110000.0
1681,Beograd,Opština Zemun,Save Kovačevića,Sava Burića,Stan,62.0,2.0,CG,6,11,62000.0
1682,Beograd,Opština Stari grad,Obilićev venac,Maršala Birjuzova,Stan,66.0,3.0,CG,3,4,149000.0
1683,Beograd,Opština Palilula,Karaburma,Danteova,Stan,93.0,3.0,EG,1,1,119000.0
1684,Beograd,Opština Grocka,Vinča,Svetosavska,Stan,66.0,3.0,TA,1,3,46000.0
1685,Beograd,Opština Vračar,Kalenić pijaca,Golsvordijeva,Stan,77.0,3.0,CG,6,7,178000.0
1686,Beograd,Opština Zemun,Gornji grad,Laze Jovanovica Porcija,Stan,47.0,2.5,CG,PSUT,3,49000.0
1687,Beograd,Opština Palilula,Višnjička Banja,VISNJICKI VENAC,Stan,88.0,3.0,CG,3,4,83900.0
1688,Beograd,Opština Palilula,Palilulska pijaca,Dalmatinska,Stan,52.0,2.5,TA,PSUT,4,43000.0
1689,Beograd,Opština Voždovac,Braće Jerković,Vojvode Vlahovića,Stan,56.0,2.0,TA,PTK,3,39000.0
1690,Beograd,Opština Čukarica,Čukarička padina,Nikole Vučete,Stan,44.0,1.5,CG,4,7,48990.0
1691,Beograd,Opština Voždovac,Centar,Vojvode Stepe,Stan,65.0,2.0,CG,2,6,114400.0
1692,Beograd,Opština Obrenovac,Obrenovac (mesto),Nemanjina,Stan,84.0,3.0,CG,3,4,47000.0
1693,Beograd,Opština Čukarica,Golf,Zimonjićeca,Stan,143.0,5.0,CG,1,2,285000.0
1694,Beograd,Opština Voždovac,Konjarnik,Zidarska,Stan,73.0,3.0,CG,1,5,69900.0
1695,Beograd,Opština Zemun,Batajnica,Majora Zorana Radosavljevića,Stan,70.0,2.5,CG,1,5,57000.0
1696,Beograd,Opština Palilula,Borča,Ratnih vojnih invalida,Stan,56.0,2.0,CG,1,7,41000.0
1697,Beograd,Opština Vračar,Crveni krst,Timočka,Stan,102.0,3.0,CG,3,3,189000.0
1698,Beograd,Opština Voždovac,Konjarnik,Ustanicka,Stan,72.0,2.5,CG,1,5,95000.0
1699,Beograd,Opština Vračar,Crveni krst,Bregalnička,Stan,29.0,1.5,CG,PR,5,57500.0
1700,Beograd,Opština Novi Beograd,Bežanijska kosa 2,Pedje Milosavljevića,Stan,85.0,3.5,CG,PR,5,92990.0
1701,Beograd,Opština Stari grad,Centar,Palmotićeva,Stan,57.0,3.0,CG,5,6,150000.0
1702,Beograd,Opština Rakovica,Vidikovac,Vidikovacki venac,Stan,101.0,3.0,CG,3,4,86000.0
1703,Beograd,Opština Voždovac,Lekino brdo,Mitropolita Stratimirovića,Stan,103.0,4.0,EG,2,2,152000.0
1704,Beograd,Opština Voždovac,Šumice,Vladimira Tomanovića,Stan,72.0,2.5,CG,4,6,84000.0
1705,Beograd,Opština Novi Beograd,Blok 63,Nehruova,Stan,87.0,3.0,CG,14,16,73950.0
1706,Beograd,Opština Novi Beograd,Fontana,Studentska,Stan,47.0,1.5,CG,VPR,5,63000.0
1707,Beograd,Opština Stari grad,Dorćol,Pančićeva,Stan,64.0,2.0,CG,1,11,87000.0
1708,Beograd,Opština Novi Beograd,Paviljoni,Otona Župančiča,Stan,51.0,2.0,TA,5,6,51000.0
1709,Beograd,Opština Stari grad,Centar,Dositejeva,Stan,120.0,5+,TA,3,3,159000.0
1710,Beograd,Opština Zvezdara,Denkova bašta,Dr Velizara Kosanovića,Stan,60.0,1.5,CG,4,8,87000.0
1711,Beograd,Opština Rakovica,Petlovo brdo,Milorada Draškovića ,Stan,70.0,3.0,Gas,VPR,1,80000.0
1712,Beograd,Opština Vračar,Kalenić pijaca,Njegoševa,Stan,80.0,2.5,TA,2,4,135000.0
1713,Beograd,Opština Voždovac,Medaković 2,Mokroluška,Stan,53.0,2.0,CG,7,7,44000.0
1714,Beograd,Opština Zvezdara,Mali Mokri Lug,Bekerelova,Stan,51.0,1.5,EG,VPR,3,46000.0
1715,Beograd,Opština Rakovica,Vidikovac,Vidikovački venac,Stan,100.0,4.0,CG,4,8,95000.0
1716,Beograd,Opština Savski venac,Centar,Bulevar oslobođenja,Stan,130.0,5.0,TA,1,3,239000.0
1717,Beograd,Opština Vračar,Hram svetog Save,Katanićeva,Stan,85.0,3.0,CG,5,7,155000.0
1718,Beograd,Opština Zvezdara,Mirijevo,Mihaila Bulgakova,Stan,92.0,3.5,EG,PR,4,80000.0
1719,Beograd,Opština Palilula,Borča,Uzicka,Stan,41.0,1.5,Norveški radijatori,3,3,32000.0
1720,Beograd,Opština Novi Beograd,Blok 70 (kineski tržni centar),Jurija Gagarina,Stan,65.0,2.0,CG,13,15,69900.0
1721,Beograd,Opština Palilula,Hadžipopovac,Milana Tankosića,Stan,28.0,1.0,TA,PR,1,29500.0
1722,Beograd,Opština Vračar,Krunska,Kneginje Zorke,Stan,62.0,2.0,CG,6,6,110000.0
