,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena
0,Beograd,Opština Zemun,Prvomajska,Hercegovacka,Stan,93.0,3.0,TA,PR,1,80000.0
1,Beograd,Opština Novi Beograd,Stari Merkator,Bulevar M.Pupina,Stan,40.0,2.0,CG,6,13,65000.0
2,Beograd,Opština Vračar,Čubura,Šumatovačka,Stan,61.0,3.0,CG,1,6,85900.0
3,Beograd,Opština Voždovac,Naselje Stepa Stepanović,Generala Štefanika,Stan,65.0,2.0,CG,VPR,7,84500.0
4,Beograd,Opština Savski venac,Sajam,Bulevar vojvode Mišića,Stan,110.0,3.0,CG,5,8,119000.0
5,Beograd,Opština Novi Beograd,Bežanijska kosa 2,Raška Dimitrijevića,Stan,224.0,5+,CG,1,2,290000.0
6,Beograd,Opština Palilula,Karaburma,Srnetička,Stan,21.0,0.5,TA,4,5,21500.0
7,Beograd,Opština Savski venac,Klinički centar,Resavska,Stan,78.0,3.0,EG,4,6,125000.0
8,Beograd,Opština Čukarica,Banovo brdo,Žarka Vukovića Pucara,Stan,161.0,5.0,EG,3,3,200000.0
9,Beograd,Opština Rakovica,Centar,Pilota Mihaila Petrovića,Stan,55.0,2.0,CG,7,14,47000.0
10,Beograd,Opština Rakovica,Kneževac,Sedamnaestog oktobra,Stan,40.0,2.0,Gas,1,4,31000.0
11,Beograd,Opština Čukarica,Cerak,Bitoljska,Stan,91.0,3.0,CG,2,2,66000.0
12,Beograd,Opština Zemun,Altina,Dobanovački put IV deo,Stan,66.0,3.0,EG,VPR,2,55000.0
13,Beograd,Opština Novi Beograd,Blok 37,Milutina Milankovića,Stan,91.0,3.0,CG,8,9,90000.0
14,Beograd,Opština Palilula,Centar,Takovska,Stan,45.0,1.0,TA,7,7,60000.0
15,Beograd,Opština Stari grad,Centar,Dositejeva,Stan,120.0,5.0,EG,3,4,160000.0
16,Beograd,Opština Zvezdara,Cvetkova pijaca,Braće Miladinov,Stan,16.0,0.5,TA,VPR,4,19000.0
17,Beograd,Opština Palilula,Karaburma,Diljska,Stan,101.0,3.5,TA,2,2,85000.0
18,Beograd,Opština Novi Beograd,Blok 45 (TC Enjub),Jurija Gagarina,Stan,88.0,3.0,CG,4,15,91000.0
19,Beograd,Opština Zvezdara,Mirijevo,Šejkina,Stan,39.0,1.0,EG,PR,6,30600.0
20,Beograd,Opština Palilula,Borča,Ratnih Vojnih Invalida,Stan,51.0,2.0,CG,1,6,43500.0
21,Beograd,Opština Zemun,Altina,Hemingvejeva,Stan,40.0,1.0,TA,2,3,32000.0
22,Beograd,Opština Voždovac,Braće Jerković,Medakovic 3,Stan,46.0,2.5,EG,1,4,46000.0
23,Beograd,Opština Novi Beograd,Ledine,Beogradskih graditelja,Stan,50.0,2.5,EG,VPR,3,41500.0
24,Beograd,Opština Stari grad,Topličin venac,Toplicin venac,Stan,98.0,4.0,TA,6,6,196000.0
25,Beograd,Opština Voždovac,Dušanovac,Ustanička,Stan,81.0,4.0,CG,3,4,100000.0
26,Beograd,Opština Zvezdara,Vukov Spomenik,Držićeva,Stan,77.0,3.0,Kaljeva peć,3,4,136000.0
27,Beograd,Opština Voždovac,Šumice,Ljermontova,Stan,84.0,2.5,CG,6,7,96000.0
28,Beograd,Opština Rakovica,Centar,Marička,Stan,68.0,3.0,TA,3,3,65000.0
29,Beograd,Opština Čukarica,Julino brdo,Poručnika Spasića i Mašere,Stan,70.0,2.5,CG,10,14,66000.0
30,Beograd,Opština Novi Beograd,Blok 19a,Bulevar Arsenija Čarnojevića,Stan,132.0,4.5,CG,4,6,194000.0
31,Beograd,Opština Zvezdara,Veliki Mokri Lug,CVETANOVA CUPRIJA,Stan,40.0,1.5,EG,VPR,3,38500.0
32,Beograd,Opština Stari grad,Dorćol,Žorža Klemensoa,Stan,30.0,1.0,CG,2,6,79000.0
33,Beograd,Opština Voždovac,Saobraćajni fakultet,Ljuba Vučkovića,Stan,47.0,2.0,TA,4,4,49000.0
34,Beograd,Opština Čukarica,Žarkovo,Spasovdanska,Stan,59.0,2.5,CG,3,5,68000.0
35,Beograd,Opština Novi Beograd,Blok 23,Milutina Milankovića,Stan,73.0,3.0,CG,10,11,97000.0
36,Beograd,Opština Voždovac,Medaković padina,Veselina Cajkanovica,Stan,65.0,2.5,EG,2,3,49000.0
37,Beograd,Opština Voždovac,Lekino brdo,Strumička,Stan,28.0,0.5,CG,PR,3,57000.0
38,Beograd,Opština Stari grad,Centar,Maršala Birjuzova,Stan,39.0,1.0,CG,SUT,4,59000.0
39,Beograd,Opština Novi Beograd,YUBC,Bulevar Mihaila Pupina,Stan,313.0,5+,CG,6,6,350000.0
40,Beograd,Opština Rakovica,Vidikovac,Vidikovački venac,Stan,47.0,1.0,EG,7,10,41400.0
41,Beograd,Opština Čukarica,Banovo brdo,Blagoja Parovića,Stan,53.0,2.0,CG,5,5,48000.0
42,Beograd,Opština Stari grad,Bajlonijeva pijaca,Miće Popovića,Stan,39.0,1.5,EG,PR,4,52000.0
43,Beograd,Opština Zvezdara,Učiteljsko naselje,Učiteljska,Stan,120.0,4.0,EG,PR,3,150000.0
44,Beograd,Opština Vračar,Kalenić pijaca,Mutapova,Stan,75.0,3.0,CG,VPR,5,144900.0
45,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),Gandijeva,Stan,66.0,2.0,CG,2,6,82000.0
46,Beograd,Opština Čukarica,Čukarička padina,Stevana Đurđevića Trošarinca,Stan,52.0,2.0,CG,2,8,63000.0
47,Beograd,Opština Savski venac,Dedinje,Kronštatska,Stan,225.0,3.0,EG,3,4,295000.0
48,Beograd,Opština Voždovac,Lekino brdo,Belička,Stan,72.0,3.0,EG,3,3,115200.0
49,Beograd,Opština Voždovac,Braće Jerković,Ignjata Joba,Stan,54.0,2.0,CG,3,11,65000.0
50,Beograd,Opština Stari grad,Kralja Milana,Kralja Milana,Stan,156.0,4.0,CG,2,5,650000.0
51,Beograd,Opština Palilula,Krnjača,Olge Jovičić,Stan,45.0,2.5,TA,3,3,36500.0
52,Beograd,Opština Čukarica,Banovo brdo,Zrmanjska,Stan,89.0,3.5,CG,4,5,209000.0
53,Beograd,Opština Savski venac,Dedinje,LJUTICE BOGDANA,Stan,79.0,3.0,TA,VPR,1,97000.0
54,Beograd,Opština Voždovac,Autokomanda,Gornjacka,Stan,46.0,2.5,TA,1,2,50000.0
55,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),gandijeva,Stan,66.0,2.0,CG,4,6,79990.0
56,Beograd,Opština Novi Beograd,Blok 22,Bulevar Arsenija Čarnojevića,Stan,51.0,2.0,CG,1,6,85000.0
57,Beograd,Opština Zvezdara,Gradska bolnica,Ante Bogicevica,Stan,60.0,3.0,CG,PR,6,82000.0
58,Beograd,Opština Vračar,Pravni fakultet,Bulevar kralja Aleksandra,Stan,120.0,3.5,EG,4,5,289000.0
59,Beograd,Opština Vračar,Neimar,Nebojšina,Stan,98.0,4.0,CG,2,3,185000.0
60,Beograd,Opština Novi Beograd,Blok 38,Omladinskih brigada,Stan,75.0,2.5,CG,7,9,82000.0
61,Beograd,Opština Zvezdara,Mirijevo,ALEKSANDRA BELICA,Stan,72.0,2.5,CG,5,5,64900.0
62,Beograd,Opština Vračar,Crveni krst,Metohijska,Stan,110.0,4.0,CG,2,5,180000.0
63,Beograd,Opština Novi Beograd,Blok 64,Gandijeva,Stan,32.0,1.0,CG,3,5,54900.0
64,Beograd,Opština Zvezdara,Učiteljsko naselje,Živka Davidovića,Stan,48.0,2.0,CG,VPR,3,58900.0
65,Beograd,Opština Novi Beograd,Dr Ivana Ribara,Dr Ivana Ribara,Stan,84.0,3.5,CG,1,4,100000.0
66,Beograd,Opština Vračar,Crveni krst,Jovana Rajića,Stan,84.0,3.0,CG,PR,4,119900.0
67,Beograd,Opština Palilula,Kotež,Tjentiste,Stan,43.0,1.0,TA,2,2,28000.0
68,Beograd,Opština Zvezdara,Mirijevo,Ulofa Palmea,Stan,63.0,2.5,CG,3,4,75000.0
69,Beograd,Opština Vračar,Bulevar kralja Aleksandra,Prote Mateje,Stan,127.0,3.0,CG,6,7,239900.0
70,Beograd,Opština Voždovac,Braće Jerković,Zaplanjska,Stan,39.0,1.0,TA,2,4,44000.0
71,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,66.0,2.0,CG,13,17,65000.0
72,Beograd,Opština Vračar,Crveni krst,Jovana Rajica,Stan,89.0,3.5,CG,2,6,129000.0
73,Beograd,Opština Palilula,Kotež,Sutjeska 7,Stan,41.0,1.5,TA,2,3,34000.0
74,Beograd,Opština Rakovica,Labudovo brdo,Bubanjskih žrtava,Stan,64.0,3.0,TA,2,3,65000.0
75,Beograd,Opština Vračar,Kalenić pijaca,Koče kapetana,Stan,73.0,2.0,EG,1,3,165000.0
76,Beograd,Opština Zemun,Centar,Jovana Subotića,Stan,107.0,3.5,EG,3,4,128000.0
77,Beograd,Opština Vračar,Crveni krst,VELE NIGRINOVE,Stan,58.0,2.0,TA,1,3,83000.0
78,Beograd,Opština Rakovica,Skojevsko naselje,Luke Vojvodića,Stan,41.0,1.5,CG,9,10,44900.0
79,Beograd,Opština Zemun,Altina,Ugrinovački put,Stan,26.0,1.0,EG,PR,3,22500.0
80,Beograd,Opština Vračar,Crveni krst,Gruzanska,Stan,80.0,4.0,CG,5,7,145000.0
81,Beograd,Opština Novi Beograd,Blok 45 (TC Enjub),Jurija Gagarina,Stan,73.0,2.5,CG,VPR,15,75000.0
82,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevar kralja Aleksandra,Stan,67.0,3.0,CG,PR,5,79000.0
83,Beograd,Opština Zvezdara,Denkova bašta,Vojislava ilića,Stan,47.0,2.0,CG,5,6,93000.0
84,Beograd,Opština Palilula,Višnjička Banja,Slanački put,Stan,40.0,1.0,TA,PR,3,30000.0
85,Beograd,Opština Čukarica,Banovo brdo,Orfelinova,Stan,100.0,4.0,TA,1,1,129000.0
86,Beograd,Opština Rakovica,Stari Košutnjak,Srzenticeva,Stan,130.0,3.0,EG,3,3,120000.0
87,Beograd,Opština Zvezdara,Učiteljsko naselje,Vladimira Tomanovića,Stan,69.0,2.5,CG,4,6,82000.0
88,Beograd,Opština Zvezdara,Mirijevo,Save Kovačevića,Stan,70.0,3.0,Gas,3,3,65000.0
89,Beograd,Opština Stari grad,Atelje 212,Hiiandarska,Stan,75.0,3.0,CG,2,4,160000.0
90,Beograd,Opština Novi Beograd,Hotel Jugoslavija,aleksinackih rudara,Stan,57.0,2.0,CG,4,4,76990.0
91,Beograd,Opština Novi Beograd,Bežanijska kosa 2,Marka Celebonovica,Stan,82.0,3.0,CG,1,5,108000.0
92,Beograd,Opština Rakovica,Kneževac,Kneževačka,Stan,51.0,1.5,EG,PR,6,36000.0
93,Beograd,Opština Palilula,Cvijićeva,Bulevar despota Stefana,Stan,65.0,2.5,CG,7,9,102000.0
94,Beograd,Opština Stari grad,Terazije,Kralja Milana,Stan,61.0,2.0,CG,6,8,119900.0
95,Beograd,Opština Voždovac,Braće Jerković,BRACE JERKOVIC,Stan,62.0,2.0,CG,1,11,63000.0
96,Beograd,Opština Vračar,Hram svetog Save,Sokolska,Stan,125.0,5+,CG,2,2,255000.0
97,Beograd,Opština Zvezdara,Mirijevo,Matice srpske,Stan,60.0,2.0,CG,3,9,57000.0
98,Beograd,Opština Voždovac,Autokomanda,Triše Kaclerovića,Stan,71.0,3.0,CG,2,6,93000.0
99,Beograd,Opština Palilula,Karaburma,Mirijevski Bulevar,Stan,20.0,0.5,TA,VPR,4,28000.0
100,Beograd,Opština Zemun,Kej,Karađorđeva,Stan,87.0,3.0,CG,12,20,92000.0
101,Beograd,Opština Vračar,Pravni fakultet,Patrijarha Gavrila,Stan,117.0,4.5,CG,3,6,255000.0
102,Beograd,Opština Palilula,Kotež,Kalovita,Stan,51.0,2.5,EG,1,2,41000.0
103,Beograd,Opština Vračar,Crveni krst,Svetomira Nikolajevića,Stan,50.0,2.0,CG,VPR,5,75000.0
104,Beograd,Opština Palilula,Kotež,kalovita,Stan,21.0,1.0,EG,1,4,20000.0
105,Beograd,Opština Vračar,Neimar,Mihaila Gavrilovića,Stan,91.0,4.0,CG,2,5,209300.0
106,Beograd,Opština Vračar,Bulevar kralja Aleksandra,Niška,Stan,47.0,2.5,CG,3,8,105000.0
107,Beograd,Opština Vračar,Crveni krst,Gajeva,Stan,120.0,4.0,CG,5,5,330000.0
108,Beograd,Opština Čukarica,Banovo brdo,Orfelinova,Stan,93.0,3.0,Gas,1,2,162000.0
109,Beograd,Opština Vračar,Krunska,Smiljanićeva,Stan,54.0,2.0,CG,2,4,103000.0
110,Beograd,Opština Zemun,Save Kovačevića,Novogradska,Stan,80.0,3.0,CG,4,4,72900.0
111,Beograd,Opština Novi Beograd,Bežanijska kosa 3,Nedeljka Gvozdenovića,Stan,86.0,3.0,CG,2,5,103000.0
112,Beograd,Opština Zvezdara,Mirijevo,Dragoslava Srejovića,Stan,44.0,2.0,Norveški radijatori,3,3,40000.0
113,Beograd,Opština Zvezdara,Mirijevo,Jovanke Radaković,Stan,40.0,1.5,EG,2,3,34500.0
114,Beograd,Opština Palilula,Borča Greda,Hopovska,Stan,66.0,3.0,CG,4,4,38000.0
115,Beograd,Opština Čukarica,Železnik,STJEPANA SUPANCA,Stan,60.0,2.0,CG,7,9,46000.0
116,Beograd,Opština Rakovica,Vidikovac,Vidikovački venac,Stan,92.0,4.0,EG,7,10,81880.0
117,Beograd,Opština Voždovac,Konjarnik,Danice Marković,Stan,48.0,1.0,CG,2,4,55000.0
118,Beograd,Opština Čukarica,Filmski grad,Arhimadrita Zelića,Stan,86.0,3.5,CG,PR,3,105000.0
119,Beograd,Opština Zvezdara,Denkova bašta,Mis Irbijeve,Stan,65.2,3.0,CG,1,5,89500.0
120,Beograd,Opština Grocka,Leštane,Naselje Elektroistok,Stan,68.0,3.0,EG,1,2,34000.0
121,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar Zorana Đinđića,Stan,56.0,2.0,CG,3,8,81500.0
122,Beograd,Opština Vračar,Crveni krst,Vojislava Ilica,Stan,35.0,1.0,CG,VPR,5,45000.0
123,Beograd,Opština Savski venac,Centar,Gavrila Principa,Stan,141.0,5.0,TA,3,4,190000.0
124,Beograd,Opština Voždovac,Lekino brdo,Matavuljeva,Stan,47.0,2.0,CG,2,3,80000.0
125,Beograd,Opština Čukarica,Banovo brdo,Orfelinova,Stan,93.0,3.0,EG,1,3,162000.0
126,Beograd,Opština Novi Beograd,Paviljoni,Sremskih odreda,Stan,40.0,1.5,CG,6,6,66500.0
127,Beograd,Opština Novi Beograd,Stari Merkator,Džona Kenedija,Stan,72.0,3.0,CG,2,7,159500.0
128,Beograd,Opština Rakovica,Miljakovac,Borska,Stan,37.0,1.0,CG,3,5,37000.0
129,Beograd,Opština Zvezdara,Mirijevo,GRGE JANKESA,Stan,60.0,2.0,CG,2,9,54400.0
130,Beograd,Opština Voždovac,Konjarnik,Zidarska,Stan,56.0,2.0,CG,PR,4,53000.0
131,Beograd,Opština Voždovac,Medaković 3,Braće Srnić,Stan,55.0,2.0,CG,VPR,6,57000.0
132,Beograd,Opština Novi Beograd,Fontana,Loznička,Stan,66.0,2.5,CG,2,6,88000.0
133,Beograd,Opština Voždovac,Šumice,Gospodara Vučića,Stan,66.0,3.0,EG,1,5,95000.0
134,Beograd,Opština Zemun,Centar,Glavna,Stan,62.0,2.5,TA,1,2,65500.0
135,Beograd,Opština Novi Beograd,Ledine,Surčinska ,Stan,28.0,0.5,EG,3,3,23000.0
136,Beograd,Opština Zemun,Gornji grad,Senjska,Stan,37.0,1.5,TA,1,1,34900.0
137,Beograd,Opština Stari grad,Knez Mihailova,Vase Čarapića,Stan,87.0,3.0,TA,1,5,189000.0
138,Beograd,Opština Zvezdara,Mirijevo,Koste Nađa,Stan,32.0,1.5,CG,PR,4,25500.0
139,Beograd,Opština Zvezdara,Zvezdarska padina,Živka Davidovića,Stan,32.0,1.0,CG,3,5,55633.0
140,Beograd,Opština Čukarica,Banovo brdo,Osiječka,Stan,72.0,3.0,CG,PR,3,102500.0
141,Beograd,Opština Vračar,Kalenić pijaca,Niška,Stan,91.0,3.0,CG,5,6,145000.0
142,Beograd,Opština Rakovica,Centar,Pilota Mihajla Petrovica,Stan,52.0,2.0,TA,1,6,48000.0
143,Beograd,Opština Vračar,Crveni krst,Timocka,Stan,92.0,3.0,EG,VPR,3,190000.0
144,Beograd,Opština Novi Beograd,Blok 61,Dr.Ivana Ribara,Stan,65.0,2.0,CG,2,13,75000.0
145,Beograd,Opština Stari grad,Centar,Generala Lešjanina,Stan,189.0,5+,CG,1,2,539000.0
146,Beograd,Opština Čukarica,Filmski grad,Ratka Mitrovića,Stan,69.0,2.5,CG,2,5,79500.0
147,Beograd,Opština Palilula,Tašmajdan,Vladetina,Stan,146.0,5.0,CG,PR,6,199000.0
148,Beograd,Opština Palilula,Mašinski fakultet,Vladetina,Stan,32.0,1.5,CG,5,5,55000.0
149,Beograd,Opština Palilula,Višnjička Banja,Draginje Adamović 8i,Stan,49.08,2.5,EG,3,4,43700.0
150,Beograd,Opština Palilula,Karaburma,Pera Cetkovica 49,Stan,52.0,2.0,TA,VPR,4,50000.0
151,Beograd,Opština Čukarica,Golf,Diplomatsko naselje,Stan,202.0,3.0,Gas,4,4,195000.0
152,Beograd,Opština Zvezdara,Gradska bolnica,Dimitrija Tucovića,Stan,63.0,2.5,EG,7,8,88200.0
153,Beograd,Opština Palilula,Centar,Cvijićeva,Stan,52.0,2.0,CG,3,5,84000.0
154,Beograd,Opština Zemun,Batajnica,Pećinačka,Stan,88.0,4.0,CG,PR,1,66000.0
155,Beograd,Opština Voždovac,Darvinova pošta,Ljuba Vučkovića,Stan,98.0,3.5,EG,4,5,89900.0
156,Beograd,Opština Voždovac,Braće Jerković,Braće Jerković,Stan,54.0,1.5,EG,VPR,4,57900.0
157,Beograd,Opština Zemun,Gornji grad,rade končat 51,Stan,80.0,3.0,EG,4,4,75000.0
158,Beograd,Opština Novi Beograd,Ledine,Vladimira Pogacica,Stan,75.0,2.5,EG,2,4,65000.0
159,Beograd,Opština Voždovac,Medaković 3,CVETANOVA CUPRIJA ,Stan,38.0,1.5,EG,2,4,36500.0
160,Beograd,Opština Rakovica,Kanarevo brdo,Borska,Stan,50.0,1.5,CG,3,9,46000.0
161,Beograd,Opština Novi Beograd,Ledine,Univerzijade,Stan,60.0,2.5,EG,2,3,55000.0
162,Beograd,Opština Palilula,Karaburma,Mirijevski bulevar,Stan,57.0,2.5,TA,3,4,52000.0
163,Beograd,Opština Zemun,Centar,Jovana Subotića,Stan,160.0,3.5,EG,2,2,159900.0
164,Beograd,Opština Rakovica,Kanarevo brdo,6. Ličke divizije,Stan,96.0,3.0,EG,1,2,85000.0
165,Beograd,Opština Voždovac,Banjica,Paunova,Stan,72.0,3.0,CG,3,5,75500.0
166,Beograd,Opština Rakovica,Petlovo brdo,Oplenačka,Stan,42.0,1.5,EG,PR,4,33900.0
167,Beograd,Opština Rakovica,Kanarevo brdo,Ivana Mičurina,Stan,52.0,2.0,CG,PR,4,46900.0
168,Beograd,Opština Zvezdara,Bulbulder,Stjepana Ljubiše,Stan,48.0,2.0,TA,2,4,63000.0
169,Beograd,Opština Palilula,Cvijićeva,Draže Pavlovića,Stan,56.0,2.0,CG,4,5,83000.0
170,Beograd,Opština Palilula,Botanička bašta,Takovska,Stan,338.0,5+,CG,7,7,700000.0
171,Beograd,Opština Novi Beograd,Bežanijska kosa 2,Peđe Milosavljevića,Stan,92.0,4.0,CG,2,6,131000.0
172,Beograd,Opština Novi Beograd,Fontana,Omladinskih brigada,Stan,66.0,3.0,CG,4,8,89000.0
173,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,75.0,2.5,CG,7,11,80500.0
174,Beograd,Opština Voždovac,Jove Ilića,Jove Ilica,Stan,135.0,3.0,CG,3,4,230000.0
175,Beograd,Opština Novi Beograd,Blok 70 (kineski tržni centar),Jurija Gagarina,Stan,80.0,3.0,CG,VPR,15,92500.0
176,Beograd,Opština Voždovac,Braće Jerković,Braće Jerković,Stan,52.0,2.0,EG,1,4,59000.0
177,Beograd,Opština Rakovica,Miljakovac,Bojana Đordumovića,Stan,36.0,1.5,Gas,3,3,36000.0
178,Beograd,Opština Novi Beograd,Fontana,Pariske komune,Stan,56.0,2.0,CG,5,8,74500.0
179,Beograd,Opština Vračar,Čubura,Mačvanska ,Stan,144.0,4.0,EG,4,4,431910.0
180,Beograd,Opština Voždovac,Banjica,Bulevar oslobođenja,Stan,78.0,3.0,CG,VPR,4,84000.0
181,Beograd,Opština Rakovica,Kanarevo brdo,Vukasoviceva,Stan,65.0,2.5,CG,3,5,62000.0
182,Beograd,Opština Zemun,Batajnica,Vojvodjanskih brigada,Stan,49.0,2.0,TA,VPR,1,31900.0
183,Beograd,Opština Novi Beograd,Blok 61,Jurija Gagarina,Stan,76.0,3.5,CG,5,11,76000.0
184,Beograd,Opština Stari grad,Bajlonijeva pijaca,Cara Dusana,Stan,112.0,3.5,EG,4,4,160000.0
185,Beograd,Opština Čukarica,Cerak vinogradi,Cerski venac,Stan,62.0,2.5,CG,3,3,65000.0
186,Beograd,Opština Vračar,Hram svetog Save,Hadzi Melentijeva,Stan,69.0,3.0,CG,4,6,114000.0
187,Beograd,Opština Rakovica,Miljakovac,Nikole Marakovića,Stan,60.0,2.0,CG,2,5,49500.0
188,Beograd,Opština Novi Beograd,Bežanijska kosa 2,Peđe Milosavljevića,Stan,92.0,3.5,CG,2,6,131000.0
189,Beograd,Opština Stari grad,Obilićev venac,Maršala Birjuzova,Stan,80.0,3.0,TA,2,3,144000.0
190,Beograd,Opština Novi Beograd,Blok 28,Bulevar Milutina Milankovića,Stan,59.0,2.0,CG,4,5,75000.0
191,Beograd,Opština Palilula,Karaburma,Marijane Gregoran,Stan,46.0,2.5,CG,VPR,3,47000.0
192,Beograd,Opština Čukarica,Banovo brdo,Požeška,Stan,49.0,1.5,CG,5,6,68000.0
193,Beograd,Opština Čukarica,Filmski grad,Miloja Zakica,Stan,72.0,3.0,CG,4,4,63000.0
194,Beograd,Opština Novi Beograd,Blok 63,Nehruova,Stan,87.0,3.0,CG,14,18,73950.0
195,Beograd,Opština Čukarica,Julino brdo,Dušana Vlajića,Stan,39.0,1.5,CG,VPR,3,38990.0
196,Beograd,Opština Zvezdara,Vukov Spomenik,Zahumska,Stan,40.0,1.0,EG,PR,2,48000.0
197,Beograd,Opština Zvezdara,Lion,Bulevar Kralja Aleksandra,Stan,69.0,3.0,TA,3,5,109000.0
198,Beograd,Opština Novi Beograd,Bežanijska kosa 3,Matije Vukovića,Stan,64.0,2.0,CG,PR,5,71000.0
199,Beograd,Opština Novi Beograd,Ledine,Surčinska,Stan,47.0,1.5,EG,PR,3,38200.0
200,Beograd,Opština Zvezdara,Mirijevo,Zorana Radmilovića,Stan,37.0,1.0,CG,4,6,36000.0
201,Beograd,Opština Rakovica,Centar,Pilota Mihaila Petrovića ,Stan,56.0,2.0,TA,1,4,51500.0
202,Beograd,Opština Vračar,Kalenić pijaca,Molerova,Stan,46.0,1.5,EG,PR,4,85000.0
203,Beograd,Opština Zvezdara,Mirijevo,Ljubiše Miodragovića,Stan,60.0,2.5,CG,1,4,62000.0
204,Beograd,Opština Palilula,Palilulska pijaca,27.marta,Stan,70.0,3.0,CG,3,16,109000.0
205,Beograd,Opština Vračar,Kalenić pijaca,Golsvorijeva,Stan,70.0,3.0,CG,6,7,133000.0
206,Beograd,Opština Palilula,Karaburma,Pera Ćetkovića,Stan,43.0,2.0,TA,PR,2,39900.0
207,Beograd,Opština Vračar,Crveni krst,Cerska,Stan,80.0,4.0,CG,VPR,3,125000.0
208,Beograd,Opština Rakovica,Centar,Starca Milije,Stan,58.0,2.0,CG,3,4,65000.0
209,Beograd,Opština Savski venac,Senjak,Bul.Vojvode Mišića,Stan,52.0,2.0,CG,8,12,60500.0
210,Beograd,Opština Rakovica,Kanarevo brdo,Petra Konjovića,Stan,39.0,0.5,CG,4,4,32000.0
211,Beograd,Opština Zvezdara,Gradska bolnica,Dimitrija Tucovića,Stan,52.0,2.0,EG,6,8,72800.0
212,Beograd,Opština Zvezdara,Mirijevo,Mirijevski Venac,Stan,59.0,2.0,CG,6,7,51000.0
213,Beograd,Opština Rakovica,Miljakovac,Stevana Opačića,Stan,40.0,1.0,CG,5,5,37000.0
214,Beograd,Opština Voždovac,Medaković 2,Rastka Petrovića ,Stan,96.0,3.0,CG,5,6,65000.0
215,Beograd,Opština Novi Beograd,Blok 19a,Vladimira Popovića,Stan,89.0,3.5,CG,3,6,120000.0
216,Beograd,Opština Palilula,Centar,Bulevar Despota Stefana,Stan,39.0,1.0,EG,2,5,67000.0
217,Beograd,Opština Voždovac,Braće Jerković,Braće Jerković,Stan,61.0,2.0,CG,7,11,52000.0
218,Beograd,Opština Vračar,Južni bulevar,Juzni Bulevar,Stan,52.0,2.5,CG,11,12,70000.0
219,Beograd,Opština Čukarica,Banovo brdo,Orfelinova,Stan,44.0,1.5,TA,PR,1,59000.0
220,Beograd,Opština Vračar,Kalenić pijaca,Mileševska,Stan,76.0,3.5,CG,2,5,240000.0
221,Beograd,Opština Zvezdara,Slavujev venac,Mariborska,Stan,87.0,4.0,CG,4,5,142700.0
222,Beograd,Opština Zvezdara,Mirijevo,Vojina Đurašinovića - Kostje,Stan,62.0,2.5,CG,3,4,61000.0
223,Beograd,Opština Voždovac,Lekino brdo,Debarska,Stan,52.0,2.5,EG,PR,3,82900.0
224,Beograd,Opština Voždovac,Centar,Bilećka,Stan,43.0,1.5,CG,1,4,59000.0
225,Beograd,Opština Vračar,Hram svetog Save,Stojana Protića,Stan,27.22,1.0,TA,PR,3,49000.0
226,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar Zorana Djindjica,Stan,76.0,3.0,CG,PR,6,93000.0
227,Beograd,Opština Vračar,Hram svetog Save,Braničevska,Stan,92.0,4.0,CG,VPR,3,495000.0
228,Beograd,Opština Zemun,Centar,22.oktobra,Stan,76.0,3.0,TA,3,3,96000.0
229,Beograd,Opština Zvezdara,Mirijevo,Dragoslava Srejovića,Stan,52.0,2.5,Norveški radijatori,1,3,50000.0
230,Beograd,Opština Čukarica,Banovo brdo,Orfelinova,Stan,89.0,4.0,EG,1,3,156000.0
231,Beograd,Opština Savski venac,Dedinje,Teodora Drajzera,Stan,63.0,2.0,CG,VPR,1,96000.0
232,Beograd,Opština Voždovac,Lekino brdo,Maksima Gorkog,Stan,75.0,3.0,CG,4,4,120000.0
233,Beograd,Opština Palilula,Karaburma,Dr Đorđa Joanovića,Stan,51.0,2.0,TA,2,4,52000.0
234,Beograd,Opština Novi Beograd,Blok 62,Jurija Gagarina,Stan,80.0,3.0,CG,14,15,70000.0
235,Beograd,Opština Stari grad,Dorćol,Dositejeva,Stan,113.0,4.0,CG,4,5,209000.0
236,Beograd,Opština Zvezdara,Đeram pijaca,banjska ,Stan,65.0,2.5,EG,3,5,79500.0
237,Beograd,Opština Rakovica,Stari Košutnjak,Pere Velimirovića,Stan,86.0,3.5,CG,5,6,89900.0
238,Beograd,Opština Vračar,Neimar,Gospodara Vucica,Stan,51.0,2.5,CG,3,3,91900.0
239,Beograd,Opština Voždovac,Konjarnik,Begejska,Stan,49.0,1.5,CG,1,4,65000.0
240,Beograd,Opština Zvezdara,Rudo, Olge Alkalaj,Stan,36.0,1.0,CG,2,11,41000.0
241,Beograd,Opština Palilula,Bogoslovija,Visnjicka,Stan,105.0,4.0,EG,2,4,139000.0
