,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Cena
10574,Beograd,Zemun,Ba?ki Ilovik,Sremskih boraca,Stan,84.0,3.0,92000.0
10575,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,70.0,2.5,75900.0
10576,Beograd,Savski venac,Sarajevska,Sarajevska,Stan,90.0,2.0,190000.0
10577,Beograd,Zvezdara,Mirijevo,Matice srpske,Stan,69.0,2.5,58000.0
10578,Beograd,Novi Beograd,Bežanijska kosa 2,Pe?e Milosavljevi?a,Stan,92.0,4.0,110000.0
10579,Beograd,Stari grad,Dor?ol,Dositejeva,Stan,82.0,3.5,180000.0
10580,Beograd,?ukarica,Bele vode,Bele vode,Stan,32.0,1.0,28000.0
10581,Beograd,Palilula,Karaburma,Stevana Dukica,Stan,48.0,2.0,43500.0
10582,Beograd,Palilula,Bor?a,Sonje Marinkovi?,Stan,57.0,2.0,49000.0
10583,Beograd,Zemun,Prvomajska,Prvomajska,Stan,75.0,2.5,81000.0
10584,Beograd,Vra?ar,Krunska,Molerova,Stan,71.0,2.5,130000.0
10585,Beograd,Savski venac,Kneza Miloša,Resavska,Stan,78.0,3.0,130000.0
10586,Beograd,Zvezdara,Mirijevo,Dragoslava Srejovi?a,Stan,51.0,2.5,57000.0
10587,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,59.0,2.0,65000.0
10588,Beograd,Vra?ar,Beogradska,Beogradska,Stan,60.0,2.5,99000.0
10589,Beograd,Palilula,Hadžipopovac,Nikodima Milaša,Stan,63.0,2.5,86000.0
10590,Beograd,Zvezdara,Severni bulevar,Veljka Dugoševi?a,Stan,36.0,2.0,44900.0
10591,Beograd,Rakovica,Kneževac,ulica 21 kneževac,Stan,43.0,2.0,41000.0
10592,Beograd,Voždovac,Medakovi? 2,Radovana Simi?a CIge,Stan,23.0,0.5,31500.0
10593,Beograd,Vra?ar,Cvetni trg,Kralja Milutina,Stan,126.0,5.0,214000.0
10594,Beograd,Stari grad,Kosan?i?ev venac,Maršala Birjuzova,Stan,42.0,1.5,69000.0
10595,Beograd,?ukarica,Cerak,VASILIJA IVANOVI?A,Stan,65.0,2.5,69500.0
10596,Beograd,Zvezdara,Cvetanova ?uprija,morinjska,Stan,40.0,2.0,42000.0
10597,Beograd,Zemun,Galenika,Svetozara Papi?a,Stan,44.0,1.0,51500.0
10598,Beograd,Novi Beograd,YUBC, Bulevar Mihaila Pupina,Stan,116.0,5.0,275000.0
10599,Beograd,Stari grad,Centar,Carice Milice,Stan,95.0,4.0,200000.0
10600,Beograd,Zemun,Zemun polje,Franje Krca,Stan,51.0,2.5,24500.0
10601,Beograd,Voždovac,Banjica,PAUNOVA,Stan,77.0,3.0,77500.0
10602,Beograd,Vra?ar,Slavija,Deligradska,Stan,78.0,3.5,131000.0
10603,Beograd,Rakovica,Petlovo brdo,OMLADINSKO SETALISTE,Stan,66.0,2.0,58000.0
10604,Beograd,Novi Beograd,Blok 62,Jurija Gagarina,Stan,111.0,4.0,137000.0
10605,Beograd,Zvezdara,Mirijevo,Matice Srpske,Stan,66.0,3.0,66000.0
10606,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,65.0,2.0,57000.0
10607,Beograd,Zvezdara,Kluz,Vladimira Gortana,Stan,26.0,0.5,36000.0
10608,Beograd,Voždovac,Bioskop Voždovac,Borisavljeviceva,Stan,66.0,3.0,128000.0
10609,Beograd,Savski venac,Senjak,Bul.Vojvode Miši?a,Stan,52.0,2.0,60500.0
10610,Beograd,Vra?ar,Kaleni? pijaca,Cara Nikolaja II,Stan,78.0,3.0,170000.0
10611,Beograd,Vra?ar,Hram svetog Save,MACVANSKA,Stan,34.0,0.5,93500.0
10612,Beograd,Zvezdara,Bulevar kralja Aleksandra,Bulevasr kralja Aleksandra,Stan,45.0,3.0,45000.0
10613,Beograd,Stari grad,Dor?ol,Džordža Vašingtona,Stan,55.0,2.0,47000.0
10614,Beograd,Voždovac,Banjica,BASTOVANSKA,Stan,47.0,2.0,44000.0
10615,Beograd,Voždovac,Autokomanda,JOVE ILI?A,Stan,140.0,5.0,229900.0
10616,Beograd,Rakovica,Stari Košutnjak,MATIJE GUPCA,Stan,55.0,2.0,48000.0
10617,Beograd,Stari grad,Dor?ol,Kneginje Ljubice,Stan,190.0,3.0,250000.0
10618,Beograd,Vra?ar,Hram svetog Save,Katani?eva,Stan,85.0,3.0,155000.0
10619,Beograd,Stari grad,Dor?ol,BRACE BARUH,Stan,21.0,1.0,38000.0
10620,Beograd,?ukarica,Banovo brdo,Lješka,Stan,23.0,0.5,33000.0
10621,Beograd,?ukarica,Žarkovo,Bra?e Vu?kovi?,Stan,64.0,2.5,53000.0
10622,Beograd,Novi Beograd,Blok 45 (TC Enjub),Jurija Gagarina,Stan,47.0,1.0,66000.0
10623,Beograd,Zemun,Novi grad,Novogradska,Stan,21.0,0.5,21000.0
10624,Beograd,Novi Beograd,Blok 45 (TC Enjub),Jurija Gagarina,Stan,88.0,2.5,84900.0
10625,Beograd,Vra?ar,Crveni krst,Kajmak?alanska,Stan,81.0,3.0,148000.0
10626,Beograd,Novi Beograd,Blok 61,Dr Ivana Ribara,Stan,75.0,3.5,97900.0
10627,Beograd,Novi Beograd,Blok 23,Milutina Milankovica,Stan,65.0,2.5,94900.0
10628,Beograd,Zvezdara,Mirijevo,Rudija Cajaveca,Stan,57.0,2.5,60000.0
10629,Beograd,Voždovac,Lekino brdo,VOJVODE PRIJEZDE,Stan,58.0,2.5,92800.0
10630,Beograd,Voždovac,Banjica,Bulevar Oslobo?enja,Stan,77.0,3.0,85000.0
10631,Beograd,Voždovac,Hotel M,Kapetana Zavisica,Stan,60.0,3.0,125000.0
10632,Beograd,Stari grad,Trg Republike,Skadarska,Stan,83.0,3.5,169500.0
10633,Beograd,Vra?ar,Hram svetog Save,STOJANA PROTICA,Stan,126.0,4.0,315000.0
10634,Beograd,Vra?ar,Neimar,Maksim Gorki,Stan,85.0,3.5,155000.0
10635,Beograd,Zvezdara,Mirijevo,Rudi ?ajevac,Stan,47.0,2.0,49900.0
10636,Beograd,Zvezdara,Mirijevo,Mirka Banjevi?a,Stan,72.0,3.0,71000.0
10637,Beograd,Vra?ar,Hram svetog Save,Grani?arska,Stan,125.0,4.0,185000.0
10638,Beograd,?ukarica,Banovo brdo,Zrmanjska,Stan,30.0,1.0,39000.0
10639,Beograd,Vra?ar,Kaleni? pijaca,Hadži Prodanova,Stan,35.0,1.5,68000.0
10640,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,66.0,2.0,55000.0
10641,Beograd,Voždovac,Saobra?ajni fakultet,Milana Raspopovi?a,Stan,44.0,1.5,52900.0
10642,Beograd,Zvezdara,Kluz,Koste Trifkovi?a,Stan,36.0,2.0,46000.0
10643,Beograd,Novi Beograd,Bežanijska kosa 2,Ismeta Mujezinovi?a,Stan,67.0,2.0,74000.0
10644,Beograd,Voždovac,Medakovi? 3,Bra?e Srni?,Stan,65.0,2.5,74000.0
10645,Beograd,Zvezdara,Mirijevo,Matice Srpske,Stan,80.0,3.0,73000.0
10646,Beograd,Savski venac,Centar,Kraljice Natalije,Stan,52.0,2.5,57000.0
10647,Beograd,Vra?ar,Crveni krst,Metohijska ,Stan,90.0,3.5,110000.0
10648,Beograd,Zvezdara,Kluz,Franje Kluza,Stan,50.0,2.5,60000.0
10649,Beograd,Savski venac,Savski trg - Pristanište,Durmitorska,Stan,82.0,3.0,155000.0
10650,Beograd,?ukarica,Bele vode,Zdravka Jovanovi?a,Stan,78.0,3.5,76500.0
10651,Beograd,?ukarica,Žarkovo,Zmajeva?ka,Stan,89.0,4.0,82000.0
10652,Beograd,Savski venac,Dedinje,Bulevar kneza Aleksandra Kara?or?evi?a,Stan,65.0,2.0,123500.0
10653,Beograd,Voždovac,Kumodraž,Beranska,Stan,59.0,2.0,55000.0
10654,Beograd,Zvezdara,Vukov Spomenik,Stjepana Ljubiše,Stan,61.0,3.0,84011.0
10655,Beograd,?ukarica,Centar,Petra Lekovi?a,Stan,105.0,4.0,146011.0
10656,Beograd,Voždovac,Medakovi? 3,Borivoja Stevanovi?a,Stan,99.0,4.0,98000.0
10657,Beograd,Voždovac,Hotel M,Koste Jovanovi?a,Stan,130.0,4.0,187000.0
10658,Beograd,Vra?ar,Kaleni? pijaca,Mileševska,Stan,73.0,2.0,189000.0
10659,Beograd,Voždovac,Bra?e Jerkovi?,Ljuba Vu?kovi?a,Stan,35.0,1.0,41900.0
10660,Beograd,Palilula,Višnji?ka Banja,Višnji?ki venac,Stan,81.0,3.0,70000.0
10661,Beograd,Vra?ar,Hram svetog Save,Stojana Proti?a,Stan,92.0,3.0,276000.0
10662,Beograd,Vra?ar,Južni bulevar,Maksima Gorkog,Stan,89.0,3.0,133000.0
10663,Beograd,Zvezdara,Lion,Bulevar kralja Aleksandra,Stan,42.0,1.0,78000.0
10664,Beograd,Rakovica,Kneževac,MOME STANOJLOVICA,Stan,36.0,1.5,31900.0
10665,Beograd,Vra?ar,Crveni krst,Vojislava ili?a,Stan,91.0,4.0,125000.0
10666,Beograd,Voždovac,Voždova?ka crkva,Vojvode Stepe,Stan,109.0,4.0,129000.0
10667,Beograd,Stari grad,Centar,Dobrinjska ,Stan,50.0,2.0,95000.0
10668,Beograd,Vra?ar,Crveni krst,Sazonova,Stan,95.0,3.0,205000.0
10669,Beograd,Voždovac,Medakovi? 3,Borivoja Stevanovi?a,Stan,98.0,3.5,99000.0
10670,Beograd,Vra?ar,Hram svetog Save,Hadži Milentijeva,Stan,70.0,3.0,114000.0
10671,Beograd,Zvezdara,Lion,Koste Abraševi?a,Stan,30.0,1.0,60000.0
10672,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,64.0,2.0,60800.0
10673,Beograd,Palilula,Karaburma,Jastreba?ka,Stan,40.0,1.5,36000.0
10674,Beograd,Zvezdara,Severni bulevar,Pan?ina,Stan,27.0,0.5,36500.0
10675,Beograd,Zvezdara,Severni bulevar,Pan?ina,Stan,43.0,1.5,63800.0
10676,Beograd,Rakovica,Miljakovac,Nikole Marakovi?a,Stan,59.0,2.0,53000.0
10677,Beograd,?ukarica,Banovo brdo,Toše Jovanovi?a,Stan,62.0,2.5,55000.0
10678,Beograd,Zemun,Zemun polje,Tomice Popovi?a,Stan,37.0,1.0,33000.0
10679,Beograd,Rakovica,Petlovo brdo,Tuzlanska,Stan,46.0,1.5,40000.0
10680,Beograd,?ukarica,Golf,Kraljice Katarine,Stan,77.0,3.0,95000.0
10681,Beograd,Novi Beograd,Blok 44 (TC Piramida),Gandijeva,Stan,108.0,4.0,129000.0
10682,Beograd,Voždovac,Bra?e Jerkovi?,Mitrovdanska,Stan,42.0,1.5,41000.0
10683,Beograd,Voždovac,Bra?e Jerkovi?,Mitrovdanska,Stan,42.0,1.5,39900.0
10684,Beograd,Savski venac,Senjak,Koste Glavini?a,Stan,45.0,2.0,69000.0
10685,Beograd,Stari grad,Atelje 212,Svetogorska,Stan,133.0,4.5,199000.0
10686,Beograd,Vra?ar,?ubura,Šumatova?ka,Stan,61.0,3.0,85900.0
10687,Beograd,Novi Beograd,Bežanijska kosa 2,Ljubinke Bobi?,Stan,78.0,2.5,81000.0
10688,Beograd,Novi Beograd,Blok 70 (kineski tržni centar),Jurija Gagarina,Stan,106.0,2.5,82000.0
10689,Beograd,Rakovica,Petlovo brdo,Mrakovi?ka,Stan,66.0,2.5,63000.0
10690,Beograd,Zemun,Zemun polje,Siniše Bognera,Stan,53.0,2.0,36000.0
10691,Beograd,Zvezdara,Lion,Batutova,Stan,87.0,3.5,142000.0
10692,Beograd,Zvezdara,Mirijevo,Ljubiše Miodragovi?a,Stan,57.0,2.5,59850.0
10693,Beograd,Palilula,Višnji?ka Banja,Višnji?ki venac,Stan,60.0,2.5,70000.0
10694,Beograd,Zemun,Zemun polje,Siniše Bognera,Stan,58.0,2.0,49000.0
10695,Beograd,Zvezdara,?eram pijaca,Ljubljanska,Stan,32.0,1.5,39000.0
10696,Beograd,Zvezdara,Vukov Spomenik,Vojvode Bogdana,Stan,94.0,3.0,120000.0
10697,Beograd,Palilula,Višnji?ka Banja,Višnji?ki venac,Stan,45.0,2.0,45000.0
10698,Beograd,Palilula,Profesorska kolonija,Ljube Didi?a,Stan,39.0,1.0,64000.0
10699,Beograd,Rakovica,Petlovo brdo,Omladinsko šetalište,Stan,41.0,1.5,44500.0
10700,Beograd,Stari grad,Obili?ev venac,Maršala Birjuzova,Stan,45.0,2.0,99000.0
10701,Beograd,Zvezdara,Mirijevo,Ivana Sari?a,Stan,59.0,2.0,52000.0
10702,Beograd,Zemun,Gornji grad,Karlova?ka,Stan,76.0,2.5,76000.0
10703,Beograd,?ukarica,Žarkovo,Ilije ?uri?i?a,Stan,53.0,2.0,43000.0
10704,Beograd,Vra?ar,Kaleni? pijaca,Kursulina,Stan,59.0,2.5,105000.0
10705,Beograd,?ukarica,Julino brdo,Marine Veli?kovi?,Stan,60.0,2.5,67000.0
10706,Beograd,Voždovac,Medakovi? 2,Hanibala Luci?,Stan,36.0,1.0,36000.0
10707,Beograd,Rakovica,Centar,Viševa?ka,Stan,30.0,1.0,21000.0
10708,Beograd,Stari grad,Centar,Kondina,Stan,52.0,2.0,98000.0
10709,Beograd,Stari grad,Studentski trg,Kneginje Ljubice,Stan,28.0,1.0,59000.0
10710,Beograd,?ukarica,Cerak,Partizanske vode,Stan,90.0,4.0,92000.0
10711,Beograd,Voždovac,Lekino brdo,Todora Dukina,Stan,115.0,3.0,159000.0
10712,Beograd,Stari grad,Studentski trg,Kneginje Ljubice,Stan,88.0,4.0,170000.0
10713,Beograd,Zvezdara,Mirijevo,Jovanke Radakovi?,Stan,49.0,2.0,49900.0
10714,Beograd,Voždovac,Šumice,Splitska,Stan,77.0,3.0,85000.0
10715,Beograd,Palilula,Višnji?ka Banja,Višnji?ki venac,Stan,64.0,2.0,60000.0
10716,Beograd,Palilula,Karaburma,?ika Miše ?uri?a,Stan,92.0,4.0,75000.0
10717,Beograd,Savski venac,Dedinje,Slavka ?uruvije,Stan,104.0,4.0,190000.0
10718,Beograd,Palilula,Karaburma,Garsija Lorke,Stan,69.0,3.0,68000.0
10719,Beograd,Palilula,Karaburma,Mirijevski bulevar,Stan,60.0,2.5,57000.0
10720,Beograd,Palilula,Karaburma,Stevana Duki?a,Stan,48.0,2.0,42000.0
10721,Beograd,Stari grad,Takovska,Takovska,Stan,100.0,3.0,265000.0
10722,Beograd,Vra?ar,Kaleni? pijaca,Niška,Stan,91.0,3.0,145000.0
10723,Beograd,Stari grad,Knez Mihailova,Topli?in venac,Stan,107.0,5.0,425000.0
10724,Beograd,Novi Beograd,Blok 19a,Milentija Popovi?a,Stan,102.0,4.0,109900.0
10725,Beograd,Vra?ar,Bulevar kralja Aleksandra,Resavska,Stan,92.0,4.5,220000.0
10726,Beograd,Zvezdara,Vukov Spomenik,Drži?eva,Stan,48.0,2.0,85000.0
10727,Beograd,Rakovica,Miljakovac,Vukasovi?eva,Stan,89.0,4.0,69000.0
10728,Beograd,Zemun,Cara Dušana,Cara Dušana,Stan,71.0,2.5,73000.0
10729,Beograd,Stari grad,Terazije,Balkanska,Stan,50.0,2.0,99000.0
10730,Beograd,Rakovica,Labudovo brdo,Ljubomira Ivkovi?a Šuce,Stan,55.0,2.0,51000.0
10731,Beograd,Voždovac,Voždova?ka crkva,Jove Ili?a,Stan,110.0,4.0,125000.0
10732,Beograd,Zvezdara,Olimp,Fo?anska,Stan,130.0,5.0,130000.0
10733,Beograd,Rakovica,Kanarevo brdo,Borska,Stan,78.0,3.0,66900.0
10734,Beograd,Stari grad,Skadarlija,Skadarska,Stan,71.0,3.0,132000.0
10735,Beograd,Savski venac,Ekonomski fakultet,Lomina,Stan,60.0,2.0,99000.0
10736,Beograd,?ukarica,Cerak,Vladimira Rolovi?a,Stan,52.0,2.0,36000.0
10737,Beograd,Zemun,Zemun polje,Franje Kr?a,Stan,59.0,2.5,38000.0
10738,Beograd,Palilula,Cviji?eva,Cviji?eva,Stan,68.0,3.0,85000.0
10739,Beograd,Palilula,Padinska skela,Padinska skela,Stan,51.0,2.0,23000.0
10740,Beograd,Zvezdara,Vukov Spomenik,Dimitrija Tucovica,Stan,73.0,3.5,136500.0
10741,Beograd,Voždovac,Lekino brdo,Miklosiceva,Stan,73.0,3.5,119500.0
10742,Beograd,Voždovac,Lekino brdo,Bra?e Kova?,Stan,50.0,2.5,69900.0
10743,Beograd,Zvezdara,Vukov Spomenik,Dimitrija Tucovica,Stan,54.0,2.5,100980.0
10744,Beograd,Palilula,Bor?a,Hopovska,Stan,37.0,1.0,33000.0
10745,Beograd,Zvezdara,Vukov Spomenik,Dimitrija Tucovica,Stan,32.0,1.5,59840.0
10746,Beograd,Rakovica,Stari Košutnjak,Luke Vojvodi?a,Stan,100.0,3.5,95000.0
10747,Beograd,Vra?ar,Hram svetog Save,Hadži Melentijeva,Stan,69.0,3.0,114000.0
10748,Beograd,Zvezdara,Mirijevo,Mese Selimovica,Stan,89.0,3.5,81700.0
10749,Beograd,Savski venac,Humska,LJUTICE BOGDANA,Stan,60.0,2.0,75000.0
10750,Beograd,Zvezdara,Vukov Spomenik,Vojvode Bogdana,Stan,51.0,2.0,88000.0
10751,Beograd,Voždovac,Jove Ili?a,JOVE ILI?A,Stan,70.0,3.0,117000.0
10752,Beograd,Rakovica,Skojevsko naselje,Luke Vojvodica,Stan,65.0,3.0,53000.0
10753,Beograd,Stari grad,Kosan?i?ev venac,Kosan?i?ev venac,Stan,96.0,4.0,220000.0
10754,Beograd,Stari grad,Kosan?i?ev venac,Kosan?i?ev venac,Stan,96.0,4.0,220000.0
10755,Beograd,Voždovac,Lekino brdo,Kruševa?ka,Stan,54.0,3.0,76000.0
10756,Beograd,Voždovac,Lekino brdo,Mikloši?eva,Stan,41.0,1.5,49500.0
10757,Beograd,?ukarica,?ukari?ka padina,Lazareva?ki drum,Stan,76.0,3.0,73000.0
10758,Beograd,Voždovac,Banjica,Paunova,Stan,77.0,3.0,72000.0
10759,Beograd,Zvezdara,Zvezdara 2,Zidarska,Stan,51.0,1.5,52000.0
10760,Beograd,Rakovica,Labudovo brdo,Serdar Janka Vukoti?a,Stan,78.0,3.0,70000.0
10761,Beograd,Stari grad,Skupština,29.novembra,Stan,36.0,1.5,70000.0
10762,Beograd,Voždovac,Lekino brdo,Vidska,Stan,58.0,2.5,69500.0
10763,Beograd,Novi Beograd,Bežanijska kosa 2,Ismeta Mujazinovi?a,Stan,67.0,2.0,75000.0
10764,Beograd,Stari grad,Dor?ol,Majke Jevrosime,Stan,64.0,2.0,123000.0
10765,Beograd,Stari grad,Dor?ol,Kneginje Ljubice,Stan,120.0,4.0,250000.0
10766,Beograd,Zvezdara,Mirijevo,Ivana Sari?a,Stan,40.0,1.0,29000.0
10767,Beograd,Zvezdara,Mirijevo,Rableova,Stan,82.0,3.0,70000.0
10768,Beograd,Voždovac,Vojvode Stepe,Vojvode Stepe,Stan,93.0,4.0,93000.0
10769,Beograd,Palilula,Višnjica,Nova 109.,Stan,63.0,2.5,47000.0
10770,Beograd,?ukarica,Banovo brdo,Zrmanjska,Stan,30.0,1.0,39000.0
10771,Beograd,Voždovac,Jajinci,Atika,Stan,26.0,0.5,26000.0
10772,Beograd,Palilula,Karaburma,?ika-Miše ?uri?a,Stan,94.0,3.5,75000.0
10773,Beograd,Savski venac,Dedinje,Aleksandra Stamboliskog,Stan,175.0,4.0,306000.0
10774,Beograd,Savski venac,Stadion Crvene zvezde,Aleksandra Stamboliskog,Stan,85.0,2.0,149000.0
10775,Beograd,Novi Beograd,Bežanijska kosa 2,Bežanijskih Ilegalaca,Stan,53.0,2.0,57000.0
10776,Beograd,Vra?ar,Kara?or?ev park,Nebojšina,Stan,69.0,3.0,128000.0
10777,Beograd,Vra?ar,Kara?or?ev park,Nebojšina,Stan,52.0,1.5,96200.0
10778,Beograd,Zvezdara,?eram pijaca,Bregalni?ka,Stan,54.0,2.0,97200.0
10779,Beograd,Vra?ar,Kaleni? pijaca,Trnska,Stan,45.0,1.5,85000.0
10780,Beograd,Novi Beograd,Hotel Jugoslavija,Aleksina?kih rudara,Stan,78.0,2.5,107900.0
10781,Beograd,Vra?ar,Hram svetog Save,Mutapova,Stan,60.0,2.0,115000.0
10782,Beograd,Vra?ar,Crveni krst,Gružanska,Stan,80.0,4.0,139900.0
10783,Beograd,Zvezdara,?eram pijaca,Goluba?ka,Stan,77.0,3.0,120000.0
10784,Beograd,Savski venac,Senjak,Kuršumlijska,Stan,82.0,2.5,120000.0
10785,Beograd,Zvezdara,Zvezdarska šuma,Dragiše Lap?evi?a,Stan,74.0,3.0,109000.0
10786,Beograd,Voždovac,Jajinci,Atika,Stan,51.0,2.0,51000.0
10787,Beograd,Voždovac,Jajinci,Atika,Stan,31.0,1.0,31000.0
10788,Beograd,Palilula,Višnji?ka Banja,Stojana Stoleta Aran?elovi?a,Stan,42.0,1.0,37900.0
10789,Beograd,Rakovica,Miljakovac,Slavoljuba Vuksanovi?a,Stan,89.0,3.0,78000.0
10790,Beograd,Rakovica,Centar,Mari?ka,Stan,50.0,1.5,39900.0
10791,Beograd,Stari grad,Centar,Takovska,Stan,100.0,3.0,265000.0
10792,Beograd,Savski venac,Dedinje,Slavka ?uruvije,Stan,150.0,4.0,370000.0
10793,Beograd,?ukarica,Cerak vinogradi,Omorike,Stan,94.0,3.5,98000.0
10794,Beograd,Voždovac,Bra?e Jerkovi?,Dragice Kon?ar,Stan,55.0,2.0,65000.0
10795,Beograd,Novi Beograd,Blok 28,Španskih boraca,Stan,58.0,2.0,73000.0
10796,Beograd,Zvezdara,Dimitrija Tucovi?a,21. divizije,Stan,47.0,3.0,58500.0
10797,Beograd,Zvezdara,Mirijevo,Raše Plaovi?a,Stan,64.0,3.0,75000.0
10798,Beograd,Zemun,Kara?or?ev trg,Karadjordjev trg,Stan,45.0,2.0,57000.0
10799,Beograd,Palilula,Bor?a,Severina Bijeli?a,Stan,56.0,2.0,40000.0
10800,Beograd,Zvezdara,Vukov Spomenik,Banjska,Stan,65.0,2.5,82500.0
10801,Beograd,Zvezdara,Vukov Spomenik,BULEVAR KRALJA ALEKSANDRA,Stan,88.0,3.5,125000.0
10802,Beograd,Stari grad,Terazije,PRIZRENSKA,Stan,108.0,5.0,138000.0
10803,Beograd,Zvezdara,Cvetkova pijaca,Živka Davidovi?a,Stan,50.0,2.0,52000.0
10804,Beograd,Zvezdara,?eram pijaca,?UKE DINI?,Stan,87.0,3.0,140000.0
10805,Beograd,Novi Beograd,Blok 45 (TC Enjub),DR IVANA RIBARA,Stan,85.0,3.0,78900.0
10806,Beograd,Stari grad,Politika,Svetogorska,Stan,24.0,0.5,60000.0
10807,Beograd,Stari grad,Bajlonijeva pijaca,Džordža Vašingtona,Stan,39.0,2.0,53000.0
10808,Beograd,Stari grad,Centar,Svetogorska,Stan,33.0,1.0,49500.0
10809,Beograd,Vra?ar,Južni bulevar,Južni bulevar,Stan,50.0,2.0,70000.0
10810,Beograd,Novi Beograd,Dr Ivana Ribara,DR IVANA RIBARA,Stan,68.0,2.0,71900.0
10811,Beograd,Zvezdara,Bulbulder,Veljka Dugoševi?a,Stan,55.0,2.5,63000.0
10812,Beograd,Novi Beograd,Blok 62,JURIJA GAGARINA,Stan,76.0,3.0,77900.0
10813,Beograd,Zvezdara,Mirijevo,Petrarkina,Stan,62.0,2.0,54000.0
10814,Beograd,Palilula,Karaburma,Dr Riharda Burijana,Stan,42.0,2.0,36000.0
10815,Beograd,Savski venac,Dedinje,PALACKOVA,Stan,61.0,2.0,89000.0
10816,Beograd,Zemun,Gornji grad,Banatska,Stan,62.0,2.0,77500.0
10817,Beograd,Savski venac,Ekonomski fakultet,Kara?or?eva,Stan,120.0,3.0,280000.0
10818,Beograd,Novi Beograd,Blok 45 (TC Enjub),Jurija Gagarina,Stan,89.0,3.0,86000.0
10819,Beograd,Zvezdara,Zeleno brdo,Lošinjska,Stan,43.0,1.5,42000.0
10820,Beograd,Novi Beograd,Blok 44 (TC Piramida),Gandijeva,Stan,125.0,5.0,165000.0
10821,Beograd,Stari grad,Skadarlija,Gospodar Jevremova,Stan,102.0,3.5,365000.0
10822,Beograd,Zvezdara,Veliki Mokri Lug,Bra?e Srni?,Stan,73.0,2.5,80000.0
10823,Beograd,Zvezdara,?eram pijaca,Preševska,Stan,50.0,1.5,48000.0
10824,Beograd,Vra?ar,Kaleni? pijaca,Baba Višnjina,Stan,35.0,1.0,93000.0
10825,Beograd,Rakovica,Petlovo brdo,Ni?ifora Ninkovi?a,Stan,59.0,2.0,44900.0
10826,Beograd,Rakovica,Petlovo brdo,Tuzlanska,Stan,51.0,2.5,49900.0
10827,Beograd,Rakovica,Kanarevo brdo,Vukasovi?eva,Stan,55.0,2.5,53000.0
10828,Beograd,Rakovica,Centar,Mari?ka,Stan,43.0,1.5,38500.0
10829,Beograd,Savski venac,Sajam,Bulevar Vojvode Miši?a,Stan,70.0,3.0,75000.0
10830,Beograd,?ukarica,Bele vode,Primu?ura Žarka,Stan,57.0,2.0,55000.0
10831,Beograd,Rakovica,Kneževac,Kneževa?ka,Stan,25.0,1.0,22000.0
10832,Beograd,Rakovica,Centar,Mari?ka,Stan,67.0,2.5,65000.0
10833,Beograd,?ukarica,Filmski grad,Ane Ahmatove,Stan,78.0,3.0,91000.0
10834,Beograd,?ukarica,Bele vode,Komovska,Stan,60.0,2.0,63500.0
10835,Beograd,Voždovac,Bra?e Jerkovi?,Vojvode Vlahovi?a,Stan,48.0,2.0,55200.0
10836,Beograd,Voždovac,Banjica,Bulevar oslobo?enja,Stan,69.0,3.0,69000.0
10837,Beograd,Vra?ar,Crveni krst,Metohijska,Stan,83.0,4.0,127000.0
10838,Beograd,Palilula,Centar,Branislava Stankovi?a,Stan,32.0,1.5,26000.0
10839,Beograd,Zvezdara,Mirijevo,Ljubiše Miodragovi?a,Stan,102.0,3.5,94000.0
10840,Beograd,Palilula,Bor?a,Sonje Marinkovi?,Stan,28.0,0.5,23500.0
10841,Beograd,Novi Beograd,Bežanijska kosa 2,Pe?e Milosavljevi?a,Stan,93.0,4.5,115000.0
10842,Beograd,Novi Beograd,Bežanijska kosa 2,Pe?e Milosavljevi?a,Stan,85.0,2.5,83000.0
10843,Beograd,Vra?ar,SC Vra?ar,Južni bulevar,Stan,40.0,1.5,65000.0
10844,Beograd,Stari grad,Dor?ol,Dubrova?ka,Stan,78.0,3.0,119000.0
10845,Beograd,Vra?ar,SC Vra?ar,Kralja Milana,Stan,150.0,4.0,285000.0
10846,Beograd,Novi Beograd,Blok 28,Bulevar Milutina Milankovi?a,Stan,66.0,2.5,75000.0
10847,Beograd,Voždovac,Centar,Vojvode Stepe,Stan,94.0,4.0,120000.0
10848,Beograd,Novi Beograd,Blok 45 (TC Enjub),Jurija Gagarina,Stan,73.0,2.5,75000.0
10849,Beograd,Rakovica,Miljakovac,Borska,Stan,75.0,3.5,63000.0
10850,Beograd,Rakovica,Vidikovac,Susedgradska,Stan,68.0,2.5,63500.0
10851,Beograd,Palilula,Centar,Dalmatinska,Stan,80.0,3.0,110000.0
10852,Beograd,Zemun,Gornji grad,Prizrenska,Stan,37.0,2.0,44000.0
10853,Beograd,Voždovac,Centar,Bra?e Jerkovi?,Stan,60.0,2.0,62000.0
10854,Beograd,Zvezdara,Cvetkova pijaca,Bra?e Miladinov,Stan,16.0,0.5,19000.0
10855,Beograd,?ukarica,Cerak vinogradi,Vinogradski venac,Stan,84.0,3.0,82000.0
10856,Beograd,Vra?ar,Hram svetog Save,Patrijarha Varnave,Stan,105.0,3.0,180000.0
