,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Cena
0,Beograd,Zvezdara,Mirijevo,Šejkina,Stan,57.0,2.0,47000.0
1,Beograd,Zemun,Gornji grad,rade kon?at 51,Stan,80.0,3.0,75000.0
2,Beograd,Vra?ar,?ubura,Ma?vanska ,Stan,144.0,4.0,431910.0
3,Beograd,Vra?ar,?ubura,Ma?vanska,Stan,70.0,2.5,209910.0
4,Beograd,Novi Beograd,Blok 63,Nehruova,Stan,87.0,3.0,73950.0
5,Beograd,?ukarica,Julino brdo,Poru?nika Spasi?a i Mašere,Stan,51.0,1.5,55000.0
6,Beograd,Zvezdara,Kluz,Živka Davidovi?a 81,Stan,67.0,3.0,103360.0
7,Beograd,Novi Beograd,Blok 64,Gandijeva,Stan,69.0,2.5,78900.0
8,Beograd,Zvezdara,Lion,Bul.Kralja Aleksandra,Stan,70.0,2.5,107900.0
9,Beograd,Novi Beograd,Arena,Antifašisti?ke borbe,Stan,77.0,2.5,116000.0
10,Beograd,Novi Beograd,Stari Merkator,Bulevar Mihajla Pupina,Stan,21.0,0.5,44000.0
11,Beograd,Zvezdara,Bulbulder,Bore prodanovica,Stan,51.0,3.0,74000.0
12,Beograd,Stari grad,Centar,Terazije,Stan,159.0,5.0,400000.0
13,Beograd,Vra?ar,Crveni krst,Vojislava Ili?a,Stan,84.0,3.0,125000.0
14,Beograd,Vra?ar,Hram svetog Save,Sokolska,Stan,281.0,5.0,559000.0
15,Beograd,Zemun,Zemun polje,franje krca 11445,Stan,45.0,2.0,28500.0
16,Beograd,Palilula,Bor?a,Bor?anskih žrtava 1914.,Stan,60.0,3.0,31000.0
17,Beograd,Novi Beograd,Arena,Bulevar Arsenija ?arnojevi?a,Stan,58.0,2.0,85000.0
18,Beograd,Zvezdara,Mirijevo,Šejkina,Stan,57.0,2.0,47000.0
19,Beograd,Zemun,Gornji grad,rade kon?at 51,Stan,80.0,3.0,75000.0
20,Beograd,Vra?ar,?ubura,Ma?vanska ,Stan,144.0,4.0,431910.0
21,Beograd,Vra?ar,?ubura,Ma?vanska,Stan,70.0,2.5,209910.0
22,Beograd,Novi Beograd,Blok 63,Nehruova,Stan,87.0,3.0,73950.0
23,Beograd,?ukarica,Julino brdo,Poru?nika Spasi?a i Mašere,Stan,51.0,1.5,55000.0
24,Beograd,Zvezdara,Kluz,Živka Davidovi?a 81,Stan,67.0,3.0,103360.0
25,Beograd,Novi Beograd,Blok 64,Gandijeva,Stan,69.0,2.5,78900.0
26,Beograd,Zvezdara,Lion,Bul.Kralja Aleksandra,Stan,70.0,2.5,107900.0
27,Beograd,Novi Beograd,Arena,Antifašisti?ke borbe,Stan,77.0,2.5,116000.0
28,Beograd,Novi Beograd,Stari Merkator,Bulevar Mihajla Pupina,Stan,21.0,0.5,44000.0
29,Beograd,Zvezdara,Bulbulder,Bore prodanovica,Stan,51.0,3.0,74000.0
30,Beograd,Stari grad,Centar,Terazije,Stan,159.0,5.0,400000.0
31,Beograd,Vra?ar,Crveni krst,Vojislava Ili?a,Stan,84.0,3.0,125000.0
32,Beograd,Vra?ar,Hram svetog Save,Sokolska,Stan,281.0,5.0,559000.0
33,Beograd,Zemun,Zemun polje,franje krca 11445,Stan,45.0,2.0,28500.0
34,Beograd,Palilula,Bor?a,Bor?anskih žrtava 1914.,Stan,60.0,3.0,31000.0
35,Beograd,Novi Beograd,Arena,Bulevar Arsenija ?arnojevi?a,Stan,58.0,2.0,85000.0
36,Beograd,Novi Beograd,Blok 63,Nehruova,Stan,87.0,3.0,73950.0
37,Beograd,Palilula,Bor?a,prvog maja 38,Stan,41.0,2.0,25000.0
38,Beograd,Palilula,Bor?a,zrenjaninski put 153,Stan,40.0,2.0,25000.0
39,Beograd,Savski venac,Dedinje,Boška Petrovi?a,Stan,64.0,2.0,80000.0
40,Beograd,Zvezdara,Mirijevo,Mirijevski Bulevar,Stan,37.0,1.5,45000.0
41,Beograd,Palilula,Botani?ka bašta,Takovska,Stan,42.0,2.0,57000.0
42,Beograd,Savski venac,Centar,Admirala Geprata,Stan,75.0,2.0,115000.0
43,Beograd,Vra?ar,SC Vra?ar,Lozni?ka,Stan,150.0,5.0,259000.0
44,Beograd,Novi Beograd,Blok 21,Bulevar Mihaila Pupina,Stan,101.0,4.0,138900.0
45,Beograd,Zvezdara,Rudo,Luneta Milovanovi?a br.4,Stan,50.0,2.5,70000.0
46,Beograd,Zvezdara,Rudo,Luneta Milovanovi?a br.4 ,Stan,49.0,2.0,68600.0
47,Beograd,Zvezdara,Vukov Spomenik,Stanka Vraza,Stan,37.0,1.0,45000.0
48,Beograd,Zvezdara,Mirijevo,Dragoslava Djordjevica Gose 14b,Stan,56.0,2.5,54000.0
49,Beograd,Zvezdara,Mirijevo,Dola?ka,Stan,51.0,2.0,52000.0
50,Beograd,Zvezdara,Mirijevo,ZAGRA?E BR.2,Stan,68.0,2.0,52000.0
51,Beograd,Novi Beograd,Hotel Jugoslavija,Aleksina?kih rudara ,Stan,48.0,2.0,72000.0
52,Beograd,Novi Beograd,Blok 22,Antifašisti?ke borbe,Stan,117.0,4.0,210000.0
53,Beograd,Zemun,Save Kova?evi?a,Gornjogradska 54b,Stan,42.0,1.5,44000.0
54,Beograd,Zvezdara,Mirijevo,Sejkina,Stan,39.0,1.0,29800.0
55,Beograd,Novi Beograd,Dr Ivana Ribara,Dr Ivana Ribara,Stan,45.0,1.5,51000.0
56,Beograd,Vra?ar,Hram svetog Save,Katani?eva,Stan,85.0,3.0,155000.0
57,Beograd,Zemun,Save Kova?evi?a,gornjogradska 54 a,Stan,45.0,1.5,45000.0
58,Beograd,Grocka,Kalu?erica,Zikice Jovanovica Spanca,Stan,28.0,2.0,18000.0
59,Beograd,Rakovica,Vidikovac,Vidikovacki venac,Stan,101.0,3.0,86000.0
60,Beograd,Zvezdara,Denkova bašta,Dr Velizara Kosanovi?a,Stan,60.0,1.5,87000.0
61,Beograd,Palilula,Višnji?ka Banja,Draginje Adamovi? 8i,Stan,49.0,2.5,43700.0
62,Beograd,Voždovac,Kumodraž,Vojvode Stepe,Stan,74.0,2.5,66600.0
63,Beograd,Zemun,Donji grad,Petra Koci?a 14,Stan,106.0,4.0,186000.0
64,Beograd,Zemun,Donji grad,Petra Koci?a 14,Stan,46.0,2.0,78686.0
65,Beograd,Zemun,Donji grad,Petra Koci?a 14,Stan,64.0,3.0,112507.0
66,Beograd,Zemun,Donji grad,Petra Koci?a 14,Stan,40.0,1.5,71557.0
67,Beograd,Rakovica,Petlovo brdo,Go?ka 47a,Stan,60.0,2.0,45000.0
68,Beograd,Vra?ar,Neimar,Sime Igumanova,Stan,64.0,2.0,82000.0
69,Beograd,Voždovac,Lekino brdo,Maksima Gorkog,Stan,47.0,2.0,94000.0
70,Beograd,Savski venac,Humska,Dobropoljska 18,Stan,100.0,4.0,130000.0
71,Beograd,Palilula,Višnji?ka Banja,Draginje Adamovi? 8i,Stan,36.0,2.0,30700.0
72,Beograd,Voždovac,Autokomanda,Ranka Tajsi?a,Stan,51.0,2.0,73100.0
73,Beograd,Vra?ar,Crveni krst,Kajmak?alanska,Stan,81.0,3.0,148000.0
74,Beograd,Zvezdara,Mirijevo,Dragoslava ?or?evi?a Goše,Stan,38.0,1.5,41400.0
75,Beograd,Zvezdara,Mirijevo,Dragoslav ?or?evi?a Goše 14a,Stan,42.0,1.5,45300.0
76,Beograd,Zvezdara,Mirijevo,Dragoslava Srejovi?a,Stan,44.0,2.0,40000.0
77,Beograd,Zvezdara,Mirijevo,Dragoslava Srejovi?a,Stan,52.0,2.5,50000.0
78,Beograd,Zvezdara,Mirijevo,Dragoslava Srejovi?a,Stan,48.0,2.0,48000.0
79,Beograd,Zvezdara,Denkova bašta,Dr Velizara Kosanovi?a 56,Stan,63.0,2.5,91350.0
80,Beograd,Zemun,Save Kova?evi?a,Bosanska,Stan,59.0,2.0,69000.0
81,Beograd,Zvezdara,Zvezdarska padina,Živka Davidovi?a,Stan,32.0,1.0,55633.0
82,Beograd,Palilula,Cviji?eva,Draže Pavlovi?a,Stan,56.0,2.0,83000.0
83,Beograd,Zvezdara,Lion,Prespanska,Stan,70.0,3.0,130000.0
84,Beograd,Novi Beograd,Blok 19a,Milentija Popovi?a,Stan,57.0,2.5,59000.0
85,Beograd,Vra?ar,Krunska,Molerova,Stan,37.0,1.0,65000.0
86,Beograd,Palilula,Botani?ka bašta,?arli ?aplina,Stan,65.0,2.5,114000.0
87,Beograd,Vra?ar,Krunska,Molerova,Stan,71.0,2.5,130000.0
88,Beograd,Voždovac,Voždova?ka crkva,Ljube Šercera,Stan,84.0,3.0,119900.0
89,Beograd,Rakovica,Vidikovac,Patrijarha Joanikija,Stan,92.0,3.5,69900.0
90,Beograd,Vra?ar,Hram svetog Save,Šumatova?ka,Stan,62.0,2.0,109000.0
91,Beograd,Zvezdara,Lion,Bulevar kralja Aleksandra,Stan,56.0,2.0,80000.0
92,Beograd,Stari grad,Zeleni venac,Brankova,Stan,97.0,3.5,158000.0
93,Beograd,Novi Beograd,Blok 45 (TC Enjub),Jurija Gagarina,Stan,60.0,2.0,70000.0
94,Beograd,Palilula,Cviji?eva,Cviji?eva,Stan,76.0,2.5,110000.0
95,Beograd,?ukarica,Žarkovo,Šavni?ka,Stan,41.0,1.5,45000.0
96,Beograd,Vra?ar,Pravni fakultet,Brace Nedic,Stan,80.0,3.5,145000.0
97,Beograd,Rakovica,Centar,Snezane Hrepevnik,Stan,42.0,1.5,40000.0
98,Beograd,Voždovac,Bra?e Jerkovi?,Meštrovi?eva,Stan,77.0,3.0,59000.0
99,Beograd,Palilula,Kotež,Sutjeska 7,Stan,41.0,1.5,34000.0
100,Beograd,Savski venac,Senjak,Koste Glavinica,Stan,68.0,3.0,88900.0
101,Beograd,Palilula,Centar,Takovska,Stan,45.0,1.0,60000.0
102,Beograd,Voždovac,Bra?e Jerkovi?,Medakovic 3,Stan,46.0,2.5,46000.0
103,Beograd,Savski venac,Dedinje,Kronštatska,Stan,225.0,3.0,295000.0
104,Beograd,Zvezdara,Mirijevo,ALEKSANDRA BELICA,Stan,72.0,2.5,64900.0
105,Beograd,Zvezdara,Bulbulder,Veljka Dugoševi?a 15,Stan,33.0,1.5,51000.0
106,Beograd,Novi Beograd,Blok 19a,Milentija Popovi?a,Stan,85.0,3.0,110000.0
107,Beograd,Novi Beograd,Blok 63,Gandijeva,Stan,37.0,1.0,58000.0
108,Beograd,Novi Beograd,Blok 62,Nehruova,Stan,51.0,1.5,62000.0
109,Beograd,?ukarica,Žarkovo,Bitoljska,Stan,35.0,1.0,39000.0
110,Beograd,Novi Beograd,Blok 70 (kineski tržni centar),Jurija Gagarina,Stan,87.0,3.0,106000.0
111,Beograd,Novi Beograd,Blok 37,Bulevar Milutina Milankovica,Stan,92.0,3.0,91900.0
112,Beograd,Vra?ar,Crveni krst,Prespanska,Stan,64.0,3.0,99500.0
113,Beograd,Rakovica,Miljakovac,Nikole Marakovi?a,Stan,60.0,2.0,49500.0
114,Beograd,Vra?ar,Krunska,Mlatišumina,Stan,67.0,2.0,94900.0
115,Beograd,Savski venac,Senjak,Koste Glavinica,Stan,65.0,3.0,89000.0
116,Beograd,Novi Beograd,Arena,Antifašisti?ke borbe,Stan,61.0,2.0,129900.0
117,Beograd,Voždovac,Lekino brdo,Matavuljeva,Stan,47.0,2.0,80000.0
118,Beograd,Vra?ar,Crveni krst,Cerska,Stan,80.0,4.0,125000.0
119,Beograd,Voždovac,Medakovi? 3,Borivoja Stevanovi?a,Stan,53.0,2.0,58000.0
120,Beograd,Palilula,Karaburma,Patrisa Lumumbe,Stan,17.0,0.5,18500.0
121,Beograd,Novi Beograd,Blok 61,Dušana Vukasovi?a,Stan,93.0,4.0,112000.0
122,Beograd,Zvezdara,Bulevar kralja Aleksandra,Bulevar kralja Aleksandra,Stan,75.0,2.5,107900.0
123,Beograd,Zvezdara,?eram pijaca,Branka KRsmanovica,Stan,139.0,3.0,165000.0
124,Beograd,Vra?ar,Neimar,Hadzi Melentijeva,Stan,82.0,3.5,130000.0
125,Beograd,Vra?ar,Hram svetog Save,Grani?arska,Stan,125.0,5.0,185000.0
126,Beograd,Novi Beograd,Arena,Antifašisti?ke borbe,Stan,58.0,2.0,104000.0
127,Beograd,Novi Beograd,Fontana,Bulevar Zorana ?in?i?a,Stan,56.0,2.0,79900.0
128,Beograd,Zvezdara,Gradska bolnica,Preševska,Stan,51.0,2.0,57000.0
129,Beograd,Vra?ar,Bulevar kralja Aleksandra,MOLEROVA,Stan,99.0,3.5,206000.0
130,Beograd,Zvezdara,Lion,Bulevar Kralja Aleksandra,Stan,65.0,2.0,89000.0
131,Beograd,Palilula,Profesorska kolonija,Osmana ?iki?a,Stan,59.0,2.0,66000.0
132,Beograd,Rakovica,Miljakovac,Slavoljuba Vuksanovi?a,Stan,89.0,3.0,78000.0
133,Beograd,Palilula,Bor?a,Severina Bijeli?a,Stan,56.0,2.0,40000.0
134,Beograd,Palilula,Karaburma,Dr Nika Miljanovi?a,Stan,62.0,2.5,59900.0
135,Beograd,Voždovac,FON - Bile?ka,Konstantina Filozofa,Stan,44.0,2.0,59000.0
136,Beograd,?ukarica,Banovo brdo,Žarka Vukovi?a Pucara,Stan,161.0,5.0,200000.0
137,Beograd,Zvezdara,Cvetkova pijaca,Bra?e Miladinov,Stan,16.0,0.5,19000.0
138,Beograd,Vra?ar,Hram svetog Save,Stojana Proti?a,Stan,40.0,1.5,82000.0
139,Beograd,Savski venac,Senjak,Bul.Vojvode Miši?a,Stan,52.0,2.0,60500.0
140,Beograd,Savski venac,Humska,kavadarska 16,Stan,121.0,3.0,181500.0
141,Beograd,Novi Beograd,Arena,Antifasisticke borbe,Stan,76.0,2.5,115900.0
142,Beograd,Novi Beograd,Blok 61,Jurija Gagarina,Stan,115.0,4.5,120750.0
143,Beograd,Novi Beograd,Dr Ivana Ribara,Dr Ivana Ribara,Stan,65.0,2.0,75000.0
144,Beograd,?ukarica,Žarkovo,Bitoljska,Stan,44.0,1.0,49000.0
145,Beograd,Novi Beograd,Blok 19a,Milentija Popovi?,Stan,57.0,2.0,61000.0
146,Beograd,Novi Beograd,Hotel Jugoslavija,Prve pruge,Stan,83.0,3.0,89900.0
147,Beograd,Vra?ar,Crveni krst,Jovana Raji?a,Stan,78.0,3.0,109900.0
148,Beograd,Zemun,Save Kova?evi?a,Ohridska 3V,Stan,46.0,1.5,49900.0
149,Beograd,Zvezdara,?eram pijaca,Vojvode Savatija,Stan,54.0,2.0,79900.0
150,Beograd,Rakovica,Labudovo brdo,Ljubomira Ivkovi?a Šuce,Stan,74.0,2.5,64900.0
151,Beograd,?ukarica,Cerak vinogradi,Platana,Stan,72.0,2.5,72900.0
152,Beograd,Novi Beograd,Blok 63,Gandijeva,Stan,61.0,2.0,78500.0
153,Beograd,Zvezdara,Bulevar kralja Aleksandra,Bulevar kralja Aleksandra,Stan,56.0,2.5,59000.0
154,Beograd,Zemun,Retenzija,Jovana Miodragovi?a,Stan,92.0,3.5,134900.0
155,Beograd,Novi Beograd,Fontana,Bulevar Zorana Djindji?a,Stan,81.0,3.0,102000.0
156,Beograd,Vra?ar,Neimar,Mihaila Gavrilovi?a,Stan,91.0,4.0,209300.0
157,Beograd,Vra?ar,Neimar,Mihaila Gavrilovi?a,Stan,68.0,3.0,157550.0
158,Beograd,Rakovica,Labudovo brdo,Ljubomira Ivkovi?a Šuce,Stan,88.0,3.5,72000.0
159,Beograd,Zvezdara,?eram pijaca,?ev?elijska,Stan,34.0,1.5,62000.0
160,Beograd,Palilula,Karaburma,Dr ?or?a Joanovi?a,Stan,42.0,1.5,40000.0
161,Beograd,Voždovac,Medakovi? 1,Medakovi?eva,Stan,119.0,3.0,85000.0
162,Beograd,Novi Beograd,Blok 21,BUL Z ?IN?I?A,Stan,62.0,2.5,76000.0
163,Beograd,Voždovac,Bulevar oslobo?enja,Bulevar oslobo?enja,Stan,179.0,5.0,259000.0
164,Beograd,?ukarica,Banovo brdo,Republi?ka,Stan,23.0,0.5,30000.0
165,Beograd,Rakovica,Vidikovac,Vidikova?ki venac,Stan,115.0,4.5,95000.0
166,Beograd,Novi Beograd,Blok 21,bulevar Zorana Djindjica ,Stan,55.0,2.0,80000.0
167,Beograd,Vra?ar,Cvetni trg,Njegoševa,Stan,103.0,3.0,210000.0
168,Beograd,Voždovac,Bra?e Jerkovi?,Vojvode Vlahovi?,Stan,39.0,1.5,38000.0
169,Beograd,Rakovica,Vidikovac,Patrijarha Joanikija,Stan,87.0,3.5,78000.0
170,Beograd,Voždovac,Lekino brdo,Cankareva,Stan,43.0,1.5,60000.0
171,Beograd,Zemun,Batajnica,Majora Zorana Radosavljevi?a,Stan,70.0,2.5,57000.0
172,Beograd,Vra?ar,Crveni krst,Bregalni?ka,Stan,29.0,1.5,57500.0
173,Beograd,Palilula,Bor?a,Ratnih vojnih invalida,Stan,56.0,2.0,46000.0
174,Beograd,Novi Beograd,Blok 63,Nehruova,Stan,87.0,3.0,73950.0
175,Beograd,Rakovica,Miljakovac,Stanka Paunovica Velje,Stan,35.0,1.0,30900.0
176,Beograd,Palilula,Bulevar despota Stefana,95,Stan,65.0,2.5,102000.0
177,Beograd,Palilula,Bor?a,trg oslobodjenja 10,Stan,38.0,1.5,35000.0
178,Beograd,Palilula,Bor?a,Sonje Marinkovi?,Stan,28.0,0.5,23500.0
179,Beograd,Zemun,Gornji grad,Banijska,Stan,40.0,1.5,49500.0
180,Beograd,Savski venac,Dedinje,Boška Petrovi?a,Stan,64.0,2.0,82000.0
181,Beograd,Voždovac,Bulevar oslobo?enja,Bulevar oslobo?enja,Stan,117.0,3.0,265000.0
182,Beograd,Novi Beograd,Ledine,Novobeogradskih graditelja 23a,Stan,45.0,2.5,24750.0
183,Beograd,Novi Beograd,Ledine,Novobeogradskih graditelja 23,Stan,49.0,2.5,29400.0
184,Beograd,Novi Beograd,Ledine,Novobeogradskih graditelja 23a,Stan,35.0,1.5,19250.0
185,Beograd,Novi Beograd,Stari Merkator,Bulevar Mihaila Pupina,Stan,40.0,2.0,59000.0
186,Beograd,Grocka,Kalu?erica,Smederevski put 120,Stan,57.0,2.0,34300.0
187,Beograd,Palilula,Botani?ka bašta,Bulevar Despota Stefana,Stan,78.0,3.0,97000.0
188,Beograd,Novi Beograd,Blok 22,Bulevar Arsenija ?arnojevi?a,Stan,75.0,3.0,90000.0
189,Beograd,Palilula,Cviji?eva,Bulevar despota Stefana,Stan,65.0,2.5,102000.0
190,Beograd,Zvezdara,Lion,Bulevar Kralja Aleksandra,Stan,69.0,3.0,109000.0
191,Beograd,Zvezdara,Mirijevo,Mirijevski Venac,Stan,59.0,2.0,51000.0
192,Beograd,Zemun,Meandri,Zagorska,Stan,79.0,2.5,67000.0
193,Beograd,Vra?ar,Crveni krst,Prespanska,Stan,64.0,2.5,99500.0
194,Beograd,Stari grad,Kalemegdan,KARADJORDJEVA,Stan,95.0,4.0,149000.0
195,Beograd,Voždovac,Banjica,Paunova ulica 84,Stan,74.0,3.0,99999.0
196,Beograd,Voždovac,Vojislava Ili?a,Mokroluska,Stan,42.0,1.0,41000.0
197,Beograd,Novi Beograd,Blok 62,Jurija Gagarina,Stan,76.0,3.0,77900.0
198,Beograd,Zemun,Meandri,Ba?ka,Stan,64.0,2.0,60900.0
199,Beograd,?ukarica,?ukari?ka padina,Lazareva?ki drum,Stan,31.0,0.5,39900.0
200,Beograd,Novi Beograd,Blok 63,Nehruova,Stan,86.0,3.0,71900.0
201,Beograd,Zvezdara,Lion,Vranjska,Stan,84.0,3.0,99000.0
202,Beograd,Zemun,Meandri,Sremskih boraca,Stan,96.0,3.5,92000.0
203,Beograd,Zvezdara,Denkova bašta,Vojislava Ili?a,Stan,101.0,4.0,112900.0
204,Beograd,Novi Beograd,Blok 30 (B92),Bulevar Zorana Djindjica,Stan,85.0,3.5,126900.0
205,Beograd,Voždovac,Medakovi? 3,Borivoja Stevanovi?a,Stan,65.0,2.5,65000.0
206,Beograd,Novi Beograd,Blok 63,Jurija Gagarina,Stan,71.0,2.5,79900.0
207,Beograd,Voždovac,Bra?e Jerkovi?,Dragice Kon?ar,Stan,71.0,2.5,69900.0
208,Beograd,Voždovac,Konjarnik,Danice Markovi?,Stan,48.0,1.0,55000.0
209,Beograd,Zemun,Save Kova?evi?a,Save Buri?a,Stan,58.0,2.5,59900.0
210,Beograd,Vra?ar,Bulevar kralja Aleksandra,Prote Mateje,Stan,127.0,3.0,239900.0
211,Beograd,Rakovica,Miljakovac,Borska,Stan,37.0,1.0,37000.0
212,Beograd,?ukarica,Cerak vinogradi,Kestenova,Stan,58.0,2.0,58000.0
213,Beograd,Rakovica,Vidikovac,Vidikova?ki venac,Stan,53.0,1.5,55000.0
214,Beograd,Voždovac,Banjica,Bulevar oslobodjenja,Stan,80.0,3.5,79900.0
215,Beograd,Rakovica,Miljakovac,Stevana Opa?i?a,Stan,53.0,1.5,47900.0
216,Beograd,Zvezdara,Mirijevo,16.oktobar,Stan,60.0,2.0,45900.0
217,Beograd,Novi Beograd,Blok 65,Omladinskih brigada,Stan,73.0,2.0,154000.0
218,Beograd,Novi Beograd,Blok 61,Jurija Gagarina,Stan,30.0,0.5,36500.0
219,Beograd,Zvezdara,Mirijevo,Petrarkina,Stan,63.0,2.0,54000.0
220,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,66.0,2.0,55000.0
221,Beograd,Voždovac,Voždova?ka crkva,Vitanova?ka,Stan,106.0,3.5,122000.0
222,Beograd,Vra?ar,Krunska,Krunska,Stan,100.0,4.0,199000.0
223,Beograd,Savski venac,Dedinje,Miloja Djaka,Stan,101.0,4.0,189000.0
224,Beograd,Vra?ar,Crveni krst,Cerska,Stan,35.0,2.0,56000.0
225,Beograd,Vra?ar,Crveni krst,Cerska,Stan,45.0,2.0,70000.0
226,Beograd,Vra?ar,Hram svetog Save,Vukice Mitrovic,Stan,90.0,3.0,160000.0
227,Beograd,?ukarica,Golf,Izvorska,Stan,59.0,2.0,55900.0
228,Beograd,Novi Beograd,Blok 37,Milutina Milankovi?a,Stan,91.0,3.0,90000.0
229,Beograd,Voždovac,Šumice,Ljermontova,Stan,84.0,2.5,96000.0
230,Beograd,?ukarica,Žarkovo,Spasovdanska,Stan,59.0,2.5,68000.0
231,Beograd,Zemun,Batajnica,Pe?ina?ka,Stan,88.0,4.0,66000.0
232,Beograd,Novi Beograd,Blok 19a,Vladimira Popovi?a,Stan,89.0,3.5,120000.0
233,Beograd,Voždovac,Medakovi? 3,Borivoja Stevanovica,Stan,110.0,3.5,99999.0
234,Beograd,Zemun,Gornji grad,Banijska,Stan,71.0,2.5,64000.0
235,Beograd,Stari grad,Bajlonijeva pijaca,Šanti?eva,Stan,110.0,4.0,229000.0
236,Beograd,Voždovac,Medakovi? 2,Hanibala Luci?a,Stan,80.0,3.0,81000.0
237,Beograd,Rakovica,Vidikovac,Pilota Mihaila Pterovi?a,Stan,22.0,0.5,17500.0
238,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,91.0,3.0,74900.0
239,Beograd,Rakovica,Labudovo brdo,Go?ka,Stan,90.0,3.5,71500.0
240,Beograd,Vra?ar,Slavija,Ko?e Kapetana,Stan,101.0,3.0,260000.0
241,Beograd,Novi Beograd,Arena,Antifašisti?ke borbe,Stan,64.0,2.5,83900.0
242,Beograd,Novi Beograd,Blok 33,Bulevar Arsenija ?arnojevi?a,Stan,77.0,3.5,94900.0
243,Beograd,Rakovica,Kneževac,Slavka Rodi?a,Stan,56.0,3.0,34500.0
244,Beograd,Novi Beograd,Fontana,Pariske komune,Stan,56.0,2.0,74500.0
245,Beograd,Palilula,Višnji?ka Banja,Višnji?ki venac,Stan,70.0,2.0,64000.0
246,Beograd,Palilula,Bor?a,Ivana Milutinovi?a,Stan,43.0,2.0,31000.0
247,Beograd,Vra?ar,Crveni krst,Timocka,Stan,92.0,3.0,190000.0
248,Beograd,Zvezdara,Zvezdarska šuma,Nikole Doksata,Stan,34.0,1.5,50000.0
249,Beograd,Zvezdara,Bulevar kralja Aleksandra,Bulevar Kralja Aleksandra,Stan,100.0,3.0,120000.0
250,Beograd,Vra?ar,Hram svetog Save,Sumatovacka,Stan,67.0,3.0,127000.0
251,Beograd,Vra?ar,Bulevar kralja Aleksandra,Sreda?ka,Stan,52.0,2.0,69000.0
252,Beograd,Novi Beograd,Blok 28,Milutina Milankovi?a,Stan,75.0,2.5,79900.0
253,Beograd,Voždovac,Vojvode Stepe,Vojvode Stepe br. 249,Stan,95.0,4.0,93000.0
254,Beograd,?ukarica,Filmski grad,Miloja Zaki?a,Stan,49.0,1.5,60000.0
255,Beograd,?ukarica,Sun?ana padina,Petra Lekovi?a,Stan,102.0,4.0,139000.0
256,Beograd,Stari grad,Skupština,Vlajkovi?eva,Stan,75.0,3.0,135000.0
257,Beograd,Savski venac,Kneza Miloša,Bir?aninova,Stan,52.0,2.0,73000.0
258,Beograd,Savski venac,Centar,Resavska,Stan,200.0,4.0,350000.0
259,Beograd,Zvezdara,Lion,STANISLAVA SREM?EVI?A,Stan,54.0,2.0,85000.0
260,Beograd,Palilula,Bor?a,prvog maja 38,Stan,41.0,2.0,25000.0
261,Beograd,Rakovica,Miljakovac,Bogdana Žerajica 2A,Stan,59.0,1.5,64900.0
262,Beograd,Zvezdara,Olimp,Dušana Radovi?a,Stan,46.0,1.5,60900.0
263,Beograd,Zemun,Centar,Gospodska,Stan,67.0,3.0,89000.0
264,Beograd,Palilula,Karaburma,DR NIKA MILJANICA,Stan,62.0,2.5,63900.0
265,Beograd,Novi Beograd,Stari Merkator,Bulevar Mihajla Pupina,Stan,63.0,2.5,74500.0
266,Beograd,Zemun,Novi grad,Macvanska,Stan,51.0,3.0,46000.0
267,Beograd,Palilula,Cviji?eva,Albanske spomenice,Stan,35.0,1.0,39000.0
268,Beograd,Zemun,Zemun polje,franje krca 11445,Stan,45.0,2.0,28500.0
269,Beograd,Zvezdara,U?iteljsko naselje,Ustani?ka 161,Stan,56.0,2.0,69900.0
270,Beograd,Novi Beograd,Ledine,Vladimira Pogacica,Stan,75.0,2.5,65000.0
271,Beograd,?ukarica,Bele vode,Belo vrelo,Stan,38.0,1.0,33000.0
272,Beograd,Palilula,Karaburma,Pere Cvetkovica,Stan,68.0,2.5,53000.0
273,Beograd,Novi Beograd,Blok 63,Nehruova,Stan,67.0,2.5,73000.0
274,Beograd,Voždovac,Konjarnik,Rudo,Stan,36.0,1.5,40000.0
275,Beograd,Palilula,Višnji?ka Banja,Višnji?ki venac,Stan,64.0,2.5,64000.0
276,Beograd,Vra?ar,Hram svetog Save,Knjeginje Zorke 30,Stan,106.0,3.0,275000.0
277,Beograd,Zemun,Cara Dušana,Cara Dusana 151,Stan,51.0,2.5,66000.0
278,Beograd,Zemun,Meandri,Zagorska,Stan,56.0,2.5,50000.0
279,Beograd,Rakovica,Vidikovac,Vidikova?ki Venac 53,Stan,49.0,2.0,45000.0
280,Beograd,Novi Beograd,Blok 33,Narodnih heroja,Stan,69.0,2.0,72000.0
281,Beograd,Novi Beograd,Blok 29,Bulevar Umetnosti,Stan,96.0,4.0,122000.0
282,Beograd,Novi Beograd,YUBC,Bulevar Mihajla Pupina,Stan,204.0,4.5,299000.0
283,Beograd,Novi Beograd,Fontana,Studentska,Stan,47.0,1.5,63000.0
284,Beograd,Vra?ar,Krunska,Kneginje Zorke,Stan,62.0,2.0,110000.0
285,Beograd,Vra?ar,Hram svetog Save,Hadži Melentijeva,Stan,69.0,3.0,114000.0
286,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,52.0,2.0,59000.0
