,Unnamed: 0,Ulica,Koordinate,Od centra
261,1039,zagradje,"(44.796618, 20.5317956)",6.010427625
262,931,trgovacka,"(44.7571221, 20.4150492)",6.009855442999999
263,186,dusana vlajica,"(44.7634681, 20.4081874)",5.988178467000001
264,854,spasenoviceva,"(44.757784, 20.414995)",5.970084667
265,779,savnicka,"(44.7525412, 20.4227766)",5.966983203
266,680,partizanske avijacije,"(44.8211856, 20.3872408)",5.928340639
267,959,vojvode vlahovica,"(44.75989130000001, 20.5068129)",5.9085779689999995
268,207,dimitrija koturovica,"(44.7457731, 20.4409808)",5.89663346
269,853,snezane hrepevnik,"(44.7472697, 20.4361984)",5.896017318999999
270,315,hopovska,"(44.8882135, 20.4537213)",5.880763937
271,152,cvetanova cuprija,"(44.7674746, 20.5139649)",5.866904502000001
272,10,114. nova,"(44.79914489999999, 20.3898319)",5.863367534
273,606,moravske divizije,"(44.8879303, 20.4551913)",5.848429401000001
274,318,ilije stojadinovica,"(44.7502183, 20.4307056)",5.838663111
275,591,mite stajica,"(44.8875484, 20.452348)",5.83815683
276,1009,voje radica,"(44.7452542, 20.4740222)",5.837763232
277,1007,vodice,"(44.7483557, 20.4361669)",5.813854891
278,30,ace joksimovica,"(44.7560462, 20.4211285)",5.796049712
279,232,dragise brasovana,"(44.8190341, 20.3887754)",5.794139163
280,105,bosanska,"(44.7771591, 20.5201435)",5.786613504
281,288,gornjogradska,"(44.8442769, 20.3946912)",5.7845775370000005
282,988,vitezova karadjordjeve zvezde,"(44.7944542, 20.5281487)",5.776025066
283,506,matice srpske,"(44.7898875, 20.5264746)",5.771715079
284,494,luke vojvodica,"(44.7495366, 20.4347906)",5.7626790770000005
285,719,porucnika spasica i masare,"(44.76433460000001, 20.4112968)",5.762351791
286,612,nikole dobrovica,"(44.816653, 20.3893054)",5.746056014
287,242,drinske divizije,"(44.8867002, 20.4559827)",5.744805144
288,526,marije bursac,"(44.83377249999999, 20.3916684)",5.739131836
289,511,miloja zakica,"(44.751543, 20.4309669)",5.732091905
290,95,bogdana zerajica,"(44.7459272, 20.4503021)",5.731115717000001
291,278,generala vladimira kondica,"(44.7550561, 20.4960835)",5.728096407000001
292,739,ratka mitrovica,"(44.7558808, 20.423322)",5.712287984
293,876,stevana opacica,"(44.74589779999999, 20.4546539)",5.694849756
294,832,sevina,"(44.8859205, 20.4544579)",5.690495255
295,742,repiska,"(44.7610532, 20.4165466)",5.684062644
296,489,losinjska,"(44.7858855, 20.5233819)",5.670792125
297,514,mirijevsko brdo,"(44.803237, 20.5289905)",5.669718262999999
298,586,mirijevsko brdo-mirijevski bulevar,"(44.803237, 20.5289905)",5.669718262999999
299,855,spasovdanska,"(44.7597489, 20.4187349)",5.660107072000001
300,560,milana jovanovica,"(44.7625095, 20.415253)",5.659078661000001
301,865,stanka paunovica velje,"(44.7466211, 20.45318)",5.647192997
302,866,stanka paunovica,"(44.7466211, 20.45318)",5.647192997
303,14,2. srpske armije,"(44.7550959, 20.4940775)",5.644466532999999
304,47,arhimandrita gerasima zelica,"(44.7540482, 20.4288479)",5.6233267179999995
305,954,veljka petrovica,"(44.7573279, 20.423113)",5.6217127510000005
306,641,ohridska,"(44.8450067, 20.3972928)",5.616225298
307,28,arcibalda rajsa,"(44.7550491, 20.4275193)",5.60118814
308,880,stojana aralice,"(44.8192754, 20.39124)",5.595491743999999
309,629,nikole marakovica,"(44.7471085, 20.4595309)",5.579227017999999
310,1002,vladimira rolovica,"(44.7578387, 20.4239828)",5.549162625
311,848,slavoljuba vuksanovica,"(44.7476987, 20.4579849)",5.534040025
312,780,sejkina,"(44.8022585, 20.5267797)",5.509032996
313,282,godominska,"(44.7513223, 20.4394693)",5.500323116000001
314,885,studentska,"(44.8271585, 20.3933394)",5.494519927000001
315,751,radomira markovica,"(44.750353, 20.4772069)",5.491815514
316,972,velizara stankovica,"(44.7483382, 20.4569805)",5.485505465
317,565,milanke kljajic,"(44.79784859999999, 20.5251921)",5.46790048
318,776,ruze jovanovic,"(44.7861984, 20.5207121)",5.464950088999999
319,179,dobanovacka,"(44.8476229, 20.4006754)",5.464935467999999
320,460,ladne vode,"(44.79733239999999, 20.5249737)",5.462255449
321,563,milana toplice,"(44.8831356, 20.4572564)",5.45094957
322,1081,djordja ognjanovica,"(44.7640173, 20.4175562)",5.44577773
323,978,veselina cajkanovica,"(44.7683502, 20.5074175)",5.433681693
324,554,mikenska,"(44.7771376, 20.5148682)",5.433622197
325,364,jovanke radakovic 37 d,"(44.7944079, 20.5235794)",5.425286797999999
326,940,ugrinovacka,"(44.8460312, 20.4005411)",5.415243857
327,877,stevana djurdjevica trosarinca,"(44.7766728, 20.4061905)",5.412113743
328,950,v. nikolica,"(44.8373715, 20.397104)",5.400553884
329,220,dr drage ljocic,"(44.8014594, 20.5252345)",5.400130054
330,1072,celebicka,"(44.7498516, 20.451766)",5.400069799
331,687,paunova ulica,"(44.7524155, 20.4797709)",5.387653386
332,883,strugarska,"(44.7777404, 20.4061426)",5.364854385
333,279,generala stefanika,"(44.7581644, 20.4924406)",5.362646034
334,357,josipa kulundzica,"(44.8400638, 20.3989119)",5.3380119619999995
335,413,kneza mutimira,"(44.7834495, 20.5174747)",5.337104323999999
336,520,majke angeline,"(44.7876471, 20.5195964)",5.332405232
337,57,borska,"(44.750415, 20.4556424)",5.323804126000001
338,600,mladena mitrica,"(44.7780577, 20.4065976)",5.319897186
339,635,novogradska,"(44.84553409999999, 20.4016677)",5.315577072
340,286,gorana kovacica,"(44.8382507, 20.3986645)",5.30481293
341,234,dragoljuba ristica,"(44.7924612, 20.5212942)",5.304801664
342,546,mihaila solohova,"(44.8813846, 20.4591859)",5.304450692
343,145,bulevar peka dapcevica,"(44.7597975, 20.4937814)",5.302412326000001
344,766,ristin potok,"(44.7696427, 20.5063678)",5.299414412
345,1032,vukasoviceva,"(44.7506025, 20.4587344)",5.297113483
346,963,valjevska,"(44.7721895, 20.411734)",5.291937309
347,631,nikole vucete,"(44.7779348, 20.4076189)",5.258349664
348,536,medakovic 3,"(44.7722771, 20.5079556)",5.244668591
349,595,mitrovo brdo nova 1,"(44.7631892, 20.4976123)",5.241745122
350,332,ivana micurina,"(44.751573, 20.4540936)",5.240540453
351,431,koste trifkovica,"(44.78893739999999, 20.5186385)",5.2176967560000005
352,403,kijevska,"(44.7749655, 20.4105691)",5.216332416
353,144,bulevar oslobodjenja,"(44.7560257, 20.4832856)",5.204247951
354,639,obalskih radnika,"(44.7798485, 20.4075221)",5.175483419
355,405,kisela voda,"(44.7913876, 20.5191176)",5.1733743930000005
356,928,trebevicka,"(44.771518, 20.4143677)",5.1732215980000005
357,367,jur. gagarina,"(44.8029141, 20.3980762)",5.144472497
358,557,milana ajvaza,"(44.8792546, 20.4606872)",5.131335942
359,124,"brace jerkovic, kod mol pumpe","(44.7631211, 20.4950423)",5.1286750969999995
360,365,jovanke radakovic,"(44.7992378, 20.5212179)",5.127451131
361,137,Bulevarkralja aleksandra,"(44.78796730000001, 20.516884)",5.12327415
362,996,vladimira gortana,"(44.7862498, 20.5158278)",5.110709138
363,246,dusana radovica,"(44.79419009999999, 20.5193841)",5.110580173
364,249,duska radovica,"(44.79419009999999, 20.5193841)",5.110580173
365,302,gusinjska,"(44.7856832, 20.5154343)",5.104500938999999
366,60,brace srnic,"(44.7734991, 20.5065976)",5.0966097999999995
367,930,trg oslobodjenja,"(44.878116, 20.4515814)",5.087076959
368,778,salvadora aljendea,"(44.8071293, 20.5223207)",5.085258495
369,665,pozeska,"(44.7738858, 20.4137645)",5.077664233999999
370,1041,zanatska,"(44.7537048, 20.4544881)",5.065539483999999
371,926,tosin bunar,"(44.8299484, 20.3993135)",5.063486917
372,389,kanarevo brdo,"(44.7540124, 20.4534458)",5.049171642
373,414,kneza viseslava,"(44.7607989, 20.431277)",5.046787307
374,549,mihajla todorovica,"(44.7803795, 20.5112759)",5.044326244
375,513,mirijevski bulevar,"(44.8119702, 20.5223021)",5.043611767
376,91,blagoja parovica,"(44.76759269999999, 20.4210761)",5.040917317
377,136,budmanijeva,"(44.7903265, 20.5168144)",5.03642639
378,701,petra lekovica,"(44.7713345, 20.4169992)",5.032949625
379,686,paunova,"(44.7561938, 20.476942)",5.029152979
380,75,bele bartok,"(44.876928, 20.4506365)",5.003011498999999
381,792,srpskih udarnih brigada,"(44.7547645, 20.4540289)",4.983615451
382,628,nikole doksata,"(44.7998294, 20.5194555)",4.977028518
383,83,beranska,"(44.7587749, 20.48249)",4.973187406
384,964,valjevskih odreda,"(44.8772325, 20.4600316)",4.9673152069999995
385,230,dragice koncar,"(44.7685019, 20.498853)",4.959756155
386,771,rudo,"(44.7844546, 20.5126226)",4.95639869
387,772,rudo 1,"(44.7844546, 20.5126226)",4.95639869
388,773,rudo i,"(44.7844546, 20.5126226)",4.95639869
389,329,indire gandi,"(44.7697648, 20.5002002)",4.951624207
390,825,senjska,"(44.7784419, 20.5083984)",4.949617443
391,609,murmanska 9,"(44.795282, 20.5176437)",4.94777382
392,90,blagajska,"(44.7832819, 20.5117375)",4.9452626319999995
393,1037,zivka davidovica,"(44.7880373, 20.5143808)",4.939562044
394,934,trstenjakova,"(44.756025, 20.449206)",4.937354879
395,338,iviceva,"(44.8422025, 20.405269)",4.934481081
396,377,kraljice katarine,"(44.7718595, 20.4182922)",4.929692659
397,570,milica rakica,"(44.7800511, 20.5091706)",4.920953705
398,537,medakoviceva,"(44.7730807, 20.502911)",4.90427956
399,750,radoja dakica,"(44.8317886, 20.4019992)",4.888644477
400,951,v. stepe,"(44.7609797, 20.4848242)",4.881387742
401,958,vojvode stepe,"(44.7609797, 20.4848242)",4.881387742
402,1024,vojvode stepe br.,"(44.7609797, 20.4848242)",4.881387742
403,702,petra mecave,"(44.779212, 20.4124957)",4.8796178
404,651,orfelinova,"(44.7759547, 20.4152116)",4.878382959
405,621,nedeljka cabrinovica,"(44.7753065, 20.4158665)",4.874184576
406,1,olge alkalaj,"(44.7809745, 20.5090767)",4.870894182
407,741,ratnih vojnih invalida,"(44.8756285, 20.4532675)",4.86980829
408,343,jna,"(44.87588359999999, 20.457429)",4.86315605
409,138,Bulevar arsenija carnojevica,"(44.8213485, 20.4006216)",4.848442503
410,1066,kod skole,"(44.808806, 20.4009123)",4.8397562039999995
411,985,visnjicka,"(44.8174733, 20.5196064)",4.816432791
412,81,beogradskih bataljona,"(44.7717112, 20.4205216)",4.815927287
413,466,laze stefanovica,"(44.8060565, 20.5187286)",4.810905334
414,261,focanska,"(44.7942446, 20.5153387)",4.8025513019999995
415,662,pere velimirovica,"(44.757309, 20.4535403)",4.782781365
416,333,ivana milutinovica,"(44.8748077, 20.4616909)",4.77230408
417,1030,vrtlarska,"(44.8394085, 20.4063446)",4.761085527
418,691,pecska,"(44.7610158, 20.4809939)",4.7601582
419,710,piva karamatijevica,"(44.7671972, 20.4928741)",4.756277358999999
420,401,kej oslobodjenja,"(44.8489813, 20.4118568)",4.745575038999999
421,558,milana balagojevica spanca,"(44.7579296, 20.4523963)",4.744274589
422,1063,kod pionira,"(44.7783778, 20.4154203)",4.737207105
423,305,husinskih rudara,"(44.81444219999999, 20.5185546)",4.731157614
424,321,izvorska,"(44.7743146, 20.4195309)",4.716744782
425,36,aleksandra fleminga,"(44.8079252, 20.5178032)",4.713710427
426,323,ignjata joba,"(44.7724324, 20.4986686)",4.707173292
427,603,mokroluska,"(44.7762873, 20.5024337)",4.6954746389999995
428,85,bertranda rasela,"(44.8452778, 20.4102778)",4.692797887
429,312,hemingvejeva,"(44.8452778, 20.4102778)",4.692797887
430,361,jovana stoisavljevica,"(44.8452778, 20.4102778)",4.692797887
431,465,laze jovanovica porcija,"(44.8452778, 20.4102778)",4.692797887
432,627,nikolaja ostrovskog,"(44.8452778, 20.4102778)",4.692797887
433,689,pazinska,"(44.7622545, 20.4818193)",4.690979085
434,37,aleksandra tirnanica tirketa,"(44.75865599999999, 20.4526101)",4.683626384
435,324,ignjata joba 45/,"(44.7726392, 20.4984619)",4.683520405
436,189,danice markovic,"(44.7837947, 20.5081028)",4.675797588
437,715,pohorska,"(44.830072, 20.4042989)",4.6730362780000005
438,1091,zarka vukovica pucara,"(44.777334, 20.4176002)",4.659640942
439,1074,cika mise djurica,"(44.8071923, 20.517013)",4.658959288
440,201,deset avijaticara,"(44.7833653, 20.5075481)",4.65817398
441,948,uciteljska,"(44.7869819, 20.5098262)",4.657012751
442,154,cankareva,"(44.8246921, 20.4036337)",4.63899409
443,434,kozarceva,"(44.7862444, 20.5090117)",4.630904247
444,1064,kod crkve,"(44.76196239999999, 20.4788687)",4.629361357
445,882,strazilovska,"(44.7630703, 20.4814224)",4.617633245
446,447,kremanska,"(44.7717558, 20.4244508)",4.606573996
447,874,stevana dukica,"(44.8121196, 20.5168768)",4.604055242
448,858,sremskih odreda,"(44.8304149, 20.4053508)",4.597439695
449,344,jovana bijelica,"(44.7693815, 20.491946)",4.567485143
450,714,podujevska,"(44.7905329, 20.5102596)",4.550085773999999
451,271,garsije lorke,"(44.8089534, 20.5158541)",4.546165268
452,292,gospodska,"(44.8450287, 20.4123504)",4.538247308
453,280,glavna,"(44.8440023, 20.4117523)",4.537482026
454,789,sonje marinkovic,"(44.8718842, 20.4591652)",4.534602999
455,227,dr. zore ilic obradovic,"(44.7812614, 20.5040056)",4.528461365
456,655,otona zupancica,"(44.8342052, 20.4074425)",4.5247019989999995
457,615,narodnih heroja,"(44.82158039999999, 20.4047143)",4.520054895
458,737,radovana simica cige,"(44.7745211, 20.4974239)",4.513677111
459,1090,scerbinova,"(44.781849, 20.4164811)",4.493383927
460,15,22 oktobar,"(44.83939290000001, 20.4101808)",4.4772359239999995
461,16,22. oktobra,"(44.83939290000001, 20.4101808)",4.4772359239999995
462,507,mestroviceva,"(44.7699322, 20.4906689)",4.4727069880000005
463,435,kozacinskog,"(44.7820457, 20.4168137)",4.462325291
464,661,pera cetkovica,"(44.8096279, 20.5147871)",4.453760652
465,878,steve todorovica,"(44.77709050000001, 20.421567)",4.44066819
466,1003,vladimira tomanovica,"(44.7809198, 20.5022385)",4.434738653
467,194,danteova,"(44.8109956, 20.514666)",4.432610104
468,394,karla lukaca,"(44.7825161, 20.5033041)",4.42098659
469,423,konstantina filozofa,"(44.7649457, 20.4795299)",4.420270486000001
470,589,mis irbijeva,"(44.7881782, 20.5070543)",4.414209556
471,1038,zage malivuk,"(44.7881782, 20.5070543)",4.414209556
472,679,pariske komune,"(44.8267538, 20.4069804)",4.401327987
473,463,lazara savatica,"(44.8454087, 20.4146442)",4.397100236
474,846,slavka curuvije,"(44.762038, 20.454584)",4.392598896
475,208,diplomatsko naselje,"(44.7763175, 20.4232246)",4.392584463
476,498,magistratski trg,"(44.8438658, 20.4138359)",4.3864476230000005
477,898,svetog klimenta,"(44.788933, 20.5070932)",4.386070353
478,251,dzona kenedija,"(44.83333469999999, 20.409)",4.382410047
479,645,omladinskih brigada,"(44.8165398, 20.4061756)",4.378742741
480,265,glasinacka,"(44.7820682, 20.5017786)",4.346785758999999
481,607,mosorska,"(44.7655494, 20.4781321)",4.335269594
482,764,ribarceva,"(44.8444728, 20.4149998)",4.33197154
483,205,diane budisavljevic,"(44.76274799999999, 20.4554594)",4.328496297
484,224,dr velizara kosanovica,"(44.7887226, 20.5059144)",4.3122462839999995
485,6,109 nova,"(44.8052423, 20.4084081)",4.286212053
486,1042,zaplanjska,"(44.7739158, 20.4922386)",4.283208668
487,58,brace jerkovic,"(44.7725087, 20.4902702)",4.28167233
488,404,kirovljeva,"(44.7843999, 20.417869)",4.278569753
489,104,borcanskih zrtava,"(44.86852469999999, 20.4593737)",4.262073752
490,659,patrisa lumumbe,"(44.8148787, 20.5126316)",4.250422689
491,222,dr petra markovica,"(44.8422553, 20.4148641)",4.24827806
492,366,juhorska,"(44.8130553, 20.5125282)",4.247622488
493,992,vjekoslava kovaca,"(44.7935483, 20.5075002)",4.2416498680000005
494,971,velisava vulovica,"(44.763839, 20.456804)",4.231949118999999
495,484,ljubicica,"(44.8056708, 20.4090344)",4.229540912
496,82,beogradskih graditelja,"(44.7858733, 20.4176543)",4.22250245
497,98,bore markovica,"(44.781992, 20.4207199)",4.220198792
498,495,lukijana musickog,"(44.7983583, 20.5090473)",4.207787385
499,815,save kovacevica,"(44.8500355, 20.49926)",4.201990833
500,281,goce delceva,"(44.830367, 20.4104847)",4.195375021
501,362,jovana subotica,"(44.8418156, 20.4153999)",4.192841323
502,703,petra skundrica,"(44.7893052, 20.5044654)",4.187229554
503,339,j. ilica,"(44.78432710000001, 20.5008679)",4.175013052
504,1013,vojislava ilica,"(44.78432710000001, 20.5008679)",4.175013052
505,730,prve pruge,"(44.8361267, 20.4128106)",4.174552068000001
506,729,prva pruga,"(44.8361455, 20.4129741)",4.1629626989999995
507,314,homoljska,"(44.815495, 20.5114705)",4.155600434
508,1065,kod vera,"(44.81360859999999, 20.5113834)",4.152697723
509,676,pana djukica,"(44.8142501, 20.5113765)",4.15009398
510,759,rastka petrovica,"(44.7766686, 20.4930138)",4.148006018999999
511,562,milana raspopovica,"(44.7697731, 20.4815284)",4.122054648
512,1055,zrmanjska,"(44.7844963, 20.4202521)",4.120474604
513,393,kapetana zavisica,"(44.7685377, 20.4780775)",4.1063302639999995
514,477,ljube davidovica,"(44.789936, 20.5036559)",4.104666422
515,796,stevana markovica,"(44.8418588, 20.4172895)",4.062751375
516,561,milana rakica,"(44.7962363, 20.5062579)",4.060336468
517,584,mine vukomanovic,"(44.7881449, 20.5018736)",4.060131439
518,381,kablarska,"(44.8341357, 20.4135494)",4.0581578789999995
519,206,diljska,"(44.8154897, 20.5102427)",4.05609776
520,1075,cingrijina,"(44.797894, 20.5068439)",4.053644243
521,860,srneticka,"(44.8142912, 20.5101591)",4.051370225
522,510,miloja djaka,"(44.7661512, 20.4575837)",4.041158483999999
523,142,bulevar milutina milankovica,"(44.8122001, 20.410675)",4.02526325
524,345,jovana miodragovica,"(44.8366123, 20.4151028)",4.0205300710000005
525,151,crnotravska,"(44.7672347, 20.4687202)",4.007734108
526,634,nodilova,"(44.7843087, 20.4223511)",3.997928157
527,53,bana ivanisa,"(44.79899260000001, 20.5065114)",3.9970511839999996
528,542,mihaila avramovica,"(44.7667295, 20.4624418)",3.9928655660000003
529,502,marijane gregoran,"(44.8131585, 20.5093694)",3.991541095
530,448,krizaniceva,"(44.7899276, 20.501812)",3.977534608
531,1023,vojvode sime popovica,"(44.8001982, 20.5062819)",3.9469217989999996
532,470,limska,"(44.7851895, 20.4978624)",3.9409317739999996
533,392,kapetana radica petrovica,"(44.8369033, 20.4163474)",3.9391679969999998
534,191,danila lekica spanca,"(44.8057469, 20.412721)",3.9357365719999997
535,509,milana vujaklije,"(44.8057469, 20.412721)",3.9357365719999997
536,982,viktora novaka,"(44.8057469, 20.412721)",3.9357365719999997
537,114,brace miladinova,"(44.791537, 20.5021781)",3.93557397
538,406,klinska,"(44.8341717, 20.4152889)",3.928239628
539,175,danila bojovica,"(44.7725294, 20.4808519)",3.896510239
540,690,pastroviceva,"(44.784961, 20.4237235)",3.8788016360000004
541,675,palmira toljatija,"(44.8264535, 20.4135981)",3.871754586
542,296,gramsijeva,"(44.8316288, 20.415135)",3.8672420869999997
543,371,karadjordjev trg,"(44.837006, 20.4174505)",3.8623684369999998
544,800,suncokreta,"(44.8285564, 20.4143975)",3.850281283
545,146,bulevar umetnosti,"(44.8173351, 20.4127841)",3.8445257980000003
546,107,bose milicevic,"(44.7712519, 20.4757422)",3.8350030760000005
547,632,niksicka,"(44.7726929, 20.4790007)",3.82229563
548,39,aleksinackih rudara,"(44.827609, 20.4146711)",3.8091264469999997
549,373,klare cetkin,"(44.83215329999999, 20.416139)",3.804953608
550,356,joce jovanovica,"(44.7691933, 20.4587889)",3.79076346
551,66,baje pivljanina,"(44.7695484, 20.4555747)",3.7788919080000003
552,350,jastrebacka,"(44.81372100000001, 20.5067074)",3.773705821
553,947,ucitelja milosa jankovica,"(44.7984758, 20.5033287)",3.771386577
554,432,kostolacka,"(44.7734408, 20.4777164)",3.725890083
555,61,Bulevarz djindjica,"(44.8193461, 20.4146442)",3.702397015
556,147,bulevar z. djindjica,"(44.8193461, 20.4146442)",3.702397015
557,426,koste abrasevica,"(44.7935747, 20.499976)",3.698652674
558,886,suboticka,"(44.7930465, 20.499516)",3.687559844
559,348,jablanicka,"(44.8231076, 20.4154881)",3.6699358280000003
560,472,ljermontova,"(44.7829859, 20.4911649)",3.665226834
561,473,ljermontovljeva,"(44.7829859, 20.4911649)",3.665226834
562,749,radnicka,"(44.7902607, 20.4231521)",3.6535423610000004
563,1019,vojvode micka krstica,"(44.8156019, 20.5049062)",3.6235252539999996
564,937,ulcinjska,"(44.7924707, 20.4979214)",3.600907468
565,671,pakracka,"(44.857174, 20.4764973)",3.593212295
566,682,partizanski blok,"(44.8416135, 20.495829)",3.559114299
567,1082,djordja radojlovica,"(44.772577, 20.457557)",3.521315452
568,793,stanislava sremcevica,"(44.79427, 20.4973188)",3.483774211
569,915,tina ujevica,"(44.81469449999999, 20.5030806)",3.4769334489999997
570,973,veljka dugosevica,"(44.8052845, 20.5014763)",3.4551841619999997
571,380,kumodraska,"(44.778298, 20.4801841)",3.454409464
572,266,grge andrijanovica,"(44.8460549, 20.4903289)",3.452366244
573,722,presevska,"(44.798566, 20.4990608)",3.4502319310000003
574,62,Bulevar zorana djindjica,"(44.8175329, 20.4179972)",3.422785442
575,624,neznanog junaka,"(44.7737731, 20.4618353)",3.420429637
576,8,110. nova,"(44.8173702, 20.4181035)",3.41370424
577,346,jove ilica,"(44.77625279999999, 20.4739022)",3.40320479
578,202,despota olivera,"(44.795264, 20.4966567)",3.3970779939999995
579,834,sime lozanica,"(44.7743736, 20.4651856)",3.393342117
580,293,gostivarska,"(44.7773409, 20.4758361)",3.375635752
581,974,veljka lukica kurjaka,"(44.7749997, 20.4678225)",3.375475432
582,359,jovana popovica,"(44.778141, 20.4774226)",3.366868647
583,987,vitanovacka,"(44.778141, 20.4774226)",3.366868647
584,44,ante bogicevica,"(44.8000517, 20.4985289)",3.3629909860000002
585,1089,spanskih boraca,"(44.8143164, 20.419161)",3.328653538
586,442,kraljevacka,"(44.7798038, 20.4795203)",3.321403451
587,341,jelene cetkovic,"(44.795396, 20.495542)",3.3134051589999998
588,387,kalovita,"(44.82167099999999, 20.419753)",3.310756993
589,578,milosa zecevica,"(44.7974579, 20.4965266)",3.303559898
590,108,boska petrovica,"(44.77571349999999, 20.4650428)",3.2841410580000003
591,140,bulevar m. pupina,"(44.8209833, 20.4202124)",3.26645942
592,141,bulevar mihaila pupina,"(44.8209833, 20.4202124)",3.26645942
593,539,metohijska,"(44.7931913, 20.4934207)",3.263485841
594,233,dragise lapcevica,"(44.80736539999999, 20.4991895)",3.235676022
595,1029,vranjska,"(44.7963688, 20.4944895)",3.200132084
596,723,prespanska,"(44.7949527, 20.4936326)",3.199530026
597,724,pribojska,"(44.8173569, 20.4994149)",3.180423717
598,298,grocanska,"(44.793104, 20.4920386)",3.175817328
599,927,trajka stamenkovica,"(44.7953225, 20.4932459)",3.157062017
600,164,cede mijatovica,"(44.7980364, 20.4947336)",3.152873879
601,512,milutina milankovica,"(44.80688, 20.4223824)",3.151759677
602,294,gocka,"(44.8315472, 20.4957612)",3.147461925
603,69,banjickih zrtava,"(44.786187, 20.4357129)",3.123283261
604,571,milice jankovic,"(44.8149557, 20.4985607)",3.1101621230000003
605,303,gvozdiceva,"(44.7957744, 20.4927275)",3.102040615
606,355,jezdiceva,"(44.7957744, 20.4927275)",3.102040615
607,165,cegarska,"(44.8017189, 20.495722)",3.10132154
608,20,7 sutjeska,"(44.85015749999999, 20.4769625)",3.0878868130000003
609,894,sutjeska 7,"(44.85015749999999, 20.4769625)",3.0878868130000003
610,127,brace kovac,"(44.7861669, 20.4836838)",3.073636381
611,921,topaloviceva,"(44.797842, 20.4934126)",3.065733945
612,482,ljubice lukovic,"(44.8089684, 20.4973667)",3.0649531660000005
613,590,mite rakica,"(44.80437939999999, 20.4961619)",3.061707994
614,437,kralja bodina,"(44.7888559, 20.486514)",3.06082205
615,420,kolasinska,"(44.790097, 20.487555)",3.0502599189999997
616,803,svetomira nikolajevica,"(44.7958809, 20.4919331)",3.0428892000000003
617,535,mazuraniceva,"(44.788141, 20.4853644)",3.0393501689999995
618,317,hrvatska,"(44.8522835, 20.4691397)",3.033066602
619,237,drajzerova,"(44.7787346, 20.456258)",3.032606952
620,889,supilova,"(44.8073516, 20.4965588)",3.028047767
621,268,grcica milenka,"(44.7931995, 20.489824)",3.02705896
622,70,bata lakina,"(44.8146488, 20.4974023)",3.01707148
623,274,generala aracica,"(44.8146488, 20.4974023)",3.01707148
624,429,koste jovanovica,"(44.7801283, 20.4703055)",3.0161380110000002
625,910,teodora drajzera,"(44.7805621, 20.4490086)",3.007630368
626,966,varvarinska,"(44.7888254, 20.484969)",2.976750757
627,579,milovana glisica,"(44.7929976, 20.4315368)",2.9757439160000003
628,132,bregalnicka,"(44.7960843, 20.4910268)",2.972101588
629,918,todora dukina,"(44.7875163, 20.4833416)",2.9709444960000004
630,810,sanje zivanovic,"(44.7907689, 20.4336441)",2.965671361
631,398,kacanskog,"(44.7868667, 20.4380376)",2.963088354
632,649,oplenacka,"(44.7860423, 20.4811549)",2.959366555
633,291,gospodara vucica,"(44.79183339999999, 20.4873846)",2.945033418
634,451,krusevacka,"(44.7885911, 20.4840098)",2.939180993
635,581,milovana marinkovica,"(44.78088839999999, 20.4689817)",2.928989637
636,275,generala horvatovica,"(44.7921763, 20.4873863)",2.926770727
637,3,ustanicka,"(44.7862574, 20.4805863)",2.91877365
638,259,esad pasina,"(44.782544, 20.4736255)",2.917529617
639,734,pukovnika purica,"(44.7817867, 20.4715332)",2.9168026730000003
640,99,bore prodanovica,"(44.8072949, 20.4951265)",2.9162981219999997
641,110,boze jankovica,"(44.7829009, 20.4743176)",2.9122907110000003
642,43,anke matic,"(44.8504783, 20.4698287)",2.9057057910000004
643,319,istarska,"(44.7872147, 20.4387776)",2.904462241
644,441,kralja vladimira,"(44.7821282, 20.4713649)",2.886240556
645,209,djevdjelijska,"(44.79963739999999, 20.4916922)",2.874314418
646,100,bore vukmirovica,"(44.8155847, 20.4956193)",2.870884268
647,49,augusta cesarca,"(44.7822106, 20.4495697)",2.8665308539999996
648,1049,zivojina zujovica,"(44.801028, 20.4922083)",2.862125495
649,41,andre nikolica,"(44.7885743, 20.4379134)",2.8605944
650,668,prva sutjeska,"(44.84582400000001, 20.47898)",2.86035548
651,754,rajka mitica,"(44.7810187, 20.4646105)",2.8531095860000004
652,68,banjicki venac,"(44.7810543, 20.4647269)",2.8514458339999997
653,27,antofasisticke borbe,"(44.8141966, 20.4251799)",2.841751393
654,884,strumicka,"(44.7887662, 20.4822117)",2.8345778110000004
655,221,dr milutina ivkovica,"(44.7821727, 20.4514424)",2.827602048
656,836,simiceva,"(44.7821727, 20.4514424)",2.827602048
657,914,tetovska,"(44.7898001, 20.4832685)",2.825890106
658,264,garibaldijeva,"(44.7911194, 20.4841652)",2.796605785
659,917,tjentiste,"(44.85014899999999, 20.464208)",2.7912154339999997
660,238,dravska,"(44.797507, 20.4892606)",2.789385633
661,643,olge jovicic,"(44.84957350000001, 20.467514)",2.789330212
662,961,vajara djoke jovanovica,"(44.7840498, 20.4474135)",2.78491885
663,120,branka miljkovica,"(44.8486067, 20.470815)",2.783553337
664,177,dimitrija tucovica,"(44.80197099999999, 20.4914278)",2.77283229
665,384,kajuhova,"(44.84944230000001, 20.4668745)",2.7683462530000003
666,299,gruzanska,"(44.7964452, 20.4881449)",2.7617873210000004
667,555,miklosiceva,"(44.7903864, 20.482614)",2.7551752119999997
